POS Tag: DTCP
Word: Ang_mga | Lemma: Ang_mga | a56_250_tags.txt | SN:23 | TN:0
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:90 | TN:13
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:105 | TN:15
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:7 | TN:37
Word: ang_mga | Lemma: ang_mga | a56_198_tags.txt | SN:39 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:62 | TN:11
Word: ang_mga | Lemma: ang_mga | a56_259_tags.txt | SN:26 | TN:8
Word: ang_mga | Lemma: ang_mga | a56_250_tags.txt | SN:3 | TN:25
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:97 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:19 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:89 | TN:1
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:86 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:59 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_235to237_tags.txt | SN:69 | TN:9
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:39 | TN:8
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:81 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_260_tags.txt | SN:15 | TN:11
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:7 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:22 | TN:29
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:9 | TN:8
Word: ang_mga | Lemma: ang_mga | a56_204_tags.txt | SN:8 | TN:10
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:90 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:80 | TN:16
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:117 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:142 | TN:29
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:5 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_235to237_tags.txt | SN:1 | TN:28
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:27 | TN:13
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:41 | TN:26
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:86 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_204_tags.txt | SN:2 | TN:13
Word: ang_mga | Lemma: ang_mga | a56_249_tags.txt | SN:14 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_259_tags.txt | SN:20 | TN:11
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:33 | TN:18
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:36 | TN:24
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:173 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_260_tags.txt | SN:1 | TN:6
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:44 | TN:5
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:21 | TN:13
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:59 | TN:40
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:92 | TN:24
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:126 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_224_tags.txt | SN:22 | TN:18
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:159 | TN:26
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:79 | TN:8
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:51 | TN:35
Word: ang_mga | Lemma: ang_mga | a56_263_tags.txt | SN:14 | TN:8
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:74 | TN:29
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:20 | TN:21
Word: ang_mga | Lemma: ang_mga | a56_211_tags.txt | SN:17 | TN:26
Word: ang_mga | Lemma: ang_mga | a56_249_tags.txt | SN:4 | TN:21
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:103 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:148 | TN:11
Word: ang_mga | Lemma: ang_mga | a56_213_tags.txt | SN:4 | TN:35
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:17 | TN:7
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:5 | TN:3
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:120 | TN:28
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:82 | TN:28
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:98 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:27 | TN:12
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:59 | TN:15
Word: ang_mga | Lemma: ang_mga | a56_213_tags.txt | SN:35 | TN:15
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:37 | TN:16
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:76 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:72 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:128 | TN:28
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:127 | TN:7
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:70 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:150 | TN:45
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:93 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_259_tags.txt | SN:12 | TN:22
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:67 | TN:41
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:83 | TN:3
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:51 | TN:3
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:52 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_251_tags.txt | SN:10 | TN:7
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:109 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:68 | TN:8
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:158 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_204_tags.txt | SN:17 | TN:3
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:38 | TN:15
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:21 | TN:14
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:61 | TN:70
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:30 | TN:28
Word: ang_mga | Lemma: ang_mga | a56_213_tags.txt | SN:17 | TN:24
Word: ang_mga | Lemma: ang_mga | a56_227_tags.txt | SN:21 | TN:20
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:76 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:52 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_225_tags.txt | SN:21 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:76 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:37 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:51 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:81 | TN:3
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:69 | TN:13
Word: ang_mga | Lemma: ang_mga | a56_247_tags.txt | SN:19 | TN:18
Word: ang_mga | Lemma: ang_mga | a56_259_tags.txt | SN:19 | TN:17
Word: ang_mga | Lemma: ang_mga | a56_225_tags.txt | SN:19 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_263_tags.txt | SN:20 | TN:10
Word: ang_mga | Lemma: ang_mga | a56_235to237_tags.txt | SN:32 | TN:27
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:70 | TN:16
Word: ang_mga | Lemma: ang_mga | a56_213_tags.txt | SN:15 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_259_tags.txt | SN:11 | TN:17
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:129 | TN:18
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:71 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:22 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:69 | TN:7
Word: ang_mga | Lemma: ang_mga | a56_213_tags.txt | SN:35 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:130 | TN:10
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:145 | TN:26
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:5 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:137 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:14 | TN:25
Word: ang_mga | Lemma: ang_mga | a56_247_tags.txt | SN:23 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:36 | TN:14
Word: ang_mga | Lemma: ang_mga | a56_212_tags.txt | SN:23 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_235to237_tags.txt | SN:7 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:143 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:33 | TN:3
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:139 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:107 | TN:15
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:97 | TN:40
Word: ang_mga | Lemma: ang_mga | a56_260_tags.txt | SN:2 | TN:22
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:138 | TN:15
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:52 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_226_tags.txt | SN:15 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:62 | TN:7
Word: ang_mga | Lemma: ang_mga | a56_250_tags.txt | SN:1 | TN:20
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:126 | TN:7
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:111 | TN:1
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:62 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:83 | TN:20
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:145 | TN:18
Word: ang_mga | Lemma: ang_mga | a56_259_tags.txt | SN:25 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:119 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:52 | TN:12
Word: ang_mga | Lemma: ang_mga | a56_247_tags.txt | SN:11 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_198_tags.txt | SN:32 | TN:49
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:91 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_224_tags.txt | SN:27 | TN:12
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:73 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:126 | TN:28
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:23 | TN:10
Word: ang_mga | Lemma: ang_mga | a56_260_tags.txt | SN:10 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:55 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:48 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_226_tags.txt | SN:22 | TN:12
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:16 | TN:5
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:12 | TN:24
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:57 | TN:12
Word: ang_mga | Lemma: ang_mga | a56_264_tags.txt | SN:18 | TN:4
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:44 | TN:22
Word: ang_mga | Lemma: ang_mga | a56_264_tags.txt | SN:23 | TN:9
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:58 | TN:22
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:70 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:98 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_212_tags.txt | SN:17 | TN:17
Word: ang_mga | Lemma: ang_mga | a56_225_tags.txt | SN:32 | TN:15
Word: ang_mga | Lemma: ang_mga | a56_235to237_tags.txt | SN:69 | TN:18
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:23 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_212_tags.txt | SN:21 | TN:17
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:28 | TN:31
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:57 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_235to237_tags.txt | SN:5 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:74 | TN:1
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:84 | TN:18
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:121 | TN:2
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:69 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:22 | TN:35
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:78 | TN:21
Word: ang_mga | Lemma: ang_mga | a56_264_tags.txt | SN:16 | TN:5
Word: ang_mga | Lemma: ang_mga | a56_235to237_tags.txt | SN:19 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:142 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:72 | TN:54
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:80 | TN:4
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:132 | TN:14
Word: ang_mga | Lemma: ang_mga | a56_248_tags.txt | SN:10 | TN:48
Word: ang_mga | Lemma: ang_mga | a56_259_tags.txt | SN:24 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:86 | TN:16
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:59 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_260_tags.txt | SN:7 | TN:2
Word: ang_mga | Lemma: ang_mga | a56_247_tags.txt | SN:22 | TN:14
Word: ang_mga | Lemma: ang_mga | a56_260_tags.txt | SN:13 | TN:18
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:2 | TN:30
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:18 | TN:16
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:131 | TN:10
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:173 | TN:40
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:61 | TN:43
Word: ang_mga | Lemma: ang_mga | a56_200_tags.txt | SN:8 | TN:2
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:77 | TN:4
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:38 | TN:17
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:89 | TN:3
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:38 | TN:32
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:20 | TN:29
Word: ang_mga | Lemma: ang_mga | a56_181to186_tags.txt | SN:120 | TN:1
Word: ang_mga | Lemma: ang_mga | lopez_clement_s11_tags.txt | SN:52 | TN:12
Word: ang_mga | Lemma: ang_mga | a56_247_tags.txt | SN:21 | TN:6
Word: ang_mga | Lemma: ang_mga | a56_253to258_tags.txt | SN:159 | TN:18
Word: ang_mga | Lemma: ang_mga | cua_bernice_s11_tags.txt | SN:104 | TN:14
Word: ang_mga | Lemma: ang_mga | a56_193to197_tags.txt | SN:11 | TN:24
Word: ang_mga | Lemma: ang_mga | a56_238to240_tags.txt | SN:64 | TN:7
Word: iba’t-ibang | Lemma: iba | a56_260_tags.txt | SN:18 | TN:12
Word: mga | Lemma: mga | a56_181to186_tags.txt | SN:8 | TN:87
Word: mga | Lemma: mga | a56_181to186_tags.txt | SN:6 | TN:68
Word: mga | Lemma: mga | a56_181to186_tags.txt | SN:3 | TN:6
Word: mga | Lemma: mga | a56_181to186_tags.txt | SN:3 | TN:53
Word: mga | Lemma: mga | a56_193to197_tags.txt | SN:54 | TN:38
Word: mga | Lemma: mga | a56_235to237_tags.txt | SN:63 | TN:28
Word: mga | Lemma: mga | a56_223_tags.txt | SN:21 | TN:7
Word: mga | Lemma: mga | lopez_clement_s11_tags.txt | SN:60 | TN:10
Word: mga | Lemma: mga | a56_193to197_tags.txt | SN:55 | TN:29
Word: mga | Lemma: mga | a56_198_tags.txt | SN:9 | TN:20
Word: mga | Lemma: mga | a56_253to258_tags.txt | SN:39 | TN:7
Word: mga | Lemma: mga | a56_253to258_tags.txt | SN:48 | TN:25
Word: mga | Lemma: mga | a56_193to197_tags.txt | SN:40 | TN:21
Word: mga | Lemma: mga | a56_193to197_tags.txt | SN:83 | TN:5
Word: mga | Lemma: mga | a56_253to258_tags.txt | SN:89 | TN:24
Word: mga | Lemma: mga | a56_264_tags.txt | SN:27 | TN:27
Word: mga | Lemma: mga | a56_247_tags.txt | SN:29 | TN:11
Word: mga | Lemma: mga | a56_260_tags.txt | SN:8 | TN:8
Word: mga | Lemma: mga | a56_250_tags.txt | SN:15 | TN:4
Word: mga | Lemma: mga | a56_247_tags.txt | SN:31 | TN:3
Word: mga | Lemma: mga | a56_193to197_tags.txt | SN:72 | TN:23
Word: mga | Lemma: mga | a56_235to237_tags.txt | SN:68 | TN:7
Word: mga | Lemma: mga | cua_bernice_s11_tags.txt | SN:71 | TN:2
Word: mga | Lemma: mga | a56_253to258_tags.txt | SN:100 | TN:49
Word: mga | Lemma: mga | a56_181to186_tags.txt | SN:34 | TN:35
Word: mga | Lemma: mga | a56_253to258_tags.txt | SN:97 | TN:6
Word: mga | Lemma: mga | lopez_clement_s11_tags.txt | SN:69 | TN:28
Word: mga | Lemma: mga | a56_263_tags.txt | SN:21 | TN:12
Word: mga | Lemma: mga | a56_224_tags.txt | SN:2 | TN:23
Word: mga | Lemma: mga | a56_226_tags.txt | SN:28 | TN:12
Word: mga | Lemma: mga | a56_193to197_tags.txt | SN:71 | TN:12
Word: mga | Lemma: mga | lopez_clement_s11_tags.txt | SN:41 | TN:14
Word: mga | Lemma: mga | a56_223_tags.txt | SN:7 | TN:21
Word: mga | Lemma: mga | a56_181to186_tags.txt | SN:72 | TN:3
Word: mga | Lemma: mga | a56_181to186_tags.txt | SN:3 | TN:60
