POS Tag: RBW
Word: , | Lemma: , | a56_252_tags.txt | SN:9 | TN:27
Word: Madalas | Lemma: dalas | a56_253to258_tags.txt | SN:85 | TN:0
Word: Madalas | Lemma: dalas | a56_253to258_tags.txt | SN:105 | TN:0
Word: Madalas | Lemma: dalas | cua_bernice_s11_tags.txt | SN:62 | TN:0
Word: Madalas | Lemma: dalas | cua_bernice_s11_tags.txt | SN:99 | TN:0
Word: Matapos | Lemma: tapos | a56_224_tags.txt | SN:11 | TN:0
Word: Matapos | Lemma: tapos | a56_225_tags.txt | SN:20 | TN:0
Word: Matapos | Lemma: tapos | a56_227_tags.txt | SN:3 | TN:0
Word: Matapos | Lemma: tapos | a56_238to240_tags.txt | SN:4 | TN:0
Word: Minsan | Lemma: Minsan | a56_238to240_tags.txt | SN:66 | TN:0
Word: Minsan | Lemma: Minsan | a56_253to258_tags.txt | SN:34 | TN:0
Word: Mulang | Lemma: Mula | a56_252_tags.txt | SN:7 | TN:0
Word: Muli | Lemma: Muli | a56_211_tags.txt | SN:27 | TN:0
Word: Nang | Lemma: Nang | a56_193to197_tags.txt | SN:10 | TN:0
Word: Nang | Lemma: Nang | a56_198_tags.txt | SN:32 | TN:0
Word: Nang | Lemma: Nang | a56_226_tags.txt | SN:13 | TN:0
Word: Ngayon | Lemma: Ngayon | lopez_clement_s11_tags.txt | SN:56 | TN:0
Word: Ngayon | Lemma: Ngayon | lopez_clement_s11_tags.txt | SN:60 | TN:0
Word: Noon | Lemma: Noon | a56_247_tags.txt | SN:6 | TN:0
Word: Noong | Lemma: Noon | a56_235to237_tags.txt | SN:38 | TN:0
Word: Noong | Lemma: Noon | a56_193to197_tags.txt | SN:53 | TN:0
Word: Noong | Lemma: Noon | a56_193to197_tags.txt | SN:103 | TN:0
Word: Noong | Lemma: Noon | a56_248_tags.txt | SN:25 | TN:0
Word: Noong | Lemma: Noon | a56_193to197_tags.txt | SN:110 | TN:0
Word: Noong | Lemma: Noon | a56_227_tags.txt | SN:23 | TN:0
Word: Noong | Lemma: Noon | a56_235to237_tags.txt | SN:37 | TN:0
Word: Noong | Lemma: Noon | a56_213_tags.txt | SN:26 | TN:0
Word: Noong | Lemma: Noon | a56_248_tags.txt | SN:29 | TN:0
Word: Noong | Lemma: Noon | a56_225_tags.txt | SN:2 | TN:0
Word: Noong | Lemma: Noon | a56_225_tags.txt | SN:5 | TN:0
Word: Olympics | Lemma: Olympics | a56_253to258_tags.txt | SN:168 | TN:38
Word: Pagkaraan | Lemma: daan | a56_228_tags.txt | SN:9 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_214_tags.txt | SN:12 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_193to197_tags.txt | SN:3 | TN:0
Word: Pagkatapos | Lemma: tapos | cua_bernice_s11_tags.txt | SN:55 | TN:0
Word: Pagkatapos | Lemma: katapos | a56_193to197_tags.txt | SN:59 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_263_tags.txt | SN:15 | TN:0
Word: Pagkatapos | Lemma: tapos | cua_bernice_s11_tags.txt | SN:57 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_193to197_tags.txt | SN:97 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_200_tags.txt | SN:33 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_200_tags.txt | SN:39 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_212_tags.txt | SN:17 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_214_tags.txt | SN:1 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_253to258_tags.txt | SN:57 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_253to258_tags.txt | SN:173 | TN:0
Word: Pagkatapos | Lemma: tapos | a56_247_tags.txt | SN:8 | TN:0
Word: Paminsan | Lemma: minsan | cua_bernice_s11_tags.txt | SN:90 | TN:0
Word: Paminsan | Lemma: minsan | cua_bernice_s11_tags.txt | SN:91 | TN:0
Word: Sa_huli | Lemma: Sa_huli | a56_247_tags.txt | SN:2 | TN:0
Word: Sa_huli | Lemma: Sa_huli | a56_260_tags.txt | SN:13 | TN:0
Word: Sa_kalagitnaan | Lemma: Sa_kalagitnaan | a56_238to240_tags.txt | SN:68 | TN:0
Word: Sa_karaniwan | Lemma: Sa_karaniwan | a56_252_tags.txt | SN:8 | TN:0
Word: Sa_loob | Lemma: Sa_loob | a56_223_tags.txt | SN:6 | TN:0
Word: Sa_loob | Lemma: Sa_loob | a56_226_tags.txt | SN:5 | TN:1
Word: Sa_loob_ng | Lemma: Sa_loob_ng | a56_263_tags.txt | SN:13 | TN:0
Word: Sa_loob_ng | Lemma: Sa_loob_ng | a56_263_tags.txt | SN:14 | TN:0
Word: Sapul | Lemma: Sapul | a56_235to237_tags.txt | SN:40 | TN:0
Word: Simula | Lemma: mula | a56_212_tags.txt | SN:13 | TN:0
Word: Simula | Lemma: Mula | a56_198_tags.txt | SN:1 | TN:0
Word: Simula | Lemma: mula | a56_235to237_tags.txt | SN:23 | TN:0
Word: Simula | Lemma: mula | a56_235to237_tags.txt | SN:70 | TN:0
Word: Simula | Lemma: mula | a56_235to237_tags.txt | SN:72 | TN:0
Word: Simula | Lemma: mula | a56_238to240_tags.txt | SN:38 | TN:0
Word: Simula | Lemma: mula | a56_238to240_tags.txt | SN:44 | TN:0
Word: Tapos | Lemma: Tapos | a56_253to258_tags.txt | SN:57 | TN:11
Word: Tapos | Lemma: Tapos | a56_253to258_tags.txt | SN:61 | TN:27
Word: Tuwing | Lemma: Tuwing | cua_bernice_s11_tags.txt | SN:49 | TN:0
Word: bago | Lemma: bago | a56_181to186_tags.txt | SN:44 | TN:4
Word: bago | Lemma: bago | a56_181to186_tags.txt | SN:78 | TN:6
Word: bago | Lemma: bago | cua_bernice_s11_tags.txt | SN:52 | TN:9
Word: bago | Lemma: bago | a56_261_tags.txt | SN:12 | TN:14
Word: bago | Lemma: bago | a56_225_tags.txt | SN:30 | TN:5
Word: bago | Lemma: bago | a56_250_tags.txt | SN:8 | TN:6
Word: bago | Lemma: bago | a56_235to237_tags.txt | SN:39 | TN:5
Word: bago | Lemma: bago | a56_227_tags.txt | SN:4 | TN:29
Word: bago | Lemma: bago | a56_193to197_tags.txt | SN:46 | TN:13
Word: bago | Lemma: bago | a56_253to258_tags.txt | SN:144 | TN:27
Word: bago | Lemma: bago | a56_253to258_tags.txt | SN:57 | TN:33
Word: bago | Lemma: bago | a56_253to258_tags.txt | SN:119 | TN:12
Word: bago | Lemma: bago | a56_193to197_tags.txt | SN:61 | TN:58
Word: bago | Lemma: bago | a56_198_tags.txt | SN:11 | TN:9
Word: bago | Lemma: bago | a56_211_tags.txt | SN:11 | TN:2
Word: bago | Lemma: bago | a56_253to258_tags.txt | SN:82 | TN:9
Word: bago | Lemma: bago | cua_bernice_s11_tags.txt | SN:80 | TN:10
Word: bago | Lemma: bago | a56_213_tags.txt | SN:39 | TN:22
Word: bago | Lemma: bago | a56_211_tags.txt | SN:27 | TN:7
Word: bago | Lemma: bago | a56_212_tags.txt | SN:5 | TN:43
Word: bago | Lemma: bago | a56_214_tags.txt | SN:40 | TN:9
Word: bago | Lemma: bago | a56_226_tags.txt | SN:12 | TN:21
Word: bago | Lemma: bago | a56_227_tags.txt | SN:20 | TN:4
Word: bago | Lemma: bago | a56_247_tags.txt | SN:5 | TN:7
Word: bago | Lemma: bago | a56_213_tags.txt | SN:1 | TN:2
Word: bago | Lemma: bago | a56_212_tags.txt | SN:7 | TN:14
Word: bago | Lemma: bago | a56_213_tags.txt | SN:49 | TN:3
Word: bihira | Lemma: bihira | a56_181to186_tags.txt | SN:82 | TN:8
Word: dati | Lemma: dati | a56_253to258_tags.txt | SN:126 | TN:28
Word: dati | Lemma: dati | a56_253to258_tags.txt | SN:127 | TN:28
Word: dati | Lemma: dati | a56_260_tags.txt | SN:16 | TN:18
Word: dumating | Lemma: dating | a56_252_tags.txt | SN:20 | TN:3
Word: dumating | Lemma: dating | a56_261_tags.txt | SN:18 | TN:6
Word: gabi | Lemma: gabi | a56_181to186_tags.txt | SN:4 | TN:9
Word: gabi | Lemma: gabi | a56_212_tags.txt | SN:17 | TN:10
Word: gabi | Lemma: gabi | a56_212_tags.txt | SN:17 | TN:33
Word: habang | Lemma: habang | a56_181to186_tags.txt | SN:101 | TN:17
Word: habang | Lemma: habang | a56_181to186_tags.txt | SN:70 | TN:8
Word: habang | Lemma: habang | a56_181to186_tags.txt | SN:68 | TN:18
Word: habang | Lemma: habang | a56_238to240_tags.txt | SN:28 | TN:34
Word: habang | Lemma: habang | a56_213_tags.txt | SN:6 | TN:26
Word: habang | Lemma: habang | a56_235to237_tags.txt | SN:11 | TN:34
Word: habang | Lemma: habang | a56_212_tags.txt | SN:27 | TN:17
Word: habang | Lemma: habang | a56_264_tags.txt | SN:18 | TN:12
Word: habang | Lemma: habang | cua_bernice_s11_tags.txt | SN:92 | TN:8
Word: habang | Lemma: habang | a56_193to197_tags.txt | SN:59 | TN:13
Word: habang | Lemma: habang | cua_bernice_s11_tags.txt | SN:45 | TN:11
Word: habang | Lemma: habang | cua_bernice_s11_tags.txt | SN:35 | TN:4
Word: habang | Lemma: habang | a56_238to240_tags.txt | SN:56 | TN:19
Word: habang | Lemma: habang | a56_259_tags.txt | SN:19 | TN:15
Word: habang | Lemma: habang | a56_259_tags.txt | SN:26 | TN:22
Word: habang | Lemma: habang | a56_213_tags.txt | SN:43 | TN:26
Word: habang | Lemma: habang | a56_214_tags.txt | SN:26 | TN:20
Word: habang | Lemma: habang | a56_193to197_tags.txt | SN:88 | TN:24
Word: habang | Lemma: habang | a56_200_tags.txt | SN:40 | TN:11
Word: habang | Lemma: habang | a56_259_tags.txt | SN:26 | TN:27
Word: habang | Lemma: habang | a56_261_tags.txt | SN:19 | TN:8
Word: habang | Lemma: habang | a56_235to237_tags.txt | SN:1 | TN:27
Word: habang | Lemma: habang | a56_253to258_tags.txt | SN:117 | TN:11
Word: habang | Lemma: habang | a56_235to237_tags.txt | SN:18 | TN:4
Word: habang | Lemma: habang | a56_212_tags.txt | SN:5 | TN:32
Word: habang | Lemma: habang | a56_212_tags.txt | SN:13 | TN:6
Word: habang | Lemma: habang | a56_226_tags.txt | SN:27 | TN:13
Word: habang | Lemma: habang | a56_213_tags.txt | SN:33 | TN:17
Word: habang | Lemma: habang | a56_238to240_tags.txt | SN:23 | TN:6
Word: habang | Lemma: habang | a56_250_tags.txt | SN:1 | TN:19
Word: halos | Lemma: halos | cua_bernice_s11_tags.txt | SN:80 | TN:7
Word: hangang | Lemma: hangang | a56_193to197_tags.txt | SN:52 | TN:7
Word: hanggang | Lemma: hanggang | a56_181to186_tags.txt | SN:22 | TN:27
Word: hanggang | Lemma: hanggang | a56_181to186_tags.txt | SN:14 | TN:32
Word: hanggang | Lemma: hanggang | a56_181to186_tags.txt | SN:23 | TN:6
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:144 | TN:19
Word: hanggang | Lemma: hanggang | a56_181to186_tags.txt | SN:24 | TN:7
Word: hanggang | Lemma: hanggang | a56_181to186_tags.txt | SN:32 | TN:10
Word: hanggang | Lemma: hanggang | cua_bernice_s11_tags.txt | SN:104 | TN:6
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:12 | TN:8
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:172 | TN:23
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:114 | TN:9
Word: hanggang | Lemma: hanggang | a56_200_tags.txt | SN:5 | TN:9
Word: hanggang | Lemma: hanggang | a56_225_tags.txt | SN:1 | TN:5
Word: hanggang | Lemma: hanggang | lopez_clement_s11_tags.txt | SN:40 | TN:4
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:139 | TN:20
Word: hanggang | Lemma: hanggang | a56_250_tags.txt | SN:22 | TN:10
Word: hanggang | Lemma: hanggang | a56_252_tags.txt | SN:9 | TN:39
Word: hanggang | Lemma: hanggang | a56_248_tags.txt | SN:10 | TN:24
Word: hanggang | Lemma: hanggang | a56_249_tags.txt | SN:23 | TN:1
Word: hanggang | Lemma: hanggang | a56_200_tags.txt | SN:31 | TN:31
Word: hanggang | Lemma: hanggang | a56_228_tags.txt | SN:9 | TN:16
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:101 | TN:6
Word: hanggang | Lemma: hanggang | a56_200_tags.txt | SN:12 | TN:18
Word: hanggang | Lemma: hanggang | a56_200_tags.txt | SN:15 | TN:6
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:48 | TN:10
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:173 | TN:12
Word: hanggang | Lemma: hanggang | a56_264_tags.txt | SN:33 | TN:22
Word: hanggang | Lemma: hanggang | a56_248_tags.txt | SN:1 | TN:7
Word: hanggang | Lemma: hanggang | cua_bernice_s11_tags.txt | SN:63 | TN:10
Word: hanggang | Lemma: hanggang | a56_200_tags.txt | SN:31 | TN:17
Word: hanggang | Lemma: hanggang | a56_212_tags.txt | SN:13 | TN:17
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:97 | TN:15
Word: hanggang | Lemma: hanggang | cua_bernice_s11_tags.txt | SN:74 | TN:22
Word: hanggang | Lemma: hanggang | a56_235to237_tags.txt | SN:27 | TN:24
Word: hanggang | Lemma: hanggang | a56_253to258_tags.txt | SN:83 | TN:3
Word: hanggang | Lemma: hanggang | a56_264_tags.txt | SN:28 | TN:4
Word: hanggang | Lemma: hanggang | a56_263_tags.txt | SN:7 | TN:17
Word: hanggang | Lemma: hanggang | a56_200_tags.txt | SN:40 | TN:6
Word: hanggang | Lemma: hanggang | a56_247_tags.txt | SN:29 | TN:23
Word: hanggang | Lemma: hanggang | a56_226_tags.txt | SN:2 | TN:29
Word: hanggang | Lemma: hanggang | a56_235to237_tags.txt | SN:40 | TN:17
Word: hanggang | Lemma: hanggang | cua_bernice_s11_tags.txt | SN:72 | TN:15
Word: hanggang | Lemma: hanggang | a56_249_tags.txt | SN:24 | TN:16
Word: hanggang | Lemma: hanggang | cua_bernice_s11_tags.txt | SN:63 | TN:4
Word: hangga’t | Lemma: hangga’t | a56_259_tags.txt | SN:12 | TN:13
Word: hapon | Lemma: hapon | a56_214_tags.txt | SN:47 | TN:29
Word: hapon | Lemma: hapon | a56_224_tags.txt | SN:3 | TN:14
Word: huli | Lemma: huli | a56_181to186_tags.txt | SN:2 | TN:47
Word: huli | Lemma: huli | a56_213_tags.txt | SN:23 | TN:2
Word: huli | Lemma: huli | a56_264_tags.txt | SN:1 | TN:19
Word: huling | Lemma: huli | a56_251_tags.txt | SN:29 | TN:12
Word: ikalabinsiyam | Lemma: ikalabinsiyam | cua_bernice_s11_tags.txt | SN:103 | TN:6
Word: kaagahan | Lemma: aga | a56_225_tags.txt | SN:4 | TN:1
Word: kaalinsabay | Lemma: sabay | a56_228_tags.txt | SN:1 | TN:3
Word: kadalasang | Lemma: kadalasang | a56_200_tags.txt | SN:10 | TN:16
Word: kadalasang | Lemma: dalas | a56_200_tags.txt | SN:12 | TN:23
Word: kadataon | Lemma: kadataon | a56_251_tags.txt | SN:5 | TN:14
Word: kailanman | Lemma: kailanman | a56_181to186_tags.txt | SN:14 | TN:52
Word: kailanman | Lemma: kailanman | a56_211_tags.txt | SN:19 | TN:18
Word: kailanman | Lemma: kailanman | a56_228_tags.txt | SN:13 | TN:6
Word: kailanman | Lemma: kailanman | a56_252_tags.txt | SN:19 | TN:21
Word: kalagitnaan | Lemma: gitna | a56_211_tags.txt | SN:27 | TN:9
Word: kalagitnaan | Lemma: gitna | a56_223_tags.txt | SN:12 | TN:1
Word: kalaunan | Lemma: kalaunan | a56_238to240_tags.txt | SN:9 | TN:1
Word: kamakailan | Lemma: kailan | lopez_clement_s11_tags.txt | SN:75 | TN:1
Word: karaniwan | Lemma: karaniwan | cua_bernice_s11_tags.txt | SN:26 | TN:4
Word: kasalukuyan | Lemma: kasalukuyan | a56_200_tags.txt | SN:5 | TN:11
Word: kasalukuyan | Lemma: kasalukuyan | lopez_clement_s11_tags.txt | SN:62 | TN:21
Word: kasunod | Lemma: sunod | a56_238to240_tags.txt | SN:33 | TN:7
Word: katapusan | Lemma: tapos | a56_252_tags.txt | SN:9 | TN:40
Word: kinabukasan | Lemma: bukas | a56_212_tags.txt | SN:17 | TN:29
Word: laging | Lemma: lagi | a56_253to258_tags.txt | SN:78 | TN:4
Word: madalas | Lemma: dalas | a56_181to186_tags.txt | SN:145 | TN:14
Word: madalas | Lemma: dalas | a56_193to197_tags.txt | SN:84 | TN:3
Word: madalas | Lemma: dalas | a56_226_tags.txt | SN:9 | TN:13
Word: madalas | Lemma: dalas | cua_bernice_s11_tags.txt | SN:51 | TN:7
Word: madalas | Lemma: dalas | cua_bernice_s11_tags.txt | SN:75 | TN:2
Word: madalas | Lemma: dalas | cua_bernice_s11_tags.txt | SN:98 | TN:6
Word: madalas | Lemma: dalas | lopez_clement_s11_tags.txt | SN:44 | TN:1
Word: madalas | Lemma: dalas | lopez_clement_s11_tags.txt | SN:72 | TN:19
Word: magdamag | Lemma: damag | a56_212_tags.txt | SN:17 | TN:8
Word: magkaraniwan | Lemma: karaniwan | cua_bernice_s11_tags.txt | SN:65 | TN:8
Word: malimit | Lemma: limit | a56_226_tags.txt | SN:10 | TN:6
Word: mamaya | Lemma: maya | a56_253to258_tags.txt | SN:78 | TN:28
Word: matagal | Lemma: tagal | lopez_clement_s11_tags.txt | SN:59 | TN:3
Word: matagal | Lemma: tagal | lopez_clement_s11_tags.txt | SN:71 | TN:11
Word: matapos | Lemma: tapos | a56_227_tags.txt | SN:8 | TN:26
Word: matapos | Lemma: tapos | a56_228_tags.txt | SN:8 | TN:17
Word: matapos | Lemma: tapos | a56_235to237_tags.txt | SN:10 | TN:33
Word: matapos | Lemma: tapos | a56_238to240_tags.txt | SN:11 | TN:6
Word: minsan | Lemma: minsan | a56_226_tags.txt | SN:23 | TN:19
Word: minsan | Lemma: minsan | a56_253to258_tags.txt | SN:87 | TN:9
Word: minsan | Lemma: minsan | a56_253to258_tags.txt | SN:109 | TN:17
Word: minsan | Lemma: minsan | lopez_clement_s11_tags.txt | SN:10 | TN:3
Word: mula | Lemma: mula | a56_193to197_tags.txt | SN:102 | TN:24
Word: muli | Lemma: muli | a56_193to197_tags.txt | SN:60 | TN:7
Word: muli | Lemma: muli | a56_238to240_tags.txt | SN:21 | TN:19
Word: muli | Lemma: muli | a56_238to240_tags.txt | SN:54 | TN:8
Word: nakalipas | Lemma: lipas | a56_238to240_tags.txt | SN:70 | TN:13
Word: nakalipas | Lemma: lipas | a56_250_tags.txt | SN:1 | TN:15
Word: nakalipas | Lemma: lipas | lopez_clement_s11_tags.txt | SN:55 | TN:14
Word: nakaraang | Lemma: nakaraan | a56_261_tags.txt | SN:17 | TN:8
Word: nang | Lemma: nang | a56_224_tags.txt | SN:3 | TN:21
Word: nang | Lemma: nang | a56_193to197_tags.txt | SN:35 | TN:14
Word: nang | Lemma: nang | a56_204_tags.txt | SN:21 | TN:2
Word: nang | Lemma: nang | a56_211_tags.txt | SN:27 | TN:3
Word: nang | Lemma: nang | a56_214_tags.txt | SN:24 | TN:16
Word: nang | Lemma: nang | a56_235to237_tags.txt | SN:25 | TN:4
Word: nang | Lemma: nang | a56_223_tags.txt | SN:1 | TN:25
Word: nang | Lemma: nang | a56_224_tags.txt | SN:24 | TN:13
Word: nang | Lemma: nang | a56_223_tags.txt | SN:11 | TN:33
Word: nang | Lemma: nang | a56_235to237_tags.txt | SN:2 | TN:23
Word: nang | Lemma: nang | a56_224_tags.txt | SN:19 | TN:21
Word: nang | Lemma: nang | a56_224_tags.txt | SN:20 | TN:25
Word: nang | Lemma: nang | a56_224_tags.txt | SN:25 | TN:5
Word: nang | Lemma: nang | a56_227_tags.txt | SN:24 | TN:8
Word: na’ng | Lemma: na’ng | a56_181to186_tags.txt | SN:1 | TN:2
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:70 | TN:1
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:3 | TN:57
Word: ng_mga | Lemma: ng_mga | cua_bernice_s11_tags.txt | SN:43 | TN:12
Word: ngayon | Lemma: ngayon | a56_181to186_tags.txt | SN:14 | TN:33
Word: ngayon | Lemma: ngayon | a56_181to186_tags.txt | SN:11 | TN:15
Word: ngayon | Lemma: ngayon | a56_181to186_tags.txt | SN:42 | TN:15
Word: ngayon | Lemma: ngayon | a56_181to186_tags.txt | SN:96 | TN:36
Word: ngayon | Lemma: ngayon | a56_264_tags.txt | SN:28 | TN:5
Word: ngayon | Lemma: ngayon | a56_193to197_tags.txt | SN:90 | TN:34
Word: ngayon | Lemma: ngayon | a56_238to240_tags.txt | SN:34 | TN:2
Word: ngayon | Lemma: ngayon | a56_249_tags.txt | SN:2 | TN:25
Word: ngayon | Lemma: ngayon | a56_251_tags.txt | SN:25 | TN:18
Word: ngayon | Lemma: ngayon | a56_253to258_tags.txt | SN:168 | TN:11
Word: ngayon | Lemma: ngayon | cua_bernice_s11_tags.txt | SN:104 | TN:7
Word: ngayon | Lemma: ngayon | a56_263_tags.txt | SN:4 | TN:9
Word: ngayon | Lemma: ngayon | a56_200_tags.txt | SN:34 | TN:19
Word: ngayon | Lemma: ngayon | a56_225_tags.txt | SN:1 | TN:6
Word: ngayon | Lemma: ngayon | a56_253to258_tags.txt | SN:109 | TN:6
Word: ngayon | Lemma: ngayon | a56_235to237_tags.txt | SN:4 | TN:1
Word: ngayon | Lemma: ngayon | a56_204_tags.txt | SN:25 | TN:15
Word: ngayon | Lemma: ngayon | a56_238to240_tags.txt | SN:16 | TN:17
Word: ngayon | Lemma: ngayon | lopez_clement_s11_tags.txt | SN:32 | TN:36
Word: ngayon | Lemma: ngayon | a56_211_tags.txt | SN:19 | TN:22
Word: ngayon | Lemma: ngayon | a56_223_tags.txt | SN:16 | TN:47
Word: ngayon | Lemma: ngayon | a56_253to258_tags.txt | SN:90 | TN:37
Word: noon | Lemma: noon | a56_193to197_tags.txt | SN:99 | TN:16
Word: noon | Lemma: noon | a56_193to197_tags.txt | SN:9 | TN:24
Word: noon | Lemma: noon | a56_223_tags.txt | SN:16 | TN:42
Word: noon | Lemma: noon | a56_224_tags.txt | SN:21 | TN:5
Word: noon | Lemma: noon | a56_224_tags.txt | SN:28 | TN:10
Word: noon | Lemma: noon | a56_224_tags.txt | SN:28 | TN:27
Word: noon | Lemma: noon | cua_bernice_s11_tags.txt | SN:23 | TN:27
Word: noon | Lemma: noon | a56_263_tags.txt | SN:23 | TN:15
Word: noon | Lemma: noon | cua_bernice_s11_tags.txt | SN:15 | TN:19
Word: noon | Lemma: noon | a56_225_tags.txt | SN:8 | TN:4
Word: noon | Lemma: noon | a56_259_tags.txt | SN:17 | TN:33
Word: noon | Lemma: noon | cua_bernice_s11_tags.txt | SN:108 | TN:14
Word: noon | Lemma: noon | cua_bernice_s11_tags.txt | SN:23 | TN:36
Word: noon | Lemma: noon | a56_252_tags.txt | SN:12 | TN:19
Word: noon | Lemma: noon | cua_bernice_s11_tags.txt | SN:104 | TN:21
Word: noon | Lemma: noon | a56_247_tags.txt | SN:23 | TN:15
Word: noon | Lemma: noon | cua_bernice_s11_tags.txt | SN:24 | TN:13
Word: noon | Lemma: noon | a56_249_tags.txt | SN:25 | TN:25
Word: noong | Lemma: noon | a56_193to197_tags.txt | SN:95 | TN:21
Word: noong | Lemma: noon | a56_235to237_tags.txt | SN:2 | TN:9
Word: noong | Lemma: noon | a56_235to237_tags.txt | SN:7 | TN:10
Word: noong | Lemma: noon | a56_238to240_tags.txt | SN:38 | TN:14
Word: noong | Lemma: noon | a56_248_tags.txt | SN:1 | TN:5
Word: noong | Lemma: noon | a56_252_tags.txt | SN:14 | TN:10
Word: noong | Lemma: noon | a56_252_tags.txt | SN:15 | TN:8
Word: nung | Lemma: nung | a56_238to240_tags.txt | SN:3 | TN:40
Word: pagdating | Lemma: dating | a56_228_tags.txt | SN:16 | TN:13
Word: pagdating | Lemma: dating | lopez_clement_s11_tags.txt | SN:4 | TN:1
Word: pagkalipas | Lemma: lipas | cua_bernice_s11_tags.txt | SN:25 | TN:5
Word: pagkaraan | Lemma: daan | a56_193to197_tags.txt | SN:43 | TN:20
Word: pagkaraan | Lemma: daan | a56_228_tags.txt | SN:13 | TN:17
Word: pagkaraan | Lemma: daan | a56_228_tags.txt | SN:18 | TN:24
Word: pagkatapos | Lemma: tapos | a56_200_tags.txt | SN:13 | TN:17
Word: pagkatapos | Lemma: tapos | a56_193to197_tags.txt | SN:34 | TN:26
Word: pagkatapos | Lemma: tapos | cua_bernice_s11_tags.txt | SN:73 | TN:4
Word: pagkatapos | Lemma: tapos | a56_193to197_tags.txt | SN:61 | TN:12
Word: pagkatapos | Lemma: tapos | a56_253to258_tags.txt | SN:144 | TN:13
Word: pagkatapos | Lemma: tapos | a56_253to258_tags.txt | SN:89 | TN:3
Word: pagkatapos | Lemma: tapos | a56_204_tags.txt | SN:4 | TN:20
Word: pagkatapos | Lemma: tapos | a56_204_tags.txt | SN:11 | TN:8
Word: pagkatapos | Lemma: tapos | a56_212_tags.txt | SN:37 | TN:6
Word: pagkatapos | Lemma: tapos | cua_bernice_s11_tags.txt | SN:60 | TN:4
Word: pagkatapos | Lemma: tapos | a56_213_tags.txt | SN:35 | TN:3
