POS Tag: PMC
Word:  | Lemma:  | a56_250_tags.txt | SN:9 | TN:43
Word: , | Lemma: , | a56_227_tags.txt | SN:10 | TN:44
Word: , | Lemma: , | a56_252_tags.txt | SN:8 | TN:28
Word: , | Lemma: , | a56_264_tags.txt | SN:21 | TN:23
Word: , | Lemma: , | a56_252_tags.txt | SN:13 | TN:14
Word: , | Lemma: , | a56_223_tags.txt | SN:14 | TN:21
Word: , | Lemma: , | a56_193to197_tags.txt | SN:107 | TN:14
Word: , | Lemma: , | a56_235to237_tags.txt | SN:41 | TN:14
Word: , | Lemma: , | a56_238to240_tags.txt | SN:39 | TN:10
Word: , | Lemma: , | a56_226_tags.txt | SN:17 | TN:4
Word: , | Lemma: , | a56_260_tags.txt | SN:7 | TN:1
Word: , | Lemma: , | a56_263_tags.txt | SN:25 | TN:11
Word: , | Lemma: , | a56_263_tags.txt | SN:25 | TN:7
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:66 | TN:14
Word: , | Lemma: , | a56_263_tags.txt | SN:1 | TN:18
Word: , | Lemma: , | a56_227_tags.txt | SN:4 | TN:94
Word: , | Lemma: , | a56_212_tags.txt | SN:11 | TN:1
Word: , | Lemma: , | a56_212_tags.txt | SN:35 | TN:41
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:31 | TN:17
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:63 | TN:45
Word: , | Lemma: , | a56_193to197_tags.txt | SN:97 | TN:46
Word: , | Lemma: , | a56_181to186_tags.txt | SN:94 | TN:23
Word: , | Lemma: , | a56_193to197_tags.txt | SN:14 | TN:19
Word: , | Lemma: , | a56_213_tags.txt | SN:10 | TN:27
Word: , | Lemma: , | a56_261_tags.txt | SN:7 | TN:11
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:70 | TN:20
Word: , | Lemma: , | a56_235to237_tags.txt | SN:33 | TN:1
Word: , | Lemma: , | a56_253to258_tags.txt | SN:91 | TN:6
Word: , | Lemma: , | a56_259_tags.txt | SN:20 | TN:49
Word: , | Lemma: , | a56_249_tags.txt | SN:17 | TN:30
Word: , | Lemma: , | a56_198_tags.txt | SN:6 | TN:5
Word: , | Lemma: , | a56_263_tags.txt | SN:25 | TN:2
Word: , | Lemma: , | a56_193to197_tags.txt | SN:59 | TN:77
Word: , | Lemma: , | a56_193to197_tags.txt | SN:96 | TN:2
Word: , | Lemma: , | a56_228_tags.txt | SN:3 | TN:6
Word: , | Lemma: , | a56_247_tags.txt | SN:31 | TN:8
Word: , | Lemma: , | a56_212_tags.txt | SN:37 | TN:16
Word: , | Lemma: , | a56_247_tags.txt | SN:13 | TN:25
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:6 | TN:49
Word: , | Lemma: , | a56_253to258_tags.txt | SN:120 | TN:25
Word: , | Lemma: , | a56_235to237_tags.txt | SN:19 | TN:16
Word: , | Lemma: , | a56_261_tags.txt | SN:27 | TN:17
Word: , | Lemma: , | a56_181to186_tags.txt | SN:65 | TN:25
Word: , | Lemma: , | a56_181to186_tags.txt | SN:91 | TN:42
Word: , | Lemma: , | a56_264_tags.txt | SN:9 | TN:11
Word: , | Lemma: , | a56_200_tags.txt | SN:9 | TN:8
Word: , | Lemma: , | a56_253to258_tags.txt | SN:98 | TN:7
Word: , | Lemma: , | a56_249_tags.txt | SN:15 | TN:23
Word: , | Lemma: , | a56_250_tags.txt | SN:9 | TN:40
Word: , | Lemma: , | a56_260_tags.txt | SN:16 | TN:10
Word: , | Lemma: , | a56_224_tags.txt | SN:24 | TN:15
Word: , | Lemma: , | a56_228_tags.txt | SN:19 | TN:8
Word: , | Lemma: , | a56_253to258_tags.txt | SN:114 | TN:1
Word: , | Lemma: , | a56_264_tags.txt | SN:30 | TN:6
Word: , | Lemma: , | a56_204_tags.txt | SN:19 | TN:20
Word: , | Lemma: , | a56_193to197_tags.txt | SN:98 | TN:18
Word: , | Lemma: , | a56_235to237_tags.txt | SN:21 | TN:22
Word: , | Lemma: , | a56_263_tags.txt | SN:12 | TN:18
Word: , | Lemma: , | a56_249_tags.txt | SN:19 | TN:4
Word: , | Lemma: , | a56_226_tags.txt | SN:22 | TN:5
Word: , | Lemma: , | a56_212_tags.txt | SN:9 | TN:15
Word: , | Lemma: , | a56_223_tags.txt | SN:12 | TN:17
Word: , | Lemma: , | a56_235to237_tags.txt | SN:12 | TN:23
Word: , | Lemma: , | a56_193to197_tags.txt | SN:108 | TN:16
Word: , | Lemma: , | a56_181to186_tags.txt | SN:100 | TN:17
Word: , | Lemma: , | a56_226_tags.txt | SN:6 | TN:21
Word: , | Lemma: , | a56_263_tags.txt | SN:9 | TN:16
Word: , | Lemma: , | a56_193to197_tags.txt | SN:97 | TN:38
Word: , | Lemma: , | a56_226_tags.txt | SN:2 | TN:31
Word: , | Lemma: , | a56_235to237_tags.txt | SN:34 | TN:5
Word: , | Lemma: , | a56_249_tags.txt | SN:14 | TN:4
Word: , | Lemma: , | a56_253to258_tags.txt | SN:89 | TN:16
Word: , | Lemma: , | a56_235to237_tags.txt | SN:10 | TN:31
Word: , | Lemma: , | a56_259_tags.txt | SN:17 | TN:14
Word: , | Lemma: , | a56_193to197_tags.txt | SN:30 | TN:36
Word: , | Lemma: , | a56_181to186_tags.txt | SN:28 | TN:24
Word: , | Lemma: , | a56_181to186_tags.txt | SN:8 | TN:3
Word: , | Lemma: , | a56_181to186_tags.txt | SN:31 | TN:56
Word: , | Lemma: , | a56_253to258_tags.txt | SN:118 | TN:26
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:76 | TN:6
Word: , | Lemma: , | a56_253to258_tags.txt | SN:9 | TN:26
Word: , | Lemma: , | a56_253to258_tags.txt | SN:47 | TN:6
Word: , | Lemma: , | a56_213_tags.txt | SN:35 | TN:30
Word: , | Lemma: , | a56_226_tags.txt | SN:19 | TN:11
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:63 | TN:13
Word: , | Lemma: , | a56_181to186_tags.txt | SN:32 | TN:30
Word: , | Lemma: , | a56_214_tags.txt | SN:3 | TN:43
Word: , | Lemma: , | a56_249_tags.txt | SN:5 | TN:11
Word: , | Lemma: , | a56_181to186_tags.txt | SN:118 | TN:10
Word: , | Lemma: , | a56_181to186_tags.txt | SN:29 | TN:15
Word: , | Lemma: , | a56_193to197_tags.txt | SN:14 | TN:5
Word: , | Lemma: , | a56_253to258_tags.txt | SN:150 | TN:24
Word: , | Lemma: , | a56_260_tags.txt | SN:19 | TN:29
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:28 | TN:8
Word: , | Lemma: , | a56_260_tags.txt | SN:19 | TN:25
Word: , | Lemma: , | a56_227_tags.txt | SN:4 | TN:53
Word: , | Lemma: , | a56_193to197_tags.txt | SN:111 | TN:12
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:90 | TN:6
Word: , | Lemma: , | a56_251_tags.txt | SN:1 | TN:7
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:12 | TN:14
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:61 | TN:8
Word: , | Lemma: , | a56_223_tags.txt | SN:12 | TN:33
Word: , | Lemma: , | a56_181to186_tags.txt | SN:94 | TN:8
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:40 | TN:21
Word: , | Lemma: , | a56_260_tags.txt | SN:19 | TN:18
Word: , | Lemma: , | a56_224_tags.txt | SN:9 | TN:26
Word: , | Lemma: , | a56_253to258_tags.txt | SN:73 | TN:69
Word: , | Lemma: , | a56_228_tags.txt | SN:14 | TN:41
Word: , | Lemma: , | a56_238to240_tags.txt | SN:14 | TN:31
Word: , | Lemma: , | a56_227_tags.txt | SN:4 | TN:107
Word: , | Lemma: , | a56_181to186_tags.txt | SN:45 | TN:1
Word: , | Lemma: , | a56_181to186_tags.txt | SN:57 | TN:6
Word: , | Lemma: , | a56_193to197_tags.txt | SN:97 | TN:48
Word: , | Lemma: , | a56_213_tags.txt | SN:33 | TN:11
Word: , | Lemma: , | a56_252_tags.txt | SN:2 | TN:9
Word: , | Lemma: , | a56_227_tags.txt | SN:26 | TN:11
Word: , | Lemma: , | a56_238to240_tags.txt | SN:14 | TN:27
Word: , | Lemma: , | a56_193to197_tags.txt | SN:4 | TN:8
Word: , | Lemma: , | a56_193to197_tags.txt | SN:37 | TN:20
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:64 | TN:7
Word: , | Lemma: , | a56_225_tags.txt | SN:12 | TN:11
Word: , | Lemma: , | a56_259_tags.txt | SN:28 | TN:36
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:67 | TN:29
Word: , | Lemma: , | a56_235to237_tags.txt | SN:1 | TN:7
Word: , | Lemma: , | a56_225_tags.txt | SN:26 | TN:40
Word: , | Lemma: , | a56_181to186_tags.txt | SN:94 | TN:56
Word: , | Lemma: , | a56_181to186_tags.txt | SN:139 | TN:12
Word: , | Lemma: , | a56_227_tags.txt | SN:27 | TN:9
Word: , | Lemma: , | a56_235to237_tags.txt | SN:54 | TN:27
Word: , | Lemma: , | a56_223_tags.txt | SN:14 | TN:12
Word: , | Lemma: , | a56_228_tags.txt | SN:20 | TN:9
Word: , | Lemma: , | a56_250_tags.txt | SN:7 | TN:29
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:6 | TN:27
Word: , | Lemma: , | a56_235to237_tags.txt | SN:54 | TN:67
Word: , | Lemma: , | a56_249_tags.txt | SN:24 | TN:7
Word: , | Lemma: , | a56_253to258_tags.txt | SN:159 | TN:14
Word: , | Lemma: , | a56_228_tags.txt | SN:9 | TN:10
Word: , | Lemma: , | a56_259_tags.txt | SN:11 | TN:8
Word: , | Lemma: , | a56_252_tags.txt | SN:19 | TN:36
Word: , | Lemma: , | a56_193to197_tags.txt | SN:9 | TN:6
Word: , | Lemma: , | a56_247_tags.txt | SN:28 | TN:21
Word: , | Lemma: , | a56_253to258_tags.txt | SN:125 | TN:13
Word: , | Lemma: , | a56_224_tags.txt | SN:11 | TN:4
Word: , | Lemma: , | a56_224_tags.txt | SN:31 | TN:5
Word: , | Lemma: , | a56_193to197_tags.txt | SN:96 | TN:28
Word: , | Lemma: , | a56_181to186_tags.txt | SN:140 | TN:10
Word: , | Lemma: , | a56_193to197_tags.txt | SN:90 | TN:2
Word: , | Lemma: , | a56_226_tags.txt | SN:24 | TN:13
Word: , | Lemma: , | a56_238to240_tags.txt | SN:4 | TN:34
Word: , | Lemma: , | a56_238to240_tags.txt | SN:18 | TN:8
Word: , | Lemma: , | a56_227_tags.txt | SN:21 | TN:6
Word: , | Lemma: , | a56_193to197_tags.txt | SN:83 | TN:9
Word: , | Lemma: , | a56_204_tags.txt | SN:17 | TN:20
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:49 | TN:2
Word: , | Lemma: , | a56_261_tags.txt | SN:20 | TN:33
Word: , | Lemma: , | a56_181to186_tags.txt | SN:141 | TN:6
Word: , | Lemma: , | a56_181to186_tags.txt | SN:14 | TN:7
Word: , | Lemma: , | a56_181to186_tags.txt | SN:6 | TN:72
Word: , | Lemma: , | a56_181to186_tags.txt | SN:7 | TN:12
Word: , | Lemma: , | a56_223_tags.txt | SN:3 | TN:10
Word: , | Lemma: , | a56_251_tags.txt | SN:31 | TN:12
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:66 | TN:8
Word: , | Lemma: , | a56_193to197_tags.txt | SN:59 | TN:4
Word: , | Lemma: , | a56_253to258_tags.txt | SN:118 | TN:29
Word: , | Lemma: , | a56_261_tags.txt | SN:27 | TN:25
Word: , | Lemma: , | a56_198_tags.txt | SN:1 | TN:8
Word: , | Lemma: , | a56_198_tags.txt | SN:39 | TN:24
Word: , | Lemma: , | a56_226_tags.txt | SN:2 | TN:5
Word: , | Lemma: , | a56_250_tags.txt | SN:18 | TN:10
Word: , | Lemma: , | a56_226_tags.txt | SN:2 | TN:26
Word: , | Lemma: , | a56_263_tags.txt | SN:19 | TN:15
Word: , | Lemma: , | a56_214_tags.txt | SN:10 | TN:11
Word: , | Lemma: , | a56_261_tags.txt | SN:20 | TN:39
Word: , | Lemma: , | a56_263_tags.txt | SN:20 | TN:47
Word: , | Lemma: , | a56_247_tags.txt | SN:8 | TN:8
Word: , | Lemma: , | a56_250_tags.txt | SN:9 | TN:46
Word: , | Lemma: , | a56_193to197_tags.txt | SN:111 | TN:1
Word: , | Lemma: , | a56_181to186_tags.txt | SN:91 | TN:50
Word: , | Lemma: , | a56_223_tags.txt | SN:16 | TN:43
Word: , | Lemma: , | a56_253to258_tags.txt | SN:114 | TN:17
Word: , | Lemma: , | a56_224_tags.txt | SN:9 | TN:30
Word: , | Lemma: , | a56_223_tags.txt | SN:5 | TN:40
Word: , | Lemma: , | a56_238to240_tags.txt | SN:61 | TN:3
Word: , | Lemma: , | a56_253to258_tags.txt | SN:125 | TN:19
Word: , | Lemma: , | a56_235to237_tags.txt | SN:8 | TN:27
Word: , | Lemma: , | a56_181to186_tags.txt | SN:99 | TN:9
Word: , | Lemma: , | a56_181to186_tags.txt | SN:35 | TN:20
Word: , | Lemma: , | a56_181to186_tags.txt | SN:74 | TN:19
Word: , | Lemma: , | a56_193to197_tags.txt | SN:55 | TN:18
Word: , | Lemma: , | a56_223_tags.txt | SN:10 | TN:11
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:9 | TN:5
Word: , | Lemma: , | a56_260_tags.txt | SN:1 | TN:5
Word: , | Lemma: , | a56_225_tags.txt | SN:28 | TN:29
Word: , | Lemma: , | a56_253to258_tags.txt | SN:73 | TN:21
Word: , | Lemma: , | a56_253to258_tags.txt | SN:53 | TN:7
Word: , | Lemma: , | a56_261_tags.txt | SN:20 | TN:23
Word: , | Lemma: , | a56_249_tags.txt | SN:13 | TN:15
Word: , | Lemma: , | a56_224_tags.txt | SN:28 | TN:2
Word: , | Lemma: , | a56_235to237_tags.txt | SN:54 | TN:59
Word: , | Lemma: , | a56_225_tags.txt | SN:35 | TN:29
Word: , | Lemma: , | a56_248_tags.txt | SN:2 | TN:1
Word: , | Lemma: , | a56_250_tags.txt | SN:4 | TN:16
Word: , | Lemma: , | a56_260_tags.txt | SN:14 | TN:1
Word: , | Lemma: , | a56_226_tags.txt | SN:1 | TN:10
Word: , | Lemma: , | a56_225_tags.txt | SN:20 | TN:15
Word: , | Lemma: , | a56_214_tags.txt | SN:3 | TN:4
Word: , | Lemma: , | a56_226_tags.txt | SN:27 | TN:4
Word: , | Lemma: , | a56_253to258_tags.txt | SN:124 | TN:12
Word: , | Lemma: , | a56_193to197_tags.txt | SN:105 | TN:26
Word: , | Lemma: , | a56_198_tags.txt | SN:26 | TN:7
Word: , | Lemma: , | a56_238to240_tags.txt | SN:27 | TN:5
Word: , | Lemma: , | a56_253to258_tags.txt | SN:144 | TN:6
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:2 | TN:21
Word: , | Lemma: , | a56_226_tags.txt | SN:2 | TN:9
Word: , | Lemma: , | a56_253to258_tags.txt | SN:77 | TN:5
Word: , | Lemma: , | a56_238to240_tags.txt | SN:13 | TN:7
Word: , | Lemma: , | a56_181to186_tags.txt | SN:142 | TN:17
Word: , | Lemma: , | a56_261_tags.txt | SN:20 | TN:16
Word: , | Lemma: , | a56_227_tags.txt | SN:10 | TN:14
Word: , | Lemma: , | a56_193to197_tags.txt | SN:109 | TN:11
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:107 | TN:11
Word: , | Lemma: , | a56_227_tags.txt | SN:3 | TN:4
Word: , | Lemma: , | a56_248_tags.txt | SN:10 | TN:53
Word: , | Lemma: , | a56_224_tags.txt | SN:17 | TN:51
Word: , | Lemma: , | a56_226_tags.txt | SN:12 | TN:15
Word: , | Lemma: , | a56_253to258_tags.txt | SN:80 | TN:6
Word: , | Lemma: , | a56_214_tags.txt | SN:20 | TN:25
Word: , | Lemma: , | a56_181to186_tags.txt | SN:1 | TN:15
Word: , | Lemma: , | a56_181to186_tags.txt | SN:2 | TN:9
Word: , | Lemma: , | a56_181to186_tags.txt | SN:2 | TN:17
Word: , | Lemma: , | a56_181to186_tags.txt | SN:6 | TN:64
Word: , | Lemma: , | a56_227_tags.txt | SN:19 | TN:11
Word: , | Lemma: , | a56_227_tags.txt | SN:14 | TN:18
Word: , | Lemma: , | a56_238to240_tags.txt | SN:7 | TN:2
Word: , | Lemma: , | a56_253to258_tags.txt | SN:6 | TN:4
Word: , | Lemma: , | a56_223_tags.txt | SN:2 | TN:27
Word: , | Lemma: , | a56_223_tags.txt | SN:22 | TN:5
Word: , | Lemma: , | a56_253to258_tags.txt | SN:61 | TN:30
Word: , | Lemma: , | a56_235to237_tags.txt | SN:54 | TN:47
Word: , | Lemma: , | a56_238to240_tags.txt | SN:39 | TN:15
Word: , | Lemma: , | a56_193to197_tags.txt | SN:74 | TN:8
Word: , | Lemma: , | a56_251_tags.txt | SN:24 | TN:46
Word: , | Lemma: , | a56_238to240_tags.txt | SN:43 | TN:62
Word: , | Lemma: , | a56_227_tags.txt | SN:17 | TN:9
Word: , | Lemma: , | a56_235to237_tags.txt | SN:54 | TN:39
Word: , | Lemma: , | a56_264_tags.txt | SN:15 | TN:16
Word: , | Lemma: , | a56_198_tags.txt | SN:26 | TN:19
Word: , | Lemma: , | a56_193to197_tags.txt | SN:41 | TN:8
Word: , | Lemma: , | a56_193to197_tags.txt | SN:67 | TN:20
Word: , | Lemma: , | a56_193to197_tags.txt | SN:106 | TN:24
Word: , | Lemma: , | a56_213_tags.txt | SN:13 | TN:8
Word: , | Lemma: , | a56_238to240_tags.txt | SN:21 | TN:15
Word: , | Lemma: , | a56_264_tags.txt | SN:29 | TN:9
Word: , | Lemma: , | a56_252_tags.txt | SN:19 | TN:42
Word: , | Lemma: , | a56_200_tags.txt | SN:10 | TN:11
Word: , | Lemma: , | a56_238to240_tags.txt | SN:43 | TN:32
Word: , | Lemma: , | a56_260_tags.txt | SN:15 | TN:9
Word: , | Lemma: , | a56_253to258_tags.txt | SN:150 | TN:5
Word: , | Lemma: , | a56_235to237_tags.txt | SN:20 | TN:31
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:15 | TN:12
Word: , | Lemma: , | a56_224_tags.txt | SN:16 | TN:6
Word: , | Lemma: , | a56_226_tags.txt | SN:23 | TN:5
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:89 | TN:7
Word: , | Lemma: , | a56_226_tags.txt | SN:10 | TN:4
Word: , | Lemma: , | a56_193to197_tags.txt | SN:100 | TN:6
Word: , | Lemma: , | a56_238to240_tags.txt | SN:44 | TN:6
Word: , | Lemma: , | a56_227_tags.txt | SN:1 | TN:6
Word: , | Lemma: , | a56_235to237_tags.txt | SN:14 | TN:9
Word: , | Lemma: , | a56_212_tags.txt | SN:5 | TN:31
Word: , | Lemma: , | a56_226_tags.txt | SN:2 | TN:21
Word: , | Lemma: , | a56_238to240_tags.txt | SN:8 | TN:9
Word: , | Lemma: , | a56_260_tags.txt | SN:2 | TN:10
Word: , | Lemma: , | a56_248_tags.txt | SN:29 | TN:21
Word: , | Lemma: , | a56_226_tags.txt | SN:20 | TN:12
Word: , | Lemma: , | a56_227_tags.txt | SN:3 | TN:9
Word: , | Lemma: , | a56_253to258_tags.txt | SN:108 | TN:1
Word: , | Lemma: , | a56_260_tags.txt | SN:12 | TN:3
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:25 | TN:1
Word: , | Lemma: , | a56_181to186_tags.txt | SN:10 | TN:29
Word: , | Lemma: , | a56_264_tags.txt | SN:6 | TN:21
Word: , | Lemma: , | lopez_clement_s11_tags.txt | SN:38 | TN:19
Word: , | Lemma: , | a56_247_tags.txt | SN:23 | TN:7
Word: , | Lemma: , | a56_253to258_tags.txt | SN:31 | TN:17
Word: , | Lemma: , | a56_223_tags.txt | SN:16 | TN:23
Word: , | Lemma: , | a56_253to258_tags.txt | SN:137 | TN:10
Word: , | Lemma: , | a56_235to237_tags.txt | SN:54 | TN:71
Word: , | Lemma: , | a56_193to197_tags.txt | SN:20 | TN:3
Word: , | Lemma: , | a56_193to197_tags.txt | SN:21 | TN:4
Word: , | Lemma: , | a56_227_tags.txt | SN:2 | TN:18
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:48 | TN:13
Word: , | Lemma: , | a56_259_tags.txt | SN:19 | TN:14
Word: , | Lemma: , | a56_253to258_tags.txt | SN:90 | TN:58
Word: , | Lemma: , | a56_263_tags.txt | SN:26 | TN:27
Word: , | Lemma: , | a56_259_tags.txt | SN:17 | TN:20
Word: , | Lemma: , | a56_225_tags.txt | SN:24 | TN:8
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:23 | TN:15
Word: , | Lemma: , | a56_228_tags.txt | SN:14 | TN:48
Word: , | Lemma: , | a56_211_tags.txt | SN:19 | TN:20
Word: , | Lemma: , | a56_260_tags.txt | SN:19 | TN:39
Word: , | Lemma: , | a56_263_tags.txt | SN:14 | TN:26
Word: , | Lemma: , | a56_264_tags.txt | SN:6 | TN:7
Word: , | Lemma: , | a56_247_tags.txt | SN:15 | TN:25
Word: , | Lemma: , | a56_225_tags.txt | SN:9 | TN:2
Word: , | Lemma: , | a56_181to186_tags.txt | SN:50 | TN:36
Word: , | Lemma: , | a56_181to186_tags.txt | SN:66 | TN:26
Word: , | Lemma: , | a56_226_tags.txt | SN:20 | TN:16
Word: , | Lemma: , | a56_238to240_tags.txt | SN:20 | TN:8
Word: , | Lemma: , | a56_212_tags.txt | SN:31 | TN:24
Word: , | Lemma: , | a56_235to237_tags.txt | SN:17 | TN:31
Word: , | Lemma: , | a56_252_tags.txt | SN:5 | TN:13
Word: , | Lemma: , | a56_235to237_tags.txt | SN:10 | TN:42
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:111 | TN:6
Word: , | Lemma: , | a56_223_tags.txt | SN:23 | TN:2
Word: , | Lemma: , | a56_181to186_tags.txt | SN:31 | TN:45
Word: , | Lemma: , | a56_181to186_tags.txt | SN:33 | TN:2
Word: , | Lemma: , | a56_253to258_tags.txt | SN:63 | TN:11
Word: , | Lemma: , | cua_bernice_s11_tags.txt | SN:94 | TN:6
Word: , | Lemma: , | a56_226_tags.txt | SN:24 | TN:4
Word: , | Lemma: , | a56_228_tags.txt | SN:7 | TN:24
Word: , | Lemma: , | a56_235to237_tags.txt | SN:33 | TN:18
Word: , | Lemma: , | a56_228_tags.txt | SN:18 | TN:7
Word: , | Lemma: , | a56_193to197_tags.txt | SN:1 | TN:32
Word: , | Lemma: , | a56_193to197_tags.txt | SN:88 | TN:9
Word: , | Lemma: , | a56_251_tags.txt | SN:19 | TN:20
Word: , | Lemma: , | a56_264_tags.txt | SN:21 | TN:27
Word: , | Lemma: , | a56_181to186_tags.txt | SN:35 | TN:24
Word: , | Lemma: , | a56_181to186_tags.txt | SN:72 | TN:45
Word: , | Lemma: , | a56_223_tags.txt | SN:6 | TN:4
Word: , | Lemma: , | a56_264_tags.txt | SN:15 | TN:12
Word: , | Lemma: , | a56_223_tags.txt | SN:1 | TN:37
Word: , | Lemma: , | a56_259_tags.txt | SN:16 | TN:2
Word: , | Lemma: , | a56_247_tags.txt | SN:13 | TN:30
Word: , | Lemma: , | a56_181to186_tags.txt | SN:10 | TN:36
Word: , | Lemma: , | a56_181to186_tags.txt | SN:3 | TN:21
Word: , | Lemma: , | a56_181to186_tags.txt | SN:121 | TN:8
Word: , | Lemma: , | a56_193to197_tags.txt | SN:47 | TN:14
Word: , | Lemma: , | a56_214_tags.txt | SN:43 | TN:11
Word: , | Lemma: , | a56_227_tags.txt | SN:3 | TN:13
Word: , | Lemma: , | a56_235to237_tags.txt | SN:7 | TN:28
Word: , | Lemma: , | a56_225_tags.txt | SN:12 | TN:6
Word: , | Lemma: , | a56_247_tags.txt | SN:6 | TN:47
Word: , | Lemma: , | a56_251_tags.txt | SN:25 | TN:16
Word: , | Lemma: , | a56_212_tags.txt | SN:7 | TN:29
Word: , | Lemma: , | a56_225_tags.txt | SN:32 | TN:4
Word: , | Lemma: , | a56_238to240_tags.txt | SN:69 | TN:2
Word: , | Lemma: , | a56_251_tags.txt | SN:19 | TN:8
Word: , | Lemma: , | a56_253to258_tags.txt | SN:173 | TN:2
Word: , | Lemma: , | a56_227_tags.txt | SN:21 | TN:51
Word: , | Lemma: , | a56_250_tags.txt | SN:4 | TN:20
Word: , | Lemma: , | a56_253to258_tags.txt | SN:64 | TN:2
Word: , | Lemma: , | a56_238to240_tags.txt | SN:58 | TN:2
Word: , | Lemma: , | a56_224_tags.txt | SN:19 | TN:14
Word: , | Lemma: , | a56_250_tags.txt | SN:11 | TN:16
