POS Tag: PMS
Word: ! | Lemma: ! | a56_225_tags.txt | SN:25 | TN:29
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:73 | TN:18
Word: ( | Lemma: ( | a56_263_tags.txt | SN:18 | TN:6
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:73 | TN:25
Word: ( | Lemma: ( | a56_235to237_tags.txt | SN:10 | TN:26
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:124 | TN:8
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:131 | TN:26
Word: ( | Lemma: ( | a56_260_tags.txt | SN:9 | TN:21
Word: ( | Lemma: ( | a56_193to197_tags.txt | SN:1 | TN:13
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:57 | TN:20
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:27 | TN:8
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:31 | TN:59
Word: ( | Lemma: ( | a56_226_tags.txt | SN:1 | TN:12
Word: ( | Lemma: ( | a56_261_tags.txt | SN:15 | TN:21
Word: ( | Lemma: ( | a56_247_tags.txt | SN:32 | TN:27
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:94 | TN:16
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:127 | TN:8
Word: ( | Lemma: ( | lopez_clement_s11_tags.txt | SN:15 | TN:28
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:2 | TN:25
Word: ( | Lemma: ( | a56_248_tags.txt | SN:10 | TN:15
Word: ( | Lemma: ( | a56_250_tags.txt | SN:24 | TN:26
Word: ( | Lemma: ( | a56_198_tags.txt | SN:15 | TN:9
Word: ( | Lemma: ( | a56_198_tags.txt | SN:39 | TN:16
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:102 | TN:21
Word: ( | Lemma: ( | a56_238to240_tags.txt | SN:46 | TN:6
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:32 | TN:4
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:142 | TN:13
Word: ( | Lemma: ( | a56_225_tags.txt | SN:25 | TN:22
Word: ( | Lemma: ( | lopez_clement_s11_tags.txt | SN:6 | TN:10
Word: ( | Lemma: ( | a56_264_tags.txt | SN:26 | TN:12
Word: ( | Lemma: ( | a56_213_tags.txt | SN:29 | TN:17
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:105 | TN:21
Word: ( | Lemma: ( | a56_264_tags.txt | SN:33 | TN:4
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:73 | TN:6
Word: ( | Lemma: ( | a56_261_tags.txt | SN:16 | TN:23
Word: ( | Lemma: ( | a56_200_tags.txt | SN:10 | TN:15
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:125 | TN:8
Word: ( | Lemma: ( | a56_259_tags.txt | SN:28 | TN:18
Word: ( | Lemma: ( | a56_261_tags.txt | SN:23 | TN:6
Word: ( | Lemma: ( | a56_235to237_tags.txt | SN:17 | TN:54
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:32 | TN:15
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:164 | TN:14
Word: ( | Lemma: ( | a56_261_tags.txt | SN:19 | TN:25
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:73 | TN:1
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:72 | TN:42
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:111 | TN:17
Word: ( | Lemma: ( | a56_238to240_tags.txt | SN:3 | TN:13
Word: ( | Lemma: ( | a56_235to237_tags.txt | SN:17 | TN:43
Word: ( | Lemma: ( | lopez_clement_s11_tags.txt | SN:70 | TN:11
Word: ( | Lemma: ( | a56_260_tags.txt | SN:5 | TN:12
Word: ( | Lemma: ( | a56_198_tags.txt | SN:7 | TN:5
Word: ( | Lemma: ( | a56_263_tags.txt | SN:13 | TN:22
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:21 | TN:2
Word: ( | Lemma: ( | a56_223_tags.txt | SN:12 | TN:37
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:50 | TN:32
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:61 | TN:19
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:87 | TN:36
Word: ( | Lemma: ( | lopez_clement_s11_tags.txt | SN:69 | TN:20
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:68 | TN:4
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:119 | TN:28
Word: ( | Lemma: ( | a56_223_tags.txt | SN:11 | TN:24
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:134 | TN:32
Word: ( | Lemma: ( | a56_264_tags.txt | SN:26 | TN:25
Word: ( | Lemma: ( | a56_198_tags.txt | SN:39 | TN:27
Word: ( | Lemma: ( | a56_250_tags.txt | SN:20 | TN:43
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:95 | TN:17
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:96 | TN:63
Word: ( | Lemma: ( | a56_193to197_tags.txt | SN:22 | TN:17
Word: ( | Lemma: ( | a56_204_tags.txt | SN:7 | TN:31
Word: ( | Lemma: ( | a56_264_tags.txt | SN:19 | TN:21
Word: ( | Lemma: ( | lopez_clement_s11_tags.txt | SN:70 | TN:18
Word: ( | Lemma: ( | a56_238to240_tags.txt | SN:20 | TN:15
Word: ( | Lemma: ( | a56_248_tags.txt | SN:17 | TN:33
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:48 | TN:29
Word: ( | Lemma: ( | a56_252_tags.txt | SN:12 | TN:3
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:73 | TN:43
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:164 | TN:34
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:23 | TN:49
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:86 | TN:10
Word: ( | Lemma: ( | a56_264_tags.txt | SN:14 | TN:25
Word: ( | Lemma: ( | a56_198_tags.txt | SN:39 | TN:21
Word: ( | Lemma: ( | a56_261_tags.txt | SN:15 | TN:12
Word: ( | Lemma: ( | a56_263_tags.txt | SN:20 | TN:30
Word: ( | Lemma: ( | a56_238to240_tags.txt | SN:14 | TN:36
Word: ( | Lemma: ( | a56_263_tags.txt | SN:22 | TN:8
Word: ( | Lemma: ( | a56_193to197_tags.txt | SN:65 | TN:7
Word: ( | Lemma: ( | a56_263_tags.txt | SN:18 | TN:31
Word: ( | Lemma: ( | a56_260_tags.txt | SN:2 | TN:57
Word: ( | Lemma: ( | a56_260_tags.txt | SN:3 | TN:46
Word: ( | Lemma: ( | a56_214_tags.txt | SN:43 | TN:0
Word: ( | Lemma: ( | a56_235to237_tags.txt | SN:63 | TN:7
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:36 | TN:10
Word: ( | Lemma: ( | a56_198_tags.txt | SN:15 | TN:46
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:143 | TN:28
Word: ( | Lemma: ( | a56_193to197_tags.txt | SN:89 | TN:9
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:83 | TN:10
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:6 | TN:2
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:40 | TN:4
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:59 | TN:23
Word: ( | Lemma: ( | a56_198_tags.txt | SN:39 | TN:9
Word: ( | Lemma: ( | a56_204_tags.txt | SN:7 | TN:10
Word: ( | Lemma: ( | a56_248_tags.txt | SN:29 | TN:13
Word: ( | Lemma: ( | a56_193to197_tags.txt | SN:36 | TN:41
Word: ( | Lemma: ( | a56_248_tags.txt | SN:7 | TN:8
Word: ( | Lemma: ( | a56_260_tags.txt | SN:3 | TN:54
Word: ( | Lemma: ( | a56_252_tags.txt | SN:2 | TN:15
Word: ( | Lemma: ( | a56_193to197_tags.txt | SN:64 | TN:3
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:83 | TN:9
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:104 | TN:31
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:50 | TN:24
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:32 | TN:39
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:34 | TN:24
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:104 | TN:12
Word: ( | Lemma: ( | a56_264_tags.txt | SN:19 | TN:31
Word: ( | Lemma: ( | a56_227_tags.txt | SN:21 | TN:46
Word: ( | Lemma: ( | a56_235to237_tags.txt | SN:5 | TN:22
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:125 | TN:47
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:107 | TN:23
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:100 | TN:42
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:48 | TN:16
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:25 | TN:10
Word: ( | Lemma: ( | a56_252_tags.txt | SN:7 | TN:20
Word: ( | Lemma: ( | a56_252_tags.txt | SN:8 | TN:16
Word: ( | Lemma: ( | a56_213_tags.txt | SN:17 | TN:51
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:34 | TN:31
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:50 | TN:40
Word: ( | Lemma: ( | a56_252_tags.txt | SN:3 | TN:48
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:48 | TN:6
Word: ( | Lemma: ( | a56_193to197_tags.txt | SN:87 | TN:14
Word: ( | Lemma: ( | a56_235to237_tags.txt | SN:42 | TN:23
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:70 | TN:14
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:90 | TN:47
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:109 | TN:36
Word: ( | Lemma: ( | a56_260_tags.txt | SN:2 | TN:40
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:36 | TN:4
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:106 | TN:3
Word: ( | Lemma: ( | a56_227_tags.txt | SN:8 | TN:7
Word: ( | Lemma: ( | a56_252_tags.txt | SN:3 | TN:32
Word: ( | Lemma: ( | a56_238to240_tags.txt | SN:26 | TN:29
Word: ( | Lemma: ( | a56_238to240_tags.txt | SN:63 | TN:6
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:48 | TN:22
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:73 | TN:49
Word: ( | Lemma: ( | a56_264_tags.txt | SN:23 | TN:29
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:7 | TN:34
Word: ( | Lemma: ( | a56_259_tags.txt | SN:20 | TN:27
Word: ( | Lemma: ( | cua_bernice_s11_tags.txt | SN:94 | TN:9
Word: ( | Lemma: ( | a56_253to258_tags.txt | SN:84 | TN:59
Word: ( | Lemma: ( | a56_235to237_tags.txt | SN:36 | TN:16
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:113 | TN:25
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:94 | TN:27
Word: ( | Lemma: ( | a56_213_tags.txt | SN:35 | TN:23
Word: ( | Lemma: ( | a56_228_tags.txt | SN:6 | TN:13
Word: ( | Lemma: ( | a56_181to186_tags.txt | SN:108 | TN:20
Word: (Ang | Lemma: (Ang | a56_252_tags.txt | SN:17 | TN:9
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:27 | TN:28
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:32 | TN:9
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:16 | TN:32
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:22 | TN:21
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:57 | TN:22
Word: ) | Lemma: ) | a56_198_tags.txt | SN:15 | TN:49
Word: ) | Lemma: ) | a56_198_tags.txt | SN:39 | TN:18
Word: ) | Lemma: ) | a56_238to240_tags.txt | SN:60 | TN:21
Word: ) | Lemma: ) | a56_260_tags.txt | SN:3 | TN:49
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:113 | TN:29
Word: ) | Lemma: ) | a56_200_tags.txt | SN:10 | TN:43
Word: ) | Lemma: ) | cua_bernice_s11_tags.txt | SN:30 | TN:12
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:50 | TN:27
Word: ) | Lemma: ) | a56_213_tags.txt | SN:29 | TN:22
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:36 | TN:12
Word: ) | Lemma: ) | cua_bernice_s11_tags.txt | SN:21 | TN:5
Word: ) | Lemma: ) | a56_235to237_tags.txt | SN:17 | TN:47
Word: ) | Lemma: ) | a56_250_tags.txt | SN:24 | TN:14
Word: ) | Lemma: ) | a56_263_tags.txt | SN:13 | TN:24
Word: ) | Lemma: ) | lopez_clement_s11_tags.txt | SN:6 | TN:12
Word: ) | Lemma: ) | a56_252_tags.txt | SN:8 | TN:27
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:95 | TN:23
Word: ) | Lemma: ) | a56_204_tags.txt | SN:7 | TN:33
Word: ) | Lemma: ) | cua_bernice_s11_tags.txt | SN:1 | TN:13
Word: ) | Lemma: ) | a56_226_tags.txt | SN:7 | TN:15
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:73 | TN:33
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:134 | TN:41
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:131 | TN:33
Word: ) | Lemma: ) | cua_bernice_s11_tags.txt | SN:28 | TN:18
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:72 | TN:34
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:83 | TN:11
Word: ) | Lemma: ) | a56_260_tags.txt | SN:5 | TN:15
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:73 | TN:51
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:100 | TN:28
Word: ) | Lemma: ) | a56_261_tags.txt | SN:15 | TN:18
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:164 | TN:30
Word: ) | Lemma: ) | a56_264_tags.txt | SN:21 | TN:26
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:41 | TN:21
Word: ) | Lemma: ) | a56_223_tags.txt | SN:1 | TN:50
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:94 | TN:47
Word: ) | Lemma: ) | lopez_clement_s11_tags.txt | SN:6 | TN:59
Word: ) | Lemma: ) | a56_238to240_tags.txt | SN:63 | TN:8
Word: ) | Lemma: ) | a56_223_tags.txt | SN:11 | TN:49
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:61 | TN:44
Word: ) | Lemma: ) | cua_bernice_s11_tags.txt | SN:48 | TN:25
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:36 | TN:6
Word: ) | Lemma: ) | a56_264_tags.txt | SN:16 | TN:14
Word: ) | Lemma: ) | a56_264_tags.txt | SN:26 | TN:32
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:101 | TN:16
Word: ) | Lemma: ) | a56_225_tags.txt | SN:17 | TN:16
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:50 | TN:26
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:31 | TN:44
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:109 | TN:39
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:94 | TN:22
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:68 | TN:12
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:82 | TN:13
Word: ) | Lemma: ) | a56_252_tags.txt | SN:16 | TN:14
Word: ) | Lemma: ) | cua_bernice_s11_tags.txt | SN:88 | TN:14
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:104 | TN:33
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:107 | TN:26
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:25 | TN:12
Word: ) | Lemma: ) | lopez_clement_s11_tags.txt | SN:50 | TN:22
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:125 | TN:66
Word: ) | Lemma: ) | a56_264_tags.txt | SN:14 | TN:29
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:48 | TN:12
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:73 | TN:3
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:84 | TN:71
Word: ) | Lemma: ) | a56_247_tags.txt | SN:15 | TN:24
Word: ) | Lemma: ) | a56_260_tags.txt | SN:2 | TN:43
Word: ) | Lemma: ) | cua_bernice_s11_tags.txt | SN:6 | TN:16
Word: ) | Lemma: ) | a56_253to258_tags.txt | SN:84 | TN:54
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:119 | TN:32
Word: ) | Lemma: ) | a56_198_tags.txt | SN:39 | TN:12
Word: ) | Lemma: ) | a56_226_tags.txt | SN:1 | TN:20
Word: ) | Lemma: ) | a56_263_tags.txt | SN:18 | TN:9
Word: ) | Lemma: ) | a56_264_tags.txt | SN:19 | TN:35
Word: ) | Lemma: ) | a56_204_tags.txt | SN:2 | TN:16
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:31 | TN:74
Word: ) | Lemma: ) | a56_181to186_tags.txt | SN:32 | TN:20
