POS Tag: VBH
Word: Magkaroon | Lemma: Mayroon | a56_251_tags.txt | SN:29 | TN:0
Word: may | Lemma: may | a56_264_tags.txt | SN:9 | TN:4
Word: may | Lemma: may | a56_264_tags.txt | SN:27 | TN:6
Word: may | Lemma: may | lopez_clement_s11_tags.txt | SN:25 | TN:7
Word: may | Lemma: may | a56_181to186_tags.txt | SN:140 | TN:25
Word: may | Lemma: may | a56_253to258_tags.txt | SN:23 | TN:10
Word: may | Lemma: may | a56_200_tags.txt | SN:3 | TN:9
Word: may | Lemma: may | a56_264_tags.txt | SN:18 | TN:16
Word: may | Lemma: may | a56_204_tags.txt | SN:1 | TN:15
Word: mayroon | Lemma: mayroon | a56_252_tags.txt | SN:5 | TN:5
Word: mayroon | Lemma: mayroon | a56_181to186_tags.txt | SN:97 | TN:14
Word: mayroon | Lemma: mayroon | a56_226_tags.txt | SN:7 | TN:35
Word: mayroon | Lemma: mayroon | a56_228_tags.txt | SN:15 | TN:10
Word: mayroon | Lemma: mayroon | a56_238to240_tags.txt | SN:24 | TN:14
Word: mayroon | Lemma: mayroon | lopez_clement_s11_tags.txt | SN:49 | TN:14
Word: mayroon | Lemma: mayroon | a56_238to240_tags.txt | SN:37 | TN:5
Word: mayroon | Lemma: mayroon | a56_248_tags.txt | SN:6 | TN:11
Word: mayroon | Lemma: mayroon | a56_251_tags.txt | SN:6 | TN:13
Word: mayroon | Lemma: mayroon | lopez_clement_s11_tags.txt | SN:50 | TN:25
Word: mayroon | Lemma: mayroon | a56_252_tags.txt | SN:5 | TN:15
Word: meron | Lemma: mayroon | a56_212_tags.txt | SN:29 | TN:12
