POS Tag: DTP
Word: Si | Lemma: Si | a56_181to186_tags.txt | SN:8 | TN:0
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:111 | TN:16
Word: ni | Lemma: ni | a56_213_tags.txt | SN:41 | TN:1
Word: ni | Lemma: ni | a56_227_tags.txt | SN:3 | TN:7
Word: ni | Lemma: ni | a56_223_tags.txt | SN:1 | TN:16
Word: ni | Lemma: ni | a56_227_tags.txt | SN:18 | TN:7
Word: ni | Lemma: ni | a56_223_tags.txt | SN:11 | TN:12
Word: ni | Lemma: ni | a56_211_tags.txt | SN:11 | TN:18
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:30 | TN:5
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:2 | TN:5
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:6 | TN:5
Word: ni | Lemma: ni | a56_213_tags.txt | SN:33 | TN:2
Word: ni | Lemma: ni | a56_228_tags.txt | SN:5 | TN:13
Word: ni | Lemma: ni | a56_223_tags.txt | SN:3 | TN:40
Word: ni | Lemma: ni | a56_227_tags.txt | SN:17 | TN:27
Word: ni | Lemma: ni | a56_247_tags.txt | SN:13 | TN:22
Word: ni | Lemma: ni | a56_225_tags.txt | SN:19 | TN:3
Word: ni | Lemma: ni | a56_223_tags.txt | SN:3 | TN:26
Word: ni | Lemma: ni | a56_212_tags.txt | SN:9 | TN:6
Word: ni | Lemma: ni | a56_224_tags.txt | SN:9 | TN:1
Word: ni | Lemma: ni | a56_225_tags.txt | SN:9 | TN:13
Word: ni | Lemma: ni | a56_225_tags.txt | SN:35 | TN:5
Word: ni | Lemma: ni | a56_247_tags.txt | SN:7 | TN:15
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:4 | TN:13
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:19 | TN:19
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:52 | TN:7
Word: ni | Lemma: ni | a56_226_tags.txt | SN:25 | TN:15
Word: ni | Lemma: ni | a56_263_tags.txt | SN:26 | TN:1
Word: ni | Lemma: ni | a56_263_tags.txt | SN:25 | TN:4
Word: ni | Lemma: ni | a56_228_tags.txt | SN:18 | TN:22
Word: ni | Lemma: ni | a56_223_tags.txt | SN:4 | TN:12
Word: ni | Lemma: ni | a56_213_tags.txt | SN:10 | TN:1
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:36 | TN:11
Word: ni | Lemma: ni | a56_181to186_tags.txt | SN:7 | TN:2
Word: ni | Lemma: ni | a56_224_tags.txt | SN:7 | TN:22
Word: ni | Lemma: ni | a56_225_tags.txt | SN:14 | TN:40
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:9 | TN:28
Word: ni | Lemma: ni | a56_227_tags.txt | SN:13 | TN:14
Word: ni | Lemma: ni | a56_228_tags.txt | SN:14 | TN:5
Word: ni | Lemma: ni | a56_214_tags.txt | SN:3 | TN:6
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:8 | TN:3
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:51 | TN:6
Word: ni | Lemma: ni | a56_181to186_tags.txt | SN:118 | TN:2
Word: ni | Lemma: ni | a56_181to186_tags.txt | SN:122 | TN:9
Word: ni | Lemma: ni | a56_251_tags.txt | SN:24 | TN:24
Word: ni | Lemma: ni | a56_214_tags.txt | SN:26 | TN:23
Word: ni | Lemma: ni | a56_226_tags.txt | SN:6 | TN:19
Word: ni | Lemma: ni | a56_227_tags.txt | SN:9 | TN:17
Word: ni | Lemma: ni | a56_226_tags.txt | SN:22 | TN:1
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:55 | TN:6
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:89 | TN:13
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:20 | TN:10
Word: ni | Lemma: ni | a56_214_tags.txt | SN:34 | TN:1
Word: ni | Lemma: ni | a56_251_tags.txt | SN:22 | TN:14
Word: ni | Lemma: ni | a56_212_tags.txt | SN:7 | TN:12
Word: ni | Lemma: ni | a56_212_tags.txt | SN:21 | TN:28
Word: ni | Lemma: ni | a56_213_tags.txt | SN:47 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:105 | TN:2
Word: ni | Lemma: ni | a56_204_tags.txt | SN:15 | TN:10
Word: ni | Lemma: ni | a56_212_tags.txt | SN:3 | TN:28
Word: ni | Lemma: ni | a56_212_tags.txt | SN:7 | TN:6
Word: ni | Lemma: ni | a56_227_tags.txt | SN:2 | TN:35
Word: ni | Lemma: ni | a56_223_tags.txt | SN:1 | TN:7
Word: ni | Lemma: ni | a56_212_tags.txt | SN:3 | TN:17
Word: ni | Lemma: ni | a56_227_tags.txt | SN:17 | TN:5
Word: ni | Lemma: ni | a56_253to258_tags.txt | SN:45 | TN:28
Word: ni | Lemma: ni | a56_181to186_tags.txt | SN:126 | TN:30
Word: ni | Lemma: ni | a56_211_tags.txt | SN:21 | TN:7
Word: ni | Lemma: ni | a56_223_tags.txt | SN:3 | TN:18
Word: ni | Lemma: ni | a56_223_tags.txt | SN:5 | TN:18
Word: ni | Lemma: ni | a56_213_tags.txt | SN:43 | TN:37
Word: ni | Lemma: ni | a56_214_tags.txt | SN:16 | TN:6
Word: ni | Lemma: ni | a56_204_tags.txt | SN:15 | TN:22
Word: ni | Lemma: ni | a56_214_tags.txt | SN:24 | TN:7
Word: ni | Lemma: ni | a56_226_tags.txt | SN:8 | TN:2
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:68 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:86 | TN:6
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:25 | TN:15
Word: ni | Lemma: ni | a56_212_tags.txt | SN:21 | TN:34
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:102 | TN:26
Word: ni | Lemma: ni | a56_212_tags.txt | SN:37 | TN:55
Word: ni | Lemma: ni | a56_213_tags.txt | SN:26 | TN:11
Word: ni | Lemma: ni | a56_224_tags.txt | SN:21 | TN:12
Word: ni | Lemma: ni | a56_211_tags.txt | SN:35 | TN:18
Word: ni | Lemma: ni | a56_225_tags.txt | SN:25 | TN:35
Word: ni | Lemma: ni | a56_247_tags.txt | SN:5 | TN:13
Word: ni | Lemma: ni | a56_212_tags.txt | SN:35 | TN:31
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:103 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:76 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:86 | TN:22
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:92 | TN:1
Word: ni | Lemma: ni | a56_214_tags.txt | SN:32 | TN:1
Word: ni | Lemma: ni | a56_225_tags.txt | SN:28 | TN:23
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:40 | TN:8
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:97 | TN:14
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:98 | TN:2
Word: ni | Lemma: ni | a56_223_tags.txt | SN:9 | TN:4
Word: ni | Lemma: ni | a56_223_tags.txt | SN:3 | TN:32
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:88 | TN:7
Word: ni | Lemma: ni | a56_223_tags.txt | SN:11 | TN:35
Word: ni | Lemma: ni | a56_225_tags.txt | SN:2 | TN:4
Word: ni | Lemma: ni | a56_263_tags.txt | SN:26 | TN:37
Word: ni | Lemma: ni | a56_211_tags.txt | SN:13 | TN:9
Word: ni | Lemma: ni | a56_224_tags.txt | SN:14 | TN:1
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:61 | TN:20
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:2 | TN:13
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:6 | TN:2
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:45 | TN:2
Word: ni | Lemma: ni | a56_223_tags.txt | SN:11 | TN:64
Word: ni | Lemma: ni | a56_226_tags.txt | SN:25 | TN:5
Word: ni | Lemma: ni | a56_228_tags.txt | SN:16 | TN:1
Word: ni | Lemma: ni | a56_228_tags.txt | SN:6 | TN:62
Word: ni | Lemma: ni | a56_225_tags.txt | SN:22 | TN:12
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:93 | TN:7
Word: ni | Lemma: ni | a56_211_tags.txt | SN:29 | TN:4
Word: ni | Lemma: ni | a56_252_tags.txt | SN:8 | TN:25
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:14 | TN:6
Word: ni | Lemma: ni | a56_251_tags.txt | SN:27 | TN:1
Word: ni | Lemma: ni | a56_225_tags.txt | SN:16 | TN:3
Word: ni | Lemma: ni | a56_225_tags.txt | SN:17 | TN:13
Word: ni | Lemma: ni | a56_214_tags.txt | SN:30 | TN:5
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:23 | TN:8
Word: ni | Lemma: ni | a56_224_tags.txt | SN:17 | TN:1
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:22 | TN:17
Word: ni | Lemma: ni | a56_224_tags.txt | SN:5 | TN:5
Word: ni | Lemma: ni | a56_224_tags.txt | SN:10 | TN:11
Word: ni | Lemma: ni | a56_226_tags.txt | SN:22 | TN:14
Word: ni | Lemma: ni | a56_214_tags.txt | SN:43 | TN:9
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:1 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:86 | TN:1
Word: ni | Lemma: ni | a56_225_tags.txt | SN:14 | TN:7
Word: ni | Lemma: ni | a56_223_tags.txt | SN:13 | TN:8
Word: ni | Lemma: ni | a56_227_tags.txt | SN:14 | TN:1
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:102 | TN:15
Word: ni | Lemma: ni | a56_235to237_tags.txt | SN:68 | TN:12
Word: ni | Lemma: ni | a56_204_tags.txt | SN:23 | TN:9
Word: ni | Lemma: ni | a56_213_tags.txt | SN:29 | TN:10
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:110 | TN:5
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:70 | TN:4
Word: ni | Lemma: ni | a56_213_tags.txt | SN:31 | TN:37
Word: ni | Lemma: ni | a56_224_tags.txt | SN:25 | TN:1
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:13 | TN:3
Word: ni | Lemma: ni | a56_226_tags.txt | SN:26 | TN:4
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:3 | TN:15
Word: ni | Lemma: ni | a56_225_tags.txt | SN:9 | TN:8
Word: ni | Lemma: ni | a56_223_tags.txt | SN:4 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:90 | TN:4
Word: ni | Lemma: ni | a56_198_tags.txt | SN:26 | TN:17
Word: ni | Lemma: ni | a56_228_tags.txt | SN:13 | TN:8
Word: ni | Lemma: ni | a56_213_tags.txt | SN:15 | TN:3
Word: ni | Lemma: ni | a56_235to237_tags.txt | SN:27 | TN:20
Word: ni | Lemma: ni | a56_226_tags.txt | SN:24 | TN:19
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:7 | TN:41
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:53 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:84 | TN:15
Word: ni | Lemma: ni | a56_238to240_tags.txt | SN:11 | TN:13
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:98 | TN:7
Word: ni | Lemma: ni | a56_228_tags.txt | SN:11 | TN:17
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:112 | TN:4
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:58 | TN:10
Word: ni | Lemma: ni | a56_223_tags.txt | SN:14 | TN:15
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:95 | TN:4
Word: ni | Lemma: ni | a56_211_tags.txt | SN:3 | TN:25
Word: ni | Lemma: ni | a56_227_tags.txt | SN:3 | TN:2
Word: ni | Lemma: ni | a56_225_tags.txt | SN:25 | TN:10
Word: ni | Lemma: ni | a56_228_tags.txt | SN:11 | TN:12
Word: ni | Lemma: ni | a56_227_tags.txt | SN:27 | TN:5
Word: ni | Lemma: ni | a56_228_tags.txt | SN:13 | TN:1
Word: ni | Lemma: ni | a56_193to197_tags.txt | SN:1 | TN:35
Word: pamamagitan | Lemma: pamamagitan | a56_253to258_tags.txt | SN:74 | TN:2
Word: si | Lemma: si | a56_198_tags.txt | SN:26 | TN:20
Word: si | Lemma: si | a56_181to186_tags.txt | SN:6 | TN:9
Word: si | Lemma: si | a56_181to186_tags.txt | SN:5 | TN:3
Word: si | Lemma: si | a56_181to186_tags.txt | SN:6 | TN:27
Word: si | Lemma: si | a56_225_tags.txt | SN:28 | TN:37
Word: si | Lemma: si | a56_228_tags.txt | SN:11 | TN:4
Word: si | Lemma: si | a56_224_tags.txt | SN:19 | TN:26
Word: si | Lemma: si | a56_227_tags.txt | SN:12 | TN:1
Word: si | Lemma: si | a56_227_tags.txt | SN:21 | TN:47
Word: si | Lemma: si | a56_227_tags.txt | SN:14 | TN:6
Word: si | Lemma: si | a56_193to197_tags.txt | SN:75 | TN:14
Word: si | Lemma: si | a56_212_tags.txt | SN:7 | TN:37
Word: si | Lemma: si | a56_181to186_tags.txt | SN:15 | TN:51
Word: si | Lemma: si | a56_193to197_tags.txt | SN:15 | TN:3
Word: si | Lemma: si | a56_213_tags.txt | SN:8 | TN:6
Word: si | Lemma: si | a56_223_tags.txt | SN:9 | TN:21
Word: si | Lemma: si | a56_224_tags.txt | SN:26 | TN:5
Word: si | Lemma: si | a56_228_tags.txt | SN:17 | TN:40
Word: si | Lemma: si | a56_251_tags.txt | SN:26 | TN:7
Word: si | Lemma: si | a56_193to197_tags.txt | SN:83 | TN:2
Word: si | Lemma: si | a56_235to237_tags.txt | SN:67 | TN:16
Word: si | Lemma: si | a56_193to197_tags.txt | SN:8 | TN:12
Word: si | Lemma: si | a56_213_tags.txt | SN:23 | TN:17
Word: si | Lemma: si | a56_227_tags.txt | SN:4 | TN:13
Word: si | Lemma: si | a56_228_tags.txt | SN:18 | TN:11
Word: si | Lemma: si | a56_224_tags.txt | SN:7 | TN:7
Word: si | Lemma: si | a56_226_tags.txt | SN:12 | TN:7
Word: si | Lemma: si | a56_214_tags.txt | SN:3 | TN:14
Word: si | Lemma: si | a56_223_tags.txt | SN:10 | TN:1
Word: si | Lemma: si | a56_224_tags.txt | SN:14 | TN:11
Word: si | Lemma: si | a56_224_tags.txt | SN:12 | TN:2
Word: si | Lemma: si | a56_213_tags.txt | SN:35 | TN:32
Word: si | Lemma: si | a56_181to186_tags.txt | SN:22 | TN:17
Word: si | Lemma: si | a56_181to186_tags.txt | SN:90 | TN:10
Word: si | Lemma: si | a56_228_tags.txt | SN:7 | TN:40
Word: si | Lemma: si | a56_225_tags.txt | SN:2 | TN:8
Word: si | Lemma: si | a56_253to258_tags.txt | SN:9 | TN:27
Word: si | Lemma: si | a56_212_tags.txt | SN:17 | TN:13
Word: si | Lemma: si | a56_259_tags.txt | SN:8 | TN:2
Word: si | Lemma: si | a56_226_tags.txt | SN:6 | TN:36
Word: si | Lemma: si | a56_238to240_tags.txt | SN:48 | TN:4
Word: si | Lemma: si | a56_224_tags.txt | SN:17 | TN:3
Word: si | Lemma: si | a56_248_tags.txt | SN:4 | TN:4
Word: si | Lemma: si | a56_225_tags.txt | SN:20 | TN:10
Word: si | Lemma: si | a56_226_tags.txt | SN:28 | TN:8
Word: si | Lemma: si | a56_226_tags.txt | SN:27 | TN:2
Word: si | Lemma: si | a56_224_tags.txt | SN:25 | TN:3
Word: si | Lemma: si | a56_214_tags.txt | SN:47 | TN:7
Word: si | Lemma: si | a56_227_tags.txt | SN:6 | TN:2
Word: si | Lemma: si | a56_223_tags.txt | SN:12 | TN:6
Word: si | Lemma: si | a56_213_tags.txt | SN:28 | TN:2
Word: si | Lemma: si | a56_211_tags.txt | SN:7 | TN:4
Word: si | Lemma: si | a56_224_tags.txt | SN:9 | TN:7
Word: si | Lemma: si | a56_228_tags.txt | SN:12 | TN:1
Word: si | Lemma: si | a56_235to237_tags.txt | SN:64 | TN:43
Word: si | Lemma: si | a56_226_tags.txt | SN:7 | TN:47
Word: si | Lemma: si | a56_227_tags.txt | SN:8 | TN:1
Word: si | Lemma: si | a56_228_tags.txt | SN:18 | TN:16
Word: si | Lemma: si | a56_235to237_tags.txt | SN:64 | TN:19
Word: si | Lemma: si | a56_238to240_tags.txt | SN:27 | TN:9
Word: si | Lemma: si | a56_225_tags.txt | SN:32 | TN:2
Word: si | Lemma: si | a56_226_tags.txt | SN:4 | TN:14
Word: si | Lemma: si | a56_227_tags.txt | SN:4 | TN:4
Word: si | Lemma: si | a56_235to237_tags.txt | SN:25 | TN:36
Word: si | Lemma: si | a56_238to240_tags.txt | SN:31 | TN:3
Word: si | Lemma: si | a56_223_tags.txt | SN:23 | TN:21
Word: si | Lemma: si | a56_238to240_tags.txt | SN:37 | TN:2
Word: si | Lemma: si | a56_235to237_tags.txt | SN:52 | TN:3
Word: si | Lemma: si | a56_252_tags.txt | SN:12 | TN:1
Word: si | Lemma: si | a56_238to240_tags.txt | SN:32 | TN:5
Word: si | Lemma: si | a56_263_tags.txt | SN:25 | TN:15
Word: si | Lemma: si | a56_235to237_tags.txt | SN:62 | TN:3
Word: si | Lemma: si | a56_213_tags.txt | SN:28 | TN:6
Word: si | Lemma: si | a56_223_tags.txt | SN:3 | TN:2
Word: si | Lemma: si | a56_226_tags.txt | SN:17 | TN:13
Word: si | Lemma: si | a56_238to240_tags.txt | SN:47 | TN:13
Word: si | Lemma: si | a56_235to237_tags.txt | SN:64 | TN:25
Word: si | Lemma: si | a56_224_tags.txt | SN:3 | TN:1
Word: si | Lemma: si | a56_225_tags.txt | SN:33 | TN:6
Word: si | Lemma: si | a56_238to240_tags.txt | SN:3 | TN:70
Word: si | Lemma: si | a56_263_tags.txt | SN:25 | TN:25
Word: si | Lemma: si | a56_226_tags.txt | SN:14 | TN:5
Word: si | Lemma: si | a56_211_tags.txt | SN:37 | TN:2
Word: si | Lemma: si | a56_181to186_tags.txt | SN:91 | TN:5
Word: si | Lemma: si | a56_193to197_tags.txt | SN:9 | TN:30
Word: si | Lemma: si | a56_238to240_tags.txt | SN:9 | TN:4
Word: si | Lemma: si | a56_213_tags.txt | SN:31 | TN:27
Word: si | Lemma: si | a56_226_tags.txt | SN:26 | TN:28
Word: si | Lemma: si | a56_193to197_tags.txt | SN:10 | TN:2
Word: si | Lemma: si | a56_213_tags.txt | SN:19 | TN:1
Word: si | Lemma: si | a56_226_tags.txt | SN:11 | TN:14
Word: si | Lemma: si | a56_238to240_tags.txt | SN:14 | TN:14
Word: si | Lemma: si | a56_227_tags.txt | SN:4 | TN:68
Word: si | Lemma: si | a56_223_tags.txt | SN:11 | TN:4
Word: si | Lemma: si | a56_224_tags.txt | SN:30 | TN:15
Word: si | Lemma: si | a56_225_tags.txt | SN:22 | TN:15
Word: si | Lemma: si | a56_227_tags.txt | SN:13 | TN:8
Word: si | Lemma: si | a56_225_tags.txt | SN:12 | TN:20
Word: si | Lemma: si | a56_228_tags.txt | SN:19 | TN:4
Word: si | Lemma: si | a56_238to240_tags.txt | SN:41 | TN:4
Word: si | Lemma: si | a56_238to240_tags.txt | SN:50 | TN:1
Word: si | Lemma: si | a56_251_tags.txt | SN:24 | TN:48
Word: si | Lemma: si | a56_228_tags.txt | SN:7 | TN:5
Word: si | Lemma: si | a56_225_tags.txt | SN:14 | TN:18
Word: si | Lemma: si | a56_181to186_tags.txt | SN:91 | TN:38
Word: si | Lemma: si | a56_226_tags.txt | SN:1 | TN:6
Word: si | Lemma: si | a56_253to258_tags.txt | SN:106 | TN:12
Word: si | Lemma: si | a56_227_tags.txt | SN:7 | TN:17
Word: si | Lemma: si | a56_224_tags.txt | SN:9 | TN:27
Word: si | Lemma: si | a56_251_tags.txt | SN:24 | TN:1
Word: si | Lemma: si | a56_225_tags.txt | SN:25 | TN:4
Word: si | Lemma: si | a56_225_tags.txt | SN:28 | TN:26
Word: si | Lemma: si | a56_227_tags.txt | SN:4 | TN:56
Word: si | Lemma: si | a56_227_tags.txt | SN:4 | TN:90
Word: si | Lemma: si | a56_253to258_tags.txt | SN:48 | TN:17
Word: si | Lemma: si | a56_224_tags.txt | SN:18 | TN:18
Word: si | Lemma: si | a56_213_tags.txt | SN:21 | TN:7
Word: si | Lemma: si | a56_226_tags.txt | SN:21 | TN:11
Word: si | Lemma: si | a56_235to237_tags.txt | SN:62 | TN:11
Word: si | Lemma: si | a56_223_tags.txt | SN:17 | TN:1
Word: si | Lemma: si | a56_252_tags.txt | SN:14 | TN:1
Word: si | Lemma: si | a56_224_tags.txt | SN:19 | TN:11
Word: si | Lemma: si | a56_224_tags.txt | SN:24 | TN:23
Word: si | Lemma: si | a56_226_tags.txt | SN:26 | TN:6
Word: si | Lemma: si | a56_251_tags.txt | SN:25 | TN:1
Word: si | Lemma: si | a56_223_tags.txt | SN:21 | TN:4
Word: si | Lemma: si | a56_214_tags.txt | SN:47 | TN:14
Word: si | Lemma: si | a56_212_tags.txt | SN:17 | TN:38
Word: si | Lemma: si | a56_223_tags.txt | SN:9 | TN:2
Word: si | Lemma: si | a56_227_tags.txt | SN:17 | TN:19
Word: si | Lemma: si | a56_225_tags.txt | SN:24 | TN:4
Word: si | Lemma: si | a56_226_tags.txt | SN:21 | TN:3
Word: si | Lemma: si | a56_214_tags.txt | SN:22 | TN:6
Word: si | Lemma: si | a56_226_tags.txt | SN:6 | TN:45
Word: si | Lemma: si | a56_223_tags.txt | SN:11 | TN:14
Word: si | Lemma: si | a56_223_tags.txt | SN:12 | TN:41
Word: si | Lemma: si | a56_227_tags.txt | SN:27 | TN:25
Word: si | Lemma: si | a56_225_tags.txt | SN:26 | TN:8
Word: si | Lemma: si | a56_235to237_tags.txt | SN:64 | TN:13
Word: si | Lemma: si | a56_238to240_tags.txt | SN:3 | TN:51
Word: si | Lemma: si | a56_213_tags.txt | SN:10 | TN:25
Word: si | Lemma: si | a56_193to197_tags.txt | SN:65 | TN:5
Word: si | Lemma: si | a56_212_tags.txt | SN:5 | TN:21
Word: si | Lemma: si | a56_225_tags.txt | SN:5 | TN:9
Word: si | Lemma: si | a56_227_tags.txt | SN:4 | TN:45
Word: si | Lemma: si | a56_253to258_tags.txt | SN:109 | TN:8
Word: si | Lemma: si | a56_227_tags.txt | SN:1 | TN:10
Word: si | Lemma: si | a56_214_tags.txt | SN:38 | TN:11
Word: si | Lemma: si | a56_225_tags.txt | SN:10 | TN:5
Word: si | Lemma: si | a56_225_tags.txt | SN:26 | TN:38
Word: si | Lemma: si | a56_223_tags.txt | SN:11 | TN:54
Word: si | Lemma: si | a56_225_tags.txt | SN:34 | TN:7
Word: si | Lemma: si | a56_238to240_tags.txt | SN:1 | TN:2
Word: si | Lemma: si | a56_224_tags.txt | SN:21 | TN:23
Word: si | Lemma: si | a56_223_tags.txt | SN:6 | TN:6
Word: si | Lemma: si | a56_193to197_tags.txt | SN:21 | TN:8
Word: si | Lemma: si | a56_193to197_tags.txt | SN:64 | TN:1
Word: si | Lemma: si | a56_213_tags.txt | SN:35 | TN:28
Word: si | Lemma: si | a56_226_tags.txt | SN:16 | TN:8
Word: si | Lemma: si | a56_227_tags.txt | SN:11 | TN:11
Word: si | Lemma: si | a56_238to240_tags.txt | SN:43 | TN:37
Word: si | Lemma: si | a56_223_tags.txt | SN:15 | TN:7
Word: si | Lemma: si | a56_227_tags.txt | SN:6 | TN:19
Word: si | Lemma: si | a56_213_tags.txt | SN:23 | TN:30
Word: si | Lemma: si | a56_238to240_tags.txt | SN:12 | TN:8
Word: si | Lemma: si | a56_193to197_tags.txt | SN:104 | TN:1
Word: si | Lemma: si | a56_214_tags.txt | SN:24 | TN:3
Word: si | Lemma: si | a56_226_tags.txt | SN:11 | TN:1
Word: si | Lemma: si | a56_238to240_tags.txt | SN:33 | TN:28
Word: si | Lemma: si | a56_211_tags.txt | SN:35 | TN:24
Word: si | Lemma: si | a56_224_tags.txt | SN:31 | TN:27
Word: si | Lemma: si | a56_238to240_tags.txt | SN:42 | TN:1
Word: si | Lemma: si | a56_225_tags.txt | SN:19 | TN:7
Word: si | Lemma: si | a56_223_tags.txt | SN:19 | TN:1
Word: si | Lemma: si | a56_181to186_tags.txt | SN:92 | TN:1
Word: si | Lemma: si | a56_193to197_tags.txt | SN:8 | TN:1
Word: si | Lemma: si | a56_214_tags.txt | SN:36 | TN:5
Word: si | Lemma: si | a56_224_tags.txt | SN:7 | TN:1
Word: si | Lemma: si | a56_227_tags.txt | SN:3 | TN:18
Word: si | Lemma: si | a56_225_tags.txt | SN:26 | TN:1
Word: si | Lemma: si | a56_225_tags.txt | SN:4 | TN:18
Word: si | Lemma: si | a56_224_tags.txt | SN:1 | TN:9
