POS Tag: JJCC
Word: Higit | Lemma: Higit | a56_225_tags.txt | SN:15 | TN:0
Word: mas | Lemma: mas | a56_264_tags.txt | SN:24 | TN:9
Word: mas | Lemma: mas | a56_181to186_tags.txt | SN:32 | TN:50
Word: mas | Lemma: mas | a56_193to197_tags.txt | SN:81 | TN:16
Word: mas | Lemma: mas | a56_251_tags.txt | SN:14 | TN:22
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:98 | TN:48
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:141 | TN:28
Word: mas | Lemma: mas | a56_259_tags.txt | SN:19 | TN:21
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:132 | TN:15
Word: mas | Lemma: mas | a56_224_tags.txt | SN:18 | TN:23
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:90 | TN:42
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:135 | TN:5
Word: mas | Lemma: mas | a56_260_tags.txt | SN:19 | TN:33
Word: mas | Lemma: mas | a56_200_tags.txt | SN:8 | TN:10
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:132 | TN:23
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:164 | TN:24
Word: mas | Lemma: mas | a56_212_tags.txt | SN:21 | TN:4
Word: mas | Lemma: mas | a56_224_tags.txt | SN:30 | TN:11
Word: mas | Lemma: mas | cua_bernice_s11_tags.txt | SN:46 | TN:8
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:133 | TN:8
Word: mas | Lemma: mas | a56_260_tags.txt | SN:5 | TN:22
Word: mas | Lemma: mas | a56_235to237_tags.txt | SN:26 | TN:16
Word: mas | Lemma: mas | lopez_clement_s11_tags.txt | SN:37 | TN:1
Word: mas | Lemma: mas | lopez_clement_s11_tags.txt | SN:74 | TN:9
Word: mas | Lemma: mas | a56_264_tags.txt | SN:32 | TN:11
Word: mas | Lemma: mas | cua_bernice_s11_tags.txt | SN:21 | TN:29
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:2 | TN:14
Word: mas | Lemma: mas | a56_264_tags.txt | SN:27 | TN:7
Word: mas | Lemma: mas | a56_235to237_tags.txt | SN:46 | TN:16
Word: mas | Lemma: mas | a56_204_tags.txt | SN:18 | TN:10
Word: mas | Lemma: mas | a56_181to186_tags.txt | SN:131 | TN:3
Word: mas | Lemma: mas | a56_261_tags.txt | SN:6 | TN:12
Word: mas | Lemma: mas | a56_193to197_tags.txt | SN:86 | TN:13
Word: mas | Lemma: mas | a56_224_tags.txt | SN:24 | TN:28
Word: mas | Lemma: mas | a56_181to186_tags.txt | SN:66 | TN:14
Word: mas | Lemma: mas | a56_181to186_tags.txt | SN:67 | TN:22
Word: mas | Lemma: mas | a56_181to186_tags.txt | SN:108 | TN:14
Word: mas | Lemma: mas | a56_251_tags.txt | SN:13 | TN:10
Word: mas | Lemma: mas | a56_260_tags.txt | SN:18 | TN:3
Word: mas | Lemma: mas | a56_204_tags.txt | SN:18 | TN:13
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:84 | TN:12
Word: mas | Lemma: mas | cua_bernice_s11_tags.txt | SN:46 | TN:4
Word: mas | Lemma: mas | lopez_clement_s11_tags.txt | SN:77 | TN:3
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:61 | TN:2
Word: mas | Lemma: mas | a56_260_tags.txt | SN:11 | TN:24
Word: mas | Lemma: mas | cua_bernice_s11_tags.txt | SN:79 | TN:2
Word: mas | Lemma: mas | a56_214_tags.txt | SN:18 | TN:3
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:6 | TN:5
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:89 | TN:40
Word: mas | Lemma: mas | a56_238to240_tags.txt | SN:70 | TN:3
Word: mas | Lemma: mas | a56_260_tags.txt | SN:20 | TN:13
Word: mas | Lemma: mas | lopez_clement_s11_tags.txt | SN:17 | TN:4
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:84 | TN:31
Word: mas | Lemma: mas | a56_250_tags.txt | SN:10 | TN:22
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:61 | TN:6
Word: mas | Lemma: mas | a56_250_tags.txt | SN:9 | TN:10
Word: mas | Lemma: mas | a56_224_tags.txt | SN:20 | TN:26
Word: mas | Lemma: mas | a56_211_tags.txt | SN:29 | TN:36
Word: mas | Lemma: mas | a56_181to186_tags.txt | SN:67 | TN:29
Word: mas | Lemma: mas | lopez_clement_s11_tags.txt | SN:77 | TN:11
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:159 | TN:16
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:64 | TN:24
Word: mas | Lemma: mas | a56_253to258_tags.txt | SN:132 | TN:46
Word: mas | Lemma: mas | a56_251_tags.txt | SN:14 | TN:2
Word: mas | Lemma: mas | a56_252_tags.txt | SN:8 | TN:10
Word: mas | Lemma: mas | a56_181to186_tags.txt | SN:73 | TN:12
Word: medyo | Lemma: medyo | a56_264_tags.txt | SN:31 | TN:26
