POS Tag: CCA
Word: At | Lemma: At | a56_193to197_tags.txt | SN:32 | TN:0
Word: at | Lemma: at | a56_248_tags.txt | SN:22 | TN:6
Word: at | Lemma: at | a56_198_tags.txt | SN:32 | TN:23
Word: at | Lemma: at | a56_224_tags.txt | SN:21 | TN:25
Word: at | Lemma: at | a56_238to240_tags.txt | SN:3 | TN:50
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:4 | TN:7
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:16 | TN:15
Word: at | Lemma: at | a56_181to186_tags.txt | SN:31 | TN:112
Word: at | Lemma: at | a56_193to197_tags.txt | SN:96 | TN:25
Word: at | Lemma: at | a56_264_tags.txt | SN:14 | TN:20
Word: at | Lemma: at | a56_181to186_tags.txt | SN:139 | TN:30
Word: at | Lemma: at | a56_247_tags.txt | SN:31 | TN:12
Word: at | Lemma: at | a56_252_tags.txt | SN:20 | TN:19
Word: at | Lemma: at | a56_252_tags.txt | SN:19 | TN:45
Word: at | Lemma: at | a56_253to258_tags.txt | SN:19 | TN:12
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:110 | TN:10
Word: at | Lemma: at | a56_238to240_tags.txt | SN:66 | TN:36
Word: at | Lemma: at | a56_198_tags.txt | SN:32 | TN:54
Word: at | Lemma: at | a56_204_tags.txt | SN:11 | TN:12
Word: at | Lemma: at | a56_248_tags.txt | SN:27 | TN:11
Word: at | Lemma: at | a56_227_tags.txt | SN:11 | TN:7
Word: at | Lemma: at | a56_204_tags.txt | SN:12 | TN:17
Word: at | Lemma: at | a56_224_tags.txt | SN:17 | TN:8
Word: at | Lemma: at | a56_228_tags.txt | SN:10 | TN:25
Word: at | Lemma: at | a56_181to186_tags.txt | SN:39 | TN:18
Word: at | Lemma: at | a56_181to186_tags.txt | SN:3 | TN:16
Word: at | Lemma: at | a56_181to186_tags.txt | SN:3 | TN:29
Word: at | Lemma: at | a56_181to186_tags.txt | SN:3 | TN:52
Word: at | Lemma: at | a56_181to186_tags.txt | SN:30 | TN:21
Word: at | Lemma: at | a56_223_tags.txt | SN:12 | TN:46
Word: at | Lemma: at | a56_238to240_tags.txt | SN:37 | TN:4
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:72 | TN:18
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:52 | TN:62
Word: at | Lemma: at | a56_247_tags.txt | SN:20 | TN:16
Word: at | Lemma: at | a56_248_tags.txt | SN:24 | TN:37
Word: at | Lemma: at | a56_226_tags.txt | SN:29 | TN:11
Word: at | Lemma: at | a56_263_tags.txt | SN:18 | TN:19
Word: at | Lemma: at | a56_251_tags.txt | SN:29 | TN:14
Word: at | Lemma: at | a56_212_tags.txt | SN:39 | TN:13
Word: at | Lemma: at | a56_249_tags.txt | SN:9 | TN:27
Word: at | Lemma: at | a56_228_tags.txt | SN:16 | TN:7
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:12 | TN:3
Word: at | Lemma: at | a56_200_tags.txt | SN:6 | TN:15
Word: at | Lemma: at | a56_235to237_tags.txt | SN:20 | TN:18
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:62 | TN:9
Word: at | Lemma: at | a56_225_tags.txt | SN:26 | TN:16
Word: at | Lemma: at | a56_225_tags.txt | SN:28 | TN:30
Word: at | Lemma: at | a56_253to258_tags.txt | SN:27 | TN:13
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:88 | TN:24
Word: at | Lemma: at | a56_249_tags.txt | SN:24 | TN:11
Word: at | Lemma: at | a56_253to258_tags.txt | SN:149 | TN:14
Word: at | Lemma: at | a56_263_tags.txt | SN:2 | TN:19
Word: at | Lemma: at | a56_250_tags.txt | SN:20 | TN:12
Word: at | Lemma: at | a56_212_tags.txt | SN:31 | TN:33
Word: at | Lemma: at | a56_193to197_tags.txt | SN:30 | TN:31
Word: at | Lemma: at | a56_238to240_tags.txt | SN:10 | TN:22
Word: at | Lemma: at | a56_200_tags.txt | SN:8 | TN:9
Word: at | Lemma: at | a56_238to240_tags.txt | SN:74 | TN:15
Word: at | Lemma: at | a56_251_tags.txt | SN:4 | TN:5
Word: at | Lemma: at | a56_251_tags.txt | SN:17 | TN:18
Word: at | Lemma: at | a56_250_tags.txt | SN:12 | TN:10
Word: at | Lemma: at | a56_253to258_tags.txt | SN:157 | TN:10
Word: at | Lemma: at | a56_253to258_tags.txt | SN:127 | TN:19
Word: at | Lemma: at | a56_213_tags.txt | SN:4 | TN:21
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:17 | TN:12
Word: at | Lemma: at | a56_212_tags.txt | SN:37 | TN:30
Word: at | Lemma: at | a56_193to197_tags.txt | SN:47 | TN:20
Word: at | Lemma: at | a56_181to186_tags.txt | SN:35 | TN:25
Word: at | Lemma: at | a56_181to186_tags.txt | SN:63 | TN:6
Word: at | Lemma: at | a56_251_tags.txt | SN:4 | TN:11
Word: at | Lemma: at | a56_238to240_tags.txt | SN:33 | TN:19
Word: at | Lemma: at | a56_251_tags.txt | SN:15 | TN:21
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:95 | TN:6
Word: at | Lemma: at | a56_212_tags.txt | SN:15 | TN:3
Word: at | Lemma: at | a56_247_tags.txt | SN:34 | TN:24
Word: at | Lemma: at | a56_253to258_tags.txt | SN:3 | TN:7
Word: at | Lemma: at | a56_225_tags.txt | SN:14 | TN:31
Word: at | Lemma: at | a56_181to186_tags.txt | SN:142 | TN:8
Word: at | Lemma: at | a56_193to197_tags.txt | SN:58 | TN:5
Word: at | Lemma: at | a56_204_tags.txt | SN:12 | TN:19
Word: at | Lemma: at | a56_226_tags.txt | SN:19 | TN:4
Word: at | Lemma: at | a56_264_tags.txt | SN:19 | TN:33
Word: at | Lemma: at | a56_198_tags.txt | SN:1 | TN:17
Word: at | Lemma: at | a56_223_tags.txt | SN:5 | TN:59
Word: at | Lemma: at | a56_261_tags.txt | SN:14 | TN:10
Word: at | Lemma: at | a56_259_tags.txt | SN:7 | TN:11
Word: at | Lemma: at | a56_224_tags.txt | SN:17 | TN:54
Word: at | Lemma: at | a56_224_tags.txt | SN:22 | TN:2
Word: at | Lemma: at | a56_253to258_tags.txt | SN:132 | TN:29
Word: at | Lemma: at | a56_226_tags.txt | SN:11 | TN:28
Word: at | Lemma: at | a56_251_tags.txt | SN:24 | TN:47
Word: at | Lemma: at | a56_249_tags.txt | SN:17 | TN:11
Word: at | Lemma: at | a56_253to258_tags.txt | SN:162 | TN:5
Word: at | Lemma: at | a56_227_tags.txt | SN:18 | TN:11
Word: at | Lemma: at | a56_213_tags.txt | SN:31 | TN:3
Word: at | Lemma: at | a56_261_tags.txt | SN:27 | TN:27
Word: at | Lemma: at | a56_253to258_tags.txt | SN:171 | TN:11
Word: at | Lemma: at | a56_181to186_tags.txt | SN:16 | TN:29
Word: at | Lemma: at | a56_250_tags.txt | SN:10 | TN:5
Word: at | Lemma: at | a56_193to197_tags.txt | SN:50 | TN:11
Word: at | Lemma: at | a56_193to197_tags.txt | SN:74 | TN:21
Word: at | Lemma: at | a56_261_tags.txt | SN:23 | TN:12
Word: at | Lemma: at | a56_263_tags.txt | SN:15 | TN:20
Word: at | Lemma: at | a56_247_tags.txt | SN:12 | TN:11
Word: at | Lemma: at | a56_250_tags.txt | SN:8 | TN:12
Word: at | Lemma: at | a56_263_tags.txt | SN:2 | TN:24
Word: at | Lemma: at | a56_238to240_tags.txt | SN:12 | TN:14
Word: at | Lemma: at | a56_238to240_tags.txt | SN:14 | TN:12
Word: at | Lemma: at | a56_247_tags.txt | SN:10 | TN:6
Word: at | Lemma: at | a56_259_tags.txt | SN:28 | TN:8
Word: at | Lemma: at | a56_264_tags.txt | SN:10 | TN:35
Word: at | Lemma: at | a56_204_tags.txt | SN:18 | TN:20
Word: at | Lemma: at | a56_253to258_tags.txt | SN:133 | TN:19
Word: at | Lemma: at | a56_259_tags.txt | SN:18 | TN:27
Word: at | Lemma: at | a56_225_tags.txt | SN:1 | TN:1
Word: at | Lemma: at | a56_238to240_tags.txt | SN:24 | TN:34
Word: at | Lemma: at | a56_253to258_tags.txt | SN:37 | TN:10
Word: at | Lemma: at | a56_253to258_tags.txt | SN:56 | TN:24
Word: at | Lemma: at | a56_264_tags.txt | SN:21 | TN:24
Word: at | Lemma: at | a56_251_tags.txt | SN:15 | TN:13
Word: at | Lemma: at | a56_251_tags.txt | SN:24 | TN:16
Word: at | Lemma: at | a56_214_tags.txt | SN:18 | TN:18
Word: at | Lemma: at | a56_181to186_tags.txt | SN:81 | TN:15
Word: at | Lemma: at | a56_235to237_tags.txt | SN:13 | TN:23
Word: at | Lemma: at | a56_224_tags.txt | SN:26 | TN:20
Word: at | Lemma: at | a56_247_tags.txt | SN:32 | TN:37
Word: at | Lemma: at | a56_264_tags.txt | SN:24 | TN:5
Word: at | Lemma: at | a56_228_tags.txt | SN:14 | TN:12
Word: at | Lemma: at | a56_235to237_tags.txt | SN:14 | TN:30
Word: at | Lemma: at | a56_259_tags.txt | SN:11 | TN:16
Word: at | Lemma: at | a56_226_tags.txt | SN:13 | TN:27
Word: at | Lemma: at | a56_198_tags.txt | SN:13 | TN:8
Word: at | Lemma: at | a56_214_tags.txt | SN:3 | TN:13
Word: at | Lemma: at | a56_250_tags.txt | SN:14 | TN:34
Word: at | Lemma: at | a56_250_tags.txt | SN:14 | TN:21
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:65 | TN:4
Word: at | Lemma: at | a56_235to237_tags.txt | SN:21 | TN:52
Word: at | Lemma: at | a56_248_tags.txt | SN:4 | TN:7
Word: at | Lemma: at | a56_193to197_tags.txt | SN:61 | TN:7
Word: at | Lemma: at | a56_193to197_tags.txt | SN:102 | TN:11
Word: at | Lemma: at | a56_259_tags.txt | SN:10 | TN:29
Word: at | Lemma: at | a56_263_tags.txt | SN:17 | TN:35
Word: at | Lemma: at | a56_261_tags.txt | SN:15 | TN:34
Word: at | Lemma: at | a56_252_tags.txt | SN:13 | TN:30
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:32 | TN:18
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:44 | TN:16
Word: at | Lemma: at | a56_200_tags.txt | SN:12 | TN:14
Word: at | Lemma: at | a56_211_tags.txt | SN:5 | TN:14
Word: at | Lemma: at | a56_214_tags.txt | SN:34 | TN:6
Word: at | Lemma: at | a56_238to240_tags.txt | SN:62 | TN:34
Word: at | Lemma: at | a56_247_tags.txt | SN:30 | TN:9
Word: at | Lemma: at | a56_253to258_tags.txt | SN:66 | TN:24
Word: at | Lemma: at | a56_228_tags.txt | SN:6 | TN:29
Word: at | Lemma: at | a56_235to237_tags.txt | SN:62 | TN:10
Word: at | Lemma: at | a56_226_tags.txt | SN:19 | TN:15
Word: at | Lemma: at | a56_193to197_tags.txt | SN:20 | TN:13
Word: at | Lemma: at | a56_181to186_tags.txt | SN:45 | TN:11
Word: at | Lemma: at | a56_181to186_tags.txt | SN:59 | TN:4
Word: at | Lemma: at | a56_200_tags.txt | SN:15 | TN:11
Word: at | Lemma: at | a56_212_tags.txt | SN:31 | TN:5
Word: at | Lemma: at | a56_181to186_tags.txt | SN:47 | TN:13
Word: at | Lemma: at | a56_181to186_tags.txt | SN:10 | TN:39
Word: at | Lemma: at | a56_181to186_tags.txt | SN:14 | TN:28
Word: at | Lemma: at | a56_235to237_tags.txt | SN:44 | TN:8
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:51 | TN:6
Word: at | Lemma: at | a56_250_tags.txt | SN:9 | TN:47
Word: at | Lemma: at | a56_204_tags.txt | SN:17 | TN:18
Word: at | Lemma: at | a56_211_tags.txt | SN:23 | TN:51
Word: at | Lemma: at | a56_251_tags.txt | SN:29 | TN:41
Word: at | Lemma: at | a56_261_tags.txt | SN:24 | TN:15
Word: at | Lemma: at | a56_181to186_tags.txt | SN:31 | TN:67
Word: at | Lemma: at | a56_193to197_tags.txt | SN:28 | TN:17
Word: at | Lemma: at | a56_204_tags.txt | SN:25 | TN:9
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:62 | TN:17
Word: at | Lemma: at | a56_247_tags.txt | SN:14 | TN:15
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:34 | TN:5
Word: at | Lemma: at | a56_214_tags.txt | SN:24 | TN:19
Word: at | Lemma: at | a56_227_tags.txt | SN:10 | TN:45
Word: at | Lemma: at | a56_213_tags.txt | SN:2 | TN:26
Word: at | Lemma: at | a56_193to197_tags.txt | SN:42 | TN:11
Word: at | Lemma: at | a56_193to197_tags.txt | SN:74 | TN:9
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:61 | TN:10
Word: at | Lemma: at | a56_253to258_tags.txt | SN:13 | TN:7
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:86 | TN:3
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:38 | TN:21
Word: at | Lemma: at | a56_249_tags.txt | SN:5 | TN:17
Word: at | Lemma: at | a56_250_tags.txt | SN:7 | TN:11
Word: at | Lemma: at | a56_200_tags.txt | SN:13 | TN:19
Word: at | Lemma: at | a56_235to237_tags.txt | SN:54 | TN:77
Word: at | Lemma: at | a56_261_tags.txt | SN:22 | TN:14
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:74 | TN:26
Word: at | Lemma: at | a56_223_tags.txt | SN:5 | TN:48
Word: at | Lemma: at | a56_260_tags.txt | SN:19 | TN:30
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:5 | TN:26
Word: at | Lemma: at | a56_263_tags.txt | SN:21 | TN:26
Word: at | Lemma: at | a56_212_tags.txt | SN:31 | TN:39
Word: at | Lemma: at | a56_181to186_tags.txt | SN:4 | TN:6
Word: at | Lemma: at | a56_181to186_tags.txt | SN:74 | TN:6
Word: at | Lemma: at | a56_228_tags.txt | SN:20 | TN:36
Word: at | Lemma: at | a56_253to258_tags.txt | SN:45 | TN:23
Word: at | Lemma: at | a56_228_tags.txt | SN:19 | TN:10
Word: at | Lemma: at | a56_259_tags.txt | SN:5 | TN:17
Word: at | Lemma: at | a56_238to240_tags.txt | SN:29 | TN:20
Word: at | Lemma: at | a56_226_tags.txt | SN:1 | TN:3
Word: at | Lemma: at | a56_226_tags.txt | SN:9 | TN:12
Word: at | Lemma: at | a56_181to186_tags.txt | SN:143 | TN:15
Word: at | Lemma: at | a56_204_tags.txt | SN:24 | TN:6
Word: at | Lemma: at | a56_253to258_tags.txt | SN:55 | TN:7
Word: at | Lemma: at | a56_264_tags.txt | SN:28 | TN:11
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:13 | TN:5
Word: at | Lemma: at | a56_204_tags.txt | SN:14 | TN:7
Word: at | Lemma: at | a56_253to258_tags.txt | SN:102 | TN:26
Word: at | Lemma: at | a56_193to197_tags.txt | SN:83 | TN:23
Word: at | Lemma: at | a56_193to197_tags.txt | SN:97 | TN:18
Word: at | Lemma: at | a56_198_tags.txt | SN:30 | TN:11
Word: at | Lemma: at | a56_263_tags.txt | SN:7 | TN:4
Word: at | Lemma: at | a56_235to237_tags.txt | SN:70 | TN:16
Word: at | Lemma: at | a56_193to197_tags.txt | SN:11 | TN:26
Word: at | Lemma: at | a56_181to186_tags.txt | SN:33 | TN:33
Word: at | Lemma: at | a56_213_tags.txt | SN:31 | TN:22
Word: at | Lemma: at | a56_247_tags.txt | SN:13 | TN:33
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:7 | TN:1
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:40 | TN:22
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:94 | TN:19
Word: at | Lemma: at | a56_247_tags.txt | SN:22 | TN:13
Word: at | Lemma: at | a56_252_tags.txt | SN:5 | TN:14
Word: at | Lemma: at | a56_227_tags.txt | SN:14 | TN:21
Word: at | Lemma: at | a56_213_tags.txt | SN:4 | TN:30
Word: at | Lemma: at | a56_253to258_tags.txt | SN:48 | TN:4
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:98 | TN:13
Word: at | Lemma: at | a56_193to197_tags.txt | SN:29 | TN:20
Word: at | Lemma: at | a56_250_tags.txt | SN:15 | TN:16
Word: at | Lemma: at | a56_248_tags.txt | SN:25 | TN:19
Word: at | Lemma: at | a56_251_tags.txt | SN:5 | TN:19
Word: at | Lemma: at | a56_212_tags.txt | SN:21 | TN:7
Word: at | Lemma: at | a56_247_tags.txt | SN:10 | TN:36
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:4 | TN:26
Word: at | Lemma: at | a56_200_tags.txt | SN:12 | TN:9
Word: at | Lemma: at | a56_200_tags.txt | SN:14 | TN:18
Word: at | Lemma: at | a56_226_tags.txt | SN:11 | TN:9
Word: at | Lemma: at | a56_259_tags.txt | SN:26 | TN:5
Word: at | Lemma: at | a56_259_tags.txt | SN:9 | TN:19
Word: at | Lemma: at | a56_225_tags.txt | SN:26 | TN:5
Word: at | Lemma: at | a56_238to240_tags.txt | SN:66 | TN:26
Word: at | Lemma: at | a56_235to237_tags.txt | SN:21 | TN:36
Word: at | Lemma: at | a56_253to258_tags.txt | SN:28 | TN:7
Word: at | Lemma: at | a56_259_tags.txt | SN:17 | TN:54
Word: at | Lemma: at | a56_261_tags.txt | SN:4 | TN:25
Word: at | Lemma: at | a56_249_tags.txt | SN:3 | TN:9
Word: at | Lemma: at | a56_200_tags.txt | SN:42 | TN:5
Word: at | Lemma: at | a56_213_tags.txt | SN:29 | TN:27
Word: at | Lemma: at | a56_251_tags.txt | SN:21 | TN:5
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:85 | TN:2
Word: at | Lemma: at | a56_235to237_tags.txt | SN:71 | TN:4
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:5 | TN:20
Word: at | Lemma: at | a56_253to258_tags.txt | SN:77 | TN:19
Word: at | Lemma: at | a56_263_tags.txt | SN:12 | TN:36
Word: at | Lemma: at | a56_238to240_tags.txt | SN:46 | TN:14
Word: at | Lemma: at | a56_193to197_tags.txt | SN:67 | TN:21
Word: at | Lemma: at | a56_181to186_tags.txt | SN:27 | TN:69
Word: at | Lemma: at | a56_181to186_tags.txt | SN:29 | TN:35
Word: at | Lemma: at | a56_235to237_tags.txt | SN:66 | TN:4
Word: at | Lemma: at | a56_253to258_tags.txt | SN:105 | TN:8
Word: at | Lemma: at | a56_248_tags.txt | SN:1 | TN:14
Word: at | Lemma: at | a56_248_tags.txt | SN:17 | TN:25
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:47 | TN:11
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:70 | TN:14
Word: at | Lemma: at | a56_253to258_tags.txt | SN:112 | TN:30
Word: at | Lemma: at | a56_250_tags.txt | SN:9 | TN:25
Word: at | Lemma: at | a56_253to258_tags.txt | SN:4 | TN:2
Word: at | Lemma: at | a56_235to237_tags.txt | SN:63 | TN:22
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:54 | TN:23
Word: at | Lemma: at | a56_249_tags.txt | SN:16 | TN:13
Word: at | Lemma: at | a56_250_tags.txt | SN:9 | TN:3
Word: at | Lemma: at | a56_260_tags.txt | SN:20 | TN:10
Word: at | Lemma: at | a56_181to186_tags.txt | SN:109 | TN:6
Word: at | Lemma: at | a56_181to186_tags.txt | SN:140 | TN:20
Word: at | Lemma: at | a56_213_tags.txt | SN:10 | TN:23
Word: at | Lemma: at | a56_259_tags.txt | SN:13 | TN:18
Word: at | Lemma: at | a56_253to258_tags.txt | SN:78 | TN:27
Word: at | Lemma: at | a56_211_tags.txt | SN:19 | TN:30
Word: at | Lemma: at | a56_193to197_tags.txt | SN:93 | TN:14
Word: at | Lemma: at | a56_200_tags.txt | SN:10 | TN:27
Word: at | Lemma: at | a56_264_tags.txt | SN:27 | TN:23
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:1 | TN:6
Word: at | Lemma: at | a56_223_tags.txt | SN:2 | TN:9
Word: at | Lemma: at | a56_253to258_tags.txt | SN:16 | TN:32
Word: at | Lemma: at | a56_253to258_tags.txt | SN:66 | TN:35
Word: at | Lemma: at | a56_247_tags.txt | SN:19 | TN:11
Word: at | Lemma: at | a56_248_tags.txt | SN:18 | TN:20
Word: at | Lemma: at | a56_223_tags.txt | SN:10 | TN:14
Word: at | Lemma: at | a56_200_tags.txt | SN:14 | TN:35
Word: at | Lemma: at | a56_200_tags.txt | SN:31 | TN:28
Word: at | Lemma: at | a56_250_tags.txt | SN:6 | TN:24
Word: at | Lemma: at | a56_225_tags.txt | SN:18 | TN:6
Word: at | Lemma: at | a56_226_tags.txt | SN:7 | TN:32
Word: at | Lemma: at | a56_249_tags.txt | SN:15 | TN:26
Word: at | Lemma: at | lopez_clement_s11_tags.txt | SN:66 | TN:23
Word: at | Lemma: at | a56_253to258_tags.txt | SN:98 | TN:33
Word: at | Lemma: at | a56_264_tags.txt | SN:25 | TN:5
Word: at | Lemma: at | a56_253to258_tags.txt | SN:95 | TN:14
Word: at | Lemma: at | a56_226_tags.txt | SN:23 | TN:18
Word: at | Lemma: at | a56_264_tags.txt | SN:3 | TN:5
Word: at | Lemma: at | a56_238to240_tags.txt | SN:19 | TN:29
Word: at | Lemma: at | a56_252_tags.txt | SN:13 | TN:34
Word: at | Lemma: at | a56_253to258_tags.txt | SN:85 | TN:12
Word: at | Lemma: at | a56_252_tags.txt | SN:5 | TN:25
Word: at | Lemma: at | a56_227_tags.txt | SN:4 | TN:23
Word: at | Lemma: at | a56_181to186_tags.txt | SN:102 | TN:7
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:83 | TN:16
Word: at | Lemma: at | cua_bernice_s11_tags.txt | SN:54 | TN:16
Word: at | Lemma: at | a56_181to186_tags.txt | SN:105 | TN:7
