POS Tag: PRO
Word: Ito | Lemma: Ito | a56_181to186_tags.txt | SN:48 | TN:0
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:109 | TN:4
Word: ito | Lemma: ito | a56_200_tags.txt | SN:29 | TN:20
Word: ito | Lemma: ito | a56_249_tags.txt | SN:24 | TN:13
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:18 | TN:7
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:7 | TN:2
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:92 | TN:19
Word: ito | Lemma: ito | a56_223_tags.txt | SN:23 | TN:4
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:96 | TN:32
Word: ito | Lemma: ito | a56_263_tags.txt | SN:8 | TN:3
Word: ito | Lemma: ito | a56_198_tags.txt | SN:2 | TN:1
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:28 | TN:4
Word: ito | Lemma: nito | a56_200_tags.txt | SN:37 | TN:6
Word: ito | Lemma: ito | a56_238to240_tags.txt | SN:23 | TN:14
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:17 | TN:1
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:103 | TN:10
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:23 | TN:8
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:13 | TN:10
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:7 | TN:13
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:144 | TN:4
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:13 | TN:4
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:51 | TN:5
Word: ito | Lemma: ito | a56_223_tags.txt | SN:5 | TN:3
Word: ito | Lemma: ito | lopez_clement_s11_tags.txt | SN:26 | TN:4
Word: ito | Lemma: ito | a56_224_tags.txt | SN:17 | TN:37
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:58 | TN:10
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:83 | TN:19
Word: ito | Lemma: ito | a56_235to237_tags.txt | SN:67 | TN:8
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:158 | TN:17
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:17 | TN:1
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:19 | TN:3
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:76 | TN:3
Word: ito | Lemma: ito | a56_225_tags.txt | SN:21 | TN:7
Word: ito | Lemma: ito | a56_249_tags.txt | SN:4 | TN:23
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:57 | TN:1
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:26 | TN:7
Word: ito | Lemma: ito | a56_238to240_tags.txt | SN:22 | TN:3
Word: ito | Lemma: ito | a56_259_tags.txt | SN:16 | TN:15
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:96 | TN:33
Word: ito | Lemma: ito | a56_238to240_tags.txt | SN:44 | TN:3
Word: ito | Lemma: ito | a56_260_tags.txt | SN:3 | TN:32
Word: ito | Lemma: ito | a56_225_tags.txt | SN:25 | TN:43
Word: ito | Lemma: ito | a56_235to237_tags.txt | SN:3 | TN:1
Word: ito | Lemma: ito | a56_251_tags.txt | SN:6 | TN:14
Word: ito | Lemma: ito | a56_198_tags.txt | SN:37 | TN:3
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:33 | TN:1
Word: ito | Lemma: ito | a56_249_tags.txt | SN:6 | TN:7
Word: ito | Lemma: ito | a56_213_tags.txt | SN:17 | TN:58
Word: ito | Lemma: ito | a56_198_tags.txt | SN:9 | TN:34
Word: ito | Lemma: ito | a56_204_tags.txt | SN:15 | TN:3
Word: ito | Lemma: ito | a56_213_tags.txt | SN:1 | TN:20
Word: ito | Lemma: ito | a56_198_tags.txt | SN:27 | TN:29
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:24 | TN:26
Word: ito | Lemma: ito | a56_260_tags.txt | SN:3 | TN:3
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:14 | TN:23
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:21 | TN:38
Word: ito | Lemma: ito | a56_227_tags.txt | SN:26 | TN:2
Word: ito | Lemma: ito | a56_235to237_tags.txt | SN:21 | TN:7
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:119 | TN:13
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:42 | TN:6
Word: ito | Lemma: ito | a56_249_tags.txt | SN:9 | TN:32
Word: ito | Lemma: ito | a56_251_tags.txt | SN:31 | TN:1
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:132 | TN:1
Word: ito | Lemma: ito | a56_225_tags.txt | SN:19 | TN:11
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:29 | TN:28
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:50 | TN:2
Word: ito | Lemma: ito | a56_193to197_tags.txt | SN:65 | TN:81
Word: ito | Lemma: ito | a56_224_tags.txt | SN:16 | TN:1
Word: ito | Lemma: ito | a56_264_tags.txt | SN:21 | TN:29
Word: ito | Lemma: ito | a56_247_tags.txt | SN:23 | TN:1
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:64 | TN:8
Word: ito | Lemma: ito | a56_214_tags.txt | SN:3 | TN:3
Word: ito | Lemma: ito | a56_181to186_tags.txt | SN:62 | TN:7
Word: ito | Lemma: ito | a56_200_tags.txt | SN:36 | TN:5
Word: ito | Lemma: ito | a56_223_tags.txt | SN:15 | TN:2
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:82 | TN:14
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:25 | TN:1
Word: ito | Lemma: ito | cua_bernice_s11_tags.txt | SN:85 | TN:11
Word: ito | Lemma: ito | a56_200_tags.txt | SN:16 | TN:13
Word: ito | Lemma: ito | a56_259_tags.txt | SN:17 | TN:4
Word: ito | Lemma: ito | a56_260_tags.txt | SN:4 | TN:10
Word: ito | Lemma: ito | a56_224_tags.txt | SN:17 | TN:30
Word: ito | Lemma: ito | a56_253to258_tags.txt | SN:118 | TN:31
Word: ito | Lemma: ito | a56_264_tags.txt | SN:26 | TN:28
Word: ito | Lemma: ito | a56_248_tags.txt | SN:28 | TN:14
Word: ito | Lemma: ito | a56_249_tags.txt | SN:3 | TN:19
Word: ito | Lemma: ito | lopez_clement_s11_tags.txt | SN:54 | TN:8
Word: ito | Lemma: ito | a56_248_tags.txt | SN:8 | TN:3
Word: ito’y | Lemma: ito’y | a56_260_tags.txt | SN:16 | TN:8
Word: iyan | Lemma: iyan | a56_247_tags.txt | SN:6 | TN:60
Word: iyon | Lemma: iyon | a56_181to186_tags.txt | SN:1 | TN:20
Word: iyon | Lemma: iyon | a56_181to186_tags.txt | SN:2 | TN:8
Word: iyon | Lemma: iyon | a56_181to186_tags.txt | SN:8 | TN:31
Word: iyon | Lemma: iyon | a56_181to186_tags.txt | SN:58 | TN:21
Word: iyon | Lemma: iyon | a56_247_tags.txt | SN:10 | TN:28
Word: iyon | Lemma: iyon | a56_227_tags.txt | SN:21 | TN:38
Word: iyon | Lemma: iyon | a56_181to186_tags.txt | SN:66 | TN:36
Word: iyon | Lemma: iyon | a56_227_tags.txt | SN:26 | TN:8
Word: iyon | Lemma: iyon | a56_235to237_tags.txt | SN:61 | TN:12
Word: iyon | Lemma: iyon | lopez_clement_s11_tags.txt | SN:6 | TN:47
Word: iyon | Lemma: iyon | a56_250_tags.txt | SN:8 | TN:20
Word: iyon | Lemma: iyon | a56_252_tags.txt | SN:8 | TN:30
Word: iyon | Lemma: iyon | a56_193to197_tags.txt | SN:22 | TN:3
Word: iyon | Lemma: iyon | a56_214_tags.txt | SN:22 | TN:3
Word: iyon | Lemma: iyon | a56_224_tags.txt | SN:4 | TN:4
Word: iyon | Lemma: iyon | a56_227_tags.txt | SN:26 | TN:10
Word: iyon | Lemma: iyon | a56_193to197_tags.txt | SN:58 | TN:49
Word: iyon | Lemma: iyon | a56_211_tags.txt | SN:13 | TN:2
Word: iyon | Lemma: iyon | a56_214_tags.txt | SN:20 | TN:3
Word: iyon | Lemma: iyon | a56_212_tags.txt | SN:17 | TN:35
Word: iyon | Lemma: iyon | a56_247_tags.txt | SN:9 | TN:12
Word: iyon | Lemma: iyon | a56_253to258_tags.txt | SN:62 | TN:2
Word: iyon | Lemma: iyon | a56_228_tags.txt | SN:10 | TN:2
Word: iyon | Lemma: iyon | a56_228_tags.txt | SN:13 | TN:14
Word: kadahilan | Lemma: dahilan | cua_bernice_s11_tags.txt | SN:83 | TN:19
Word: nito | Lemma: nito | a56_181to186_tags.txt | SN:55 | TN:1
Word: nito | Lemma: nito | a56_181to186_tags.txt | SN:34 | TN:30
Word: nito | Lemma: nito | a56_181to186_tags.txt | SN:50 | TN:31
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:76 | TN:8
Word: nito | Lemma: nito | a56_181to186_tags.txt | SN:89 | TN:10
Word: nito | Lemma: nito | a56_226_tags.txt | SN:3 | TN:10
Word: nito | Lemma: nito | a56_259_tags.txt | SN:10 | TN:22
Word: nito | Lemma: nito | a56_193to197_tags.txt | SN:95 | TN:20
Word: nito | Lemma: nito | a56_198_tags.txt | SN:27 | TN:26
Word: nito | Lemma: nito | a56_228_tags.txt | SN:9 | TN:1
Word: nito | Lemma: nito | a56_200_tags.txt | SN:1 | TN:15
Word: nito | Lemma: nito | a56_200_tags.txt | SN:13 | TN:23
Word: nito | Lemma: nito | a56_224_tags.txt | SN:21 | TN:8
Word: nito | Lemma: nito | a56_253to258_tags.txt | SN:88 | TN:12
Word: nito | Lemma: nito | a56_228_tags.txt | SN:10 | TN:17
Word: nito | Lemma: nito | a56_204_tags.txt | SN:14 | TN:11
Word: nito | Lemma: nito | a56_253to258_tags.txt | SN:105 | TN:14
Word: nito | Lemma: nito | a56_200_tags.txt | SN:15 | TN:1
Word: nito | Lemma: nito | a56_204_tags.txt | SN:2 | TN:15
Word: nito | Lemma: nito | a56_223_tags.txt | SN:23 | TN:40
Word: nito | Lemma: nito | a56_181to186_tags.txt | SN:107 | TN:3
Word: nito | Lemma: nito | a56_193to197_tags.txt | SN:29 | TN:9
Word: nito | Lemma: ito | cua_bernice_s11_tags.txt | SN:59 | TN:3
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:73 | TN:5
Word: nito | Lemma: nito | lopez_clement_s11_tags.txt | SN:51 | TN:25
Word: nito | Lemma: nito | a56_193to197_tags.txt | SN:43 | TN:16
Word: nito | Lemma: nito | a56_235to237_tags.txt | SN:21 | TN:2
Word: nito | Lemma: nito | lopez_clement_s11_tags.txt | SN:51 | TN:18
Word: nito | Lemma: nito | a56_253to258_tags.txt | SN:1 | TN:5
Word: nito | Lemma: nito | a56_200_tags.txt | SN:2 | TN:12
Word: nito | Lemma: nito | a56_248_tags.txt | SN:27 | TN:1
Word: nito | Lemma: nito | a56_253to258_tags.txt | SN:129 | TN:16
Word: nito | Lemma: nito | a56_259_tags.txt | SN:20 | TN:26
Word: nito | Lemma: nito | lopez_clement_s11_tags.txt | SN:45 | TN:1
Word: nito | Lemma: nito | a56_253to258_tags.txt | SN:46 | TN:25
Word: nito | Lemma: nito | a56_224_tags.txt | SN:21 | TN:28
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:35 | TN:9
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:15 | TN:27
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:104 | TN:16
Word: nito | Lemma: nito | lopez_clement_s11_tags.txt | SN:5 | TN:23
Word: nito | Lemma: nito | a56_204_tags.txt | SN:12 | TN:24
Word: nito | Lemma: nito | a56_193to197_tags.txt | SN:59 | TN:37
Word: nito | Lemma: nito | a56_193to197_tags.txt | SN:71 | TN:16
Word: nito | Lemma: nito | a56_235to237_tags.txt | SN:35 | TN:1
Word: nito | Lemma: nito | a56_238to240_tags.txt | SN:17 | TN:1
Word: nito | Lemma: nito | lopez_clement_s11_tags.txt | SN:47 | TN:8
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:60 | TN:5
Word: nito | Lemma: nito | a56_235to237_tags.txt | SN:44 | TN:21
Word: nito | Lemma: nito | a56_253to258_tags.txt | SN:173 | TN:1
Word: nito | Lemma: nito | a56_263_tags.txt | SN:11 | TN:12
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:57 | TN:1
Word: nito | Lemma: nito | a56_200_tags.txt | SN:33 | TN:1
Word: nito | Lemma: nito | lopez_clement_s11_tags.txt | SN:50 | TN:1
Word: nito | Lemma: nito | a56_264_tags.txt | SN:4 | TN:10
Word: nito | Lemma: nito | cua_bernice_s11_tags.txt | SN:9 | TN:13
Word: niyon | Lemma: niyon | a56_228_tags.txt | SN:13 | TN:18
Word: pagkatapos | Lemma: tapos | a56_252_tags.txt | SN:9 | TN:28
Word: rito | Lemma: rito | a56_226_tags.txt | SN:3 | TN:15
Word: rito | Lemma: rito | a56_235to237_tags.txt | SN:13 | TN:15
Word: rito | Lemma: rito | a56_247_tags.txt | SN:9 | TN:2
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:34 | TN:1
Word: yung | Lemma: yung | a56_253to258_tags.txt | SN:38 | TN:11
Word: yung | Lemma: yung | a56_212_tags.txt | SN:13 | TN:23
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:23 | TN:10
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:24 | TN:2
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:34 | TN:9
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:62 | TN:8
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:44 | TN:14
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:54 | TN:10
Word: yung | Lemma: yung | cua_bernice_s11_tags.txt | SN:55 | TN:9
