POS Tag: FW
fissures | a56_181to186_tags.txt | SN:27 | TN:48
typical | a56_181to186_tags.txt | SN:39 | TN:29
Phenotypically | a56_181to186_tags.txt | SN:51 | TN:0
folinic | a56_181to186_tags.txt | SN:138 | TN:19
extant | a56_250_tags.txt | SN:11 | TN:6
aether | a56_193to197_tags.txt | SN:89 | TN:33
diabetic | a56_181to186_tags.txt | SN:97 | TN:24
carbon | a56_200_tags.txt | SN:10 | TN:34
electron | a56_193to197_tags.txt | SN:106 | TN:21
hydrophilic | a56_200_tags.txt | SN:14 | TN:6
syndicated | a56_226_tags.txt | SN:2 | TN:35
give | a56_253to258_tags.txt | SN:3 | TN:11
gene | a56_181to186_tags.txt | SN:96 | TN:59
nationally | a56_226_tags.txt | SN:2 | TN:34
light | a56_213_tags.txt | SN:17 | TN:38
neurodegenerative | a56_181to186_tags.txt | SN:101 | TN:10
cooling | a56_200_tags.txt | SN:40 | TN:22
style | a56_253to258_tags.txt | SN:104 | TN:10
aniline | a56_200_tags.txt | SN:10 | TN:41
waterproofing | a56_200_tags.txt | SN:14 | TN:23
care | a56_200_tags.txt | SN:3 | TN:14
racing | a56_252_tags.txt | SN:12 | TN:15
lingua | a56_204_tags.txt | SN:25 | TN:13
meiotic | a56_181to186_tags.txt | SN:40 | TN:11
rock | a56_251_tags.txt | SN:29 | TN:8
arabic | a56_200_tags.txt | SN:10 | TN:22
physics | a56_193to197_tags.txt | SN:99 | TN:25
azo | a56_200_tags.txt | SN:10 | TN:37
malignancies | a56_181to186_tags.txt | SN:96 | TN:19
event | a56_181to186_tags.txt | SN:56 | TN:4
beeswax | a56_198_tags.txt | SN:4 | TN:19
plunge-diving | cua_bernice_s11_tags.txt | SN:81 | TN:22
middle-class | a56_250_tags.txt | SN:9 | TN:22
change-up | a56_253to258_tags.txt | SN:98 | TN:35
droplets | a56_193to197_tags.txt | SN:59 | TN:49
sperm | a56_181to186_tags.txt | SN:41 | TN:17
Serra_da_Estrela | a56_264_tags.txt | SN:28 | TN:10
eugenics | a56_181to186_tags.txt | SN:90 | TN:3
naphtha | a56_200_tags.txt | SN:10 | TN:8
songs | a56_235to237_tags.txt | SN:61 | TN:8
proximal | a56_181to186_tags.txt | SN:117 | TN:1
board_of_directors | a56_223_tags.txt | SN:22 | TN:11
ethicists | a56_181to186_tags.txt | SN:89 | TN:5
economic | a56_181to186_tags.txt | SN:63 | TN:10
intercepts | a56_212_tags.txt | SN:5 | TN:6
board | a56_253to258_tags.txt | SN:16 | TN:27
alliance | a56_261_tags.txt | SN:15 | TN:11
optikal | a56_193to197_tags.txt | SN:99 | TN:11
fertility | a56_181to186_tags.txt | SN:66 | TN:31
sound | a56_193to197_tags.txt | SN:82 | TN:12
drum | a56_247_tags.txt | SN:13 | TN:8
section | a56_238to240_tags.txt | SN:63 | TN:16
chamber | a56_200_tags.txt | SN:40 | TN:23
abolitionist | a56_193to197_tags.txt | SN:52 | TN:22
partisan | a56_253to258_tags.txt | SN:4 | TN:4
piket | a56_212_tags.txt | SN:3 | TN:36
copyediting | lopez_clement_s11_tags.txt | SN:5 | TN:9
bean | a56_181to186_tags.txt | SN:92 | TN:22
group | a56_181to186_tags.txt | SN:66 | TN:34
testicular | a56_181to186_tags.txt | SN:96 | TN:26
drinking | a56_251_tags.txt | SN:15 | TN:26
percutaneous | a56_181to186_tags.txt | SN:72 | TN:37
like | lopez_clement_s11_tags.txt | SN:4 | TN:40
lifeless | a56_238to240_tags.txt | SN:18 | TN:14
meno_de_ | a56_253to258_tags.txt | SN:168 | TN:29
water | a56_200_tags.txt | SN:35 | TN:12
Países | a56_263_tags.txt | SN:18 | TN:34
cord | a56_181to186_tags.txt | SN:72 | TN:39
market | lopez_clement_s11_tags.txt | SN:20 | TN:36
sequence | a56_181to186_tags.txt | SN:126 | TN:21
square | cua_bernice_s11_tags.txt | SN:19 | TN:11
Battle_of_Sao_Mamede | a56_263_tags.txt | SN:24 | TN:13
out-of-print | lopez_clement_s11_tags.txt | SN:49 | TN:33
marker | a56_181to186_tags.txt | SN:122 | TN:25
techniques | a56_181to186_tags.txt | SN:123 | TN:5
Continental | a56_249_tags.txt | SN:21 | TN:1
crease | a56_181to186_tags.txt | SN:27 | TN:7
line | a56_212_tags.txt | SN:3 | TN:37
cytoplasm | a56_181to186_tags.txt | SN:109 | TN:20
polished | a56_198_tags.txt | SN:32 | TN:37
evacuee | a56_226_tags.txt | SN:17 | TN:19
prenatal | a56_181to186_tags.txt | SN:71 | TN:2
emulsion | a56_200_tags.txt | SN:9 | TN:5
Poèmes_d'_amour | a56_235to237_tags.txt | SN:63 | TN:6
alarm | cua_bernice_s11_tags.txt | SN:40 | TN:9
transgenic | a56_181to186_tags.txt | SN:37 | TN:7
photoelectric | a56_193to197_tags.txt | SN:106 | TN:7
park | a56_260_tags.txt | SN:11 | TN:12
amniocentesis | a56_181to186_tags.txt | SN:72 | TN:27
selective | a56_238to240_tags.txt | SN:58 | TN:5
chromosome | a56_181to186_tags.txt | SN:111 | TN:3
electric | a56_193to197_tags.txt | SN:96 | TN:24
dysregulation | a56_181to186_tags.txt | SN:104 | TN:27
groups | a56_238to240_tags.txt | SN:58 | TN:7
dermatogylphs | a56_181to186_tags.txt | SN:31 | TN:135
soda | a56_198_tags.txt | SN:2 | TN:9
duplication | a56_181to186_tags.txt | SN:56 | TN:3
factors | a56_181to186_tags.txt | SN:94 | TN:33
re-entry | a56_253to258_tags.txt | SN:161 | TN:27
phenotypes | a56_181to186_tags.txt | SN:104 | TN:11
wireless | a56_193to197_tags.txt | SN:98 | TN:26
spew | a56_198_tags.txt | SN:30 | TN:23
blacking | a56_198_tags.txt | SN:7 | TN:4
flights | cua_bernice_s11_tags.txt | SN:55 | TN:6
account | a56_193to197_tags.txt | SN:103 | TN:21
