POS Tag: VB_TS_AF
Word: Bumaba | Lemma: Baba | cua_bernice_s11_tags.txt | SN:103 | TN:0
Word: sumunod | Lemma: sunod | a56_213_tags.txt | SN:35 | TN:31
Word: sumunod | Lemma: sunod | a56_228_tags.txt | SN:4 | TN:1
Word: sumunod | Lemma: sunod | a56_238to240_tags.txt | SN:10 | TN:19
Word: tumakas | Lemma: takas | a56_235to237_tags.txt | SN:32 | TN:6
Word: tumalikod | Lemma: talikod | a56_238to240_tags.txt | SN:4 | TN:39
Word: tumambang | Lemma: tambang | a56_212_tags.txt | SN:37 | TN:25
Word: tumanggap | Lemma: tanggap | a56_223_tags.txt | SN:22 | TN:6
Word: tumanggap | Lemma: tanggap | a56_252_tags.txt | SN:19 | TN:15
Word: tumanggi | Lemma: tanggi | a56_224_tags.txt | SN:10 | TN:10
Word: tumawag | Lemma: tawag | a56_253to258_tags.txt | SN:173 | TN:4
Word: tumawag | Lemma: tawag | a56_259_tags.txt | SN:21 | TN:8
Word: tumawid | Lemma: tawid | a56_248_tags.txt | SN:4 | TN:42
Word: tumawid | Lemma: tawid | a56_249_tags.txt | SN:16 | TN:24
Word: tumigas | Lemma: tigas | a56_200_tags.txt | SN:13 | TN:16
Word: tumingin | Lemma: tingin | a56_238to240_tags.txt | SN:53 | TN:9
Word: tumingin | Lemma: tingin | a56_253to258_tags.txt | SN:132 | TN:31
Word: tumira | Lemma: tira | a56_238to240_tags.txt | SN:55 | TN:7
Word: tumira | Lemma: tira | a56_238to240_tags.txt | SN:61 | TN:11
Word: tumira | Lemma: tira | a56_251_tags.txt | SN:14 | TN:7
Word: tumugon | Lemma: tugon | a56_227_tags.txt | SN:15 | TN:6
Word: tumulong | Lemma: tulong | a56_238to240_tags.txt | SN:26 | TN:15
Word: tumungo | Lemma: tungo | a56_213_tags.txt | SN:29 | TN:24
Word: umabante | Lemma: abante | a56_253to258_tags.txt | SN:117 | TN:1
Word: umakit | Lemma: akit | a56_251_tags.txt | SN:5 | TN:25
Word: umako | Lemma: ako | a56_235to237_tags.txt | SN:27 | TN:6
Word: umalis | Lemma: alis | a56_228_tags.txt | SN:8 | TN:15
Word: umalis | Lemma: alis | a56_247_tags.txt | SN:5 | TN:8
Word: umalis | Lemma: alis | a56_253to258_tags.txt | SN:55 | TN:1
Word: umalis | Lemma: alis | a56_264_tags.txt | SN:1 | TN:16
Word: umambag | Lemma: ambag | a56_251_tags.txt | SN:1 | TN:9
Word: umilag | Lemma: ilag | a56_214_tags.txt | SN:36 | TN:15
Word: umunlad | Lemma: unlad | a56_263_tags.txt | SN:17 | TN:4
Word: yumabong | Lemma: yabong | a56_226_tags.txt | SN:23 | TN:6
Word: yumabong | Lemma: yabong | a56_235to237_tags.txt | SN:11 | TN:5
