POS Tag: RBD
mabagal | cua_bernice_s11_tags.txt | SN:80 | TN:11
nakakaakit | a56_253to258_tags.txt | SN:134 | TN:11
pamamagitan | a56_181to186_tags.txt | SN:29 | TN:12
isamapa | a56_181to186_tags.txt | SN:122 | TN:1
nakapagdulot | lopez_clement_s11_tags.txt | SN:54 | TN:1
dahan-dahan | a56_200_tags.txt | SN:41 | TN:3
pabalik | a56_253to258_tags.txt | SN:94 | TN:9
sapilitang | a56_227_tags.txt | SN:21 | TN:18
Nakaakit | a56_251_tags.txt | SN:14 | TN:0
bumagsak | a56_204_tags.txt | SN:7 | TN:20
dagdagan | a56_238to240_tags.txt | SN:62 | TN:14
takutin | a56_193to197_tags.txt | SN:35 | TN:15
nakakatakot | a56_238to240_tags.txt | SN:2 | TN:4
karaniwang | a56_238to240_tags.txt | SN:76 | TN:8
pormal | a56_227_tags.txt | SN:20 | TN:6
hiwalay | a56_200_tags.txt | SN:34 | TN:18
pakawalan | a56_235to237_tags.txt | SN:27 | TN:26
ipinahayag | a56_181to186_tags.txt | SN:3 | TN:10
alamin | a56_213_tags.txt | SN:2 | TN:16
nakakagulat | lopez_clement_s11_tags.txt | SN:58 | TN:1
tiyak | lopez_clement_s11_tags.txt | SN:63 | TN:51
Paulit-ulit | a56_211_tags.txt | SN:9 | TN:0
regular | a56_223_tags.txt | SN:23 | TN:15
muntikan | a56_214_tags.txt | SN:7 | TN:12
malapit | a56_238to240_tags.txt | SN:57 | TN:15
paikot | cua_bernice_s11_tags.txt | SN:24 | TN:8
isinulat | a56_193to197_tags.txt | SN:35 | TN:9
makaupa | a56_238to240_tags.txt | SN:68 | TN:27
matuyo | a56_200_tags.txt | SN:13 | TN:14
konti | a56_213_tags.txt | SN:26 | TN:8
masyado | a56_214_tags.txt | SN:40 | TN:42
alipustahin | a56_181to186_tags.txt | SN:8 | TN:47
propesyonal | a56_181to186_tags.txt | SN:15 | TN:4
mabuhay | lopez_clement_s11_tags.txt | SN:8 | TN:6
palabas | a56_253to258_tags.txt | SN:102 | TN:33
naging | a56_198_tags.txt | SN:3 | TN:11
sabik | a56_211_tags.txt | SN:17 | TN:20
mangingibabaw | a56_235to237_tags.txt | SN:34 | TN:32
mataas | a56_181to186_tags.txt | SN:27 | TN:43
Tiyak | a56_264_tags.txt | SN:28 | TN:0
mahina | a56_212_tags.txt | SN:37 | TN:23
nakapagpadala | a56_238to240_tags.txt | SN:33 | TN:54
nakatataas | a56_227_tags.txt | SN:4 | TN:98
napapakintab | a56_198_tags.txt | SN:1 | TN:28
paunti-unti | a56_198_tags.txt | SN:13 | TN:3
nakatatanggap | lopez_clement_s11_tags.txt | SN:25 | TN:19
Nagtangkang | a56_225_tags.txt | SN:11 | TN:0
padula | a56_228_tags.txt | SN:13 | TN:23
binago | a56_193to197_tags.txt | SN:104 | TN:18
malawak | a56_214_tags.txt | SN:3 | TN:46
matagumpay | a56_253to258_tags.txt | SN:65 | TN:5
panlabas | a56_181to186_tags.txt | SN:26 | TN:13
nakapunan | lopez_clement_s11_tags.txt | SN:53 | TN:23
pabilog | a56_193to197_tags.txt | SN:79 | TN:10
basta-bastang | a56_228_tags.txt | SN:12 | TN:8
tahas | a56_181to186_tags.txt | SN:130 | TN:1
inamin | a56_181to186_tags.txt | SN:15 | TN:41
natalo | a56_181to186_tags.txt | SN:14 | TN:39
pabagu-bago | a56_181to186_tags.txt | SN:47 | TN:2
daglian | a56_227_tags.txt | SN:9 | TN:7
nakakaranas | cua_bernice_s11_tags.txt | SN:3 | TN:12
nakaaapekto | a56_181to186_tags.txt | SN:33 | TN:11
naging_kakilala | a56_226_tags.txt | SN:21 | TN:6
Nakalista | lopez_clement_s11_tags.txt | SN:61 | TN:0
matapos | a56_224_tags.txt | SN:17 | TN:45
naka-black_and_white | a56_224_tags.txt | SN:27 | TN:21
nakasuot | a56_227_tags.txt | SN:14 | TN:14
nakakuha | a56_238to240_tags.txt | SN:71 | TN:22
pansin | a56_225_tags.txt | SN:17 | TN:3
na | a56_181to186_tags.txt | SN:8 | TN:46
mag-isa | cua_bernice_s11_tags.txt | SN:71 | TN:15
Halos | lopez_clement_s11_tags.txt | SN:52 | TN:0
nananatili | a56_223_tags.txt | SN:21 | TN:10
Palagian | a56_224_tags.txt | SN:20 | TN:0
ipinadala | a56_181to186_tags.txt | SN:15 | TN:6
ng | a56_181to186_tags.txt | SN:100 | TN:10
mapagbigay | a56_181to186_tags.txt | SN:10 | TN:41
nakaparangal | a56_193to197_tags.txt | SN:78 | TN:26
malayang | a56_213_tags.txt | SN:43 | TN:20
napayagang | a56_227_tags.txt | SN:20 | TN:8
nakapaghihikayat | a56_260_tags.txt | SN:9 | TN:17
nakapagprodyus | a56_223_tags.txt | SN:12 | TN:19
madali | a56_200_tags.txt | SN:42 | TN:11
nakatuon | lopez_clement_s11_tags.txt | SN:68 | TN:12
masamang | a56_225_tags.txt | SN:24 | TN:19
medyo | a56_235to237_tags.txt | SN:41 | TN:15
tumakas | a56_235to237_tags.txt | SN:11 | TN:33
madalas | a56_224_tags.txt | SN:21 | TN:21
maghanap | a56_193to197_tags.txt | SN:109 | TN:18
mahusay | a56_193to197_tags.txt | SN:59 | TN:21
Nakatayo | a56_238to240_tags.txt | SN:73 | TN:0
naka-print_run | lopez_clement_s11_tags.txt | SN:42 | TN:29
ganap | lopez_clement_s11_tags.txt | SN:52 | TN:1
radikal | a56_193to197_tags.txt | SN:104 | TN:16
Nangangarap | a56_212_tags.txt | SN:1 | TN:0
Magiliw | a56_227_tags.txt | SN:24 | TN:0
nakalakbay | cua_bernice_s11_tags.txt | SN:23 | TN:30
Nakahatak | a56_251_tags.txt | SN:30 | TN:0
pahabain | cua_bernice_s11_tags.txt | SN:72 | TN:10
maagang | a56_181to186_tags.txt | SN:29 | TN:11
ipinapakita | a56_193to197_tags.txt | SN:39 | TN:1
palaganapin | a56_193to197_tags.txt | SN:92 | TN:18
palalim | a56_181to186_tags.txt | SN:23 | TN:7
Nakatuon | lopez_clement_s11_tags.txt | SN:38 | TN:0
natapos | a56_193to197_tags.txt | SN:46 | TN:22
nakaayos | a56_253to258_tags.txt | SN:23 | TN:47
