POS Tag: CCP
Word:  | Lemma:  | cua_bernice_s11_tags.txt | SN:23 | TN:19
Word: na | Lemma: na | a56_181to186_tags.txt | SN:61 | TN:8
Word: na | Lemma: na | a56_181to186_tags.txt | SN:15 | TN:16
Word: na | Lemma: na | a56_225_tags.txt | SN:5 | TN:8
Word: na | Lemma: na | a56_181to186_tags.txt | SN:102 | TN:5
Word: na | Lemma: na | a56_261_tags.txt | SN:9 | TN:6
Word: na | Lemma: na | a56_238to240_tags.txt | SN:76 | TN:4
Word: na | Lemma: na | a56_259_tags.txt | SN:28 | TN:13
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:80 | TN:12
Word: na | Lemma: na | a56_193to197_tags.txt | SN:80 | TN:20
Word: na | Lemma: na | a56_181to186_tags.txt | SN:49 | TN:10
Word: na | Lemma: na | a56_181to186_tags.txt | SN:2 | TN:7
Word: na | Lemma: na | a56_181to186_tags.txt | SN:8 | TN:29
Word: na | Lemma: na | a56_211_tags.txt | SN:17 | TN:21
Word: na | Lemma: na | a56_253to258_tags.txt | SN:67 | TN:13
Word: na | Lemma: na | a56_193to197_tags.txt | SN:21 | TN:10
Word: na | Lemma: na | a56_193to197_tags.txt | SN:47 | TN:6
Word: na | Lemma: na | a56_253to258_tags.txt | SN:46 | TN:10
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:61 | TN:24
Word: na | Lemma: na | a56_235to237_tags.txt | SN:52 | TN:6
Word: na | Lemma: na | a56_181to186_tags.txt | SN:68 | TN:13
Word: na | Lemma: na | a56_181to186_tags.txt | SN:125 | TN:12
Word: na | Lemma: na | a56_250_tags.txt | SN:10 | TN:26
Word: na | Lemma: na | a56_263_tags.txt | SN:14 | TN:2
Word: na | Lemma: na | a56_212_tags.txt | SN:9 | TN:17
Word: na | Lemma: na | a56_235to237_tags.txt | SN:50 | TN:7
Word: na | Lemma: na | a56_238to240_tags.txt | SN:73 | TN:15
Word: na | Lemma: na | a56_238to240_tags.txt | SN:40 | TN:15
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:49 | TN:19
Word: na | Lemma: na | a56_193to197_tags.txt | SN:95 | TN:25
Word: na | Lemma: na | a56_214_tags.txt | SN:14 | TN:6
Word: na | Lemma: na | a56_198_tags.txt | SN:32 | TN:6
Word: na | Lemma: na | a56_193to197_tags.txt | SN:58 | TN:48
Word: na | Lemma: na | a56_193to197_tags.txt | SN:65 | TN:14
Word: na | Lemma: na | a56_247_tags.txt | SN:3 | TN:11
Word: na | Lemma: na | a56_259_tags.txt | SN:20 | TN:31
Word: na | Lemma: na | a56_211_tags.txt | SN:31 | TN:14
Word: na | Lemma: na | a56_223_tags.txt | SN:5 | TN:52
Word: na | Lemma: na | a56_253to258_tags.txt | SN:134 | TN:44
Word: na | Lemma: na | a56_181to186_tags.txt | SN:32 | TN:26
Word: na | Lemma: na | a56_248_tags.txt | SN:29 | TN:30
Word: na | Lemma: na | a56_198_tags.txt | SN:29 | TN:32
Word: na | Lemma: na | a56_211_tags.txt | SN:17 | TN:28
Word: na | Lemma: na | a56_212_tags.txt | SN:27 | TN:3
Word: na | Lemma: na | a56_181to186_tags.txt | SN:66 | TN:35
Word: na | Lemma: na | a56_193to197_tags.txt | SN:39 | TN:15
Word: na | Lemma: na | a56_193to197_tags.txt | SN:76 | TN:34
Word: na | Lemma: na | a56_181to186_tags.txt | SN:143 | TN:35
Word: na | Lemma: na | a56_213_tags.txt | SN:39 | TN:19
Word: na | Lemma: na | a56_253to258_tags.txt | SN:166 | TN:16
Word: na | Lemma: na | a56_193to197_tags.txt | SN:110 | TN:14
Word: na | Lemma: na | a56_235to237_tags.txt | SN:24 | TN:8
Word: na | Lemma: na | a56_238to240_tags.txt | SN:65 | TN:15
Word: na | Lemma: na | a56_253to258_tags.txt | SN:47 | TN:10
Word: na | Lemma: na | a56_253to258_tags.txt | SN:84 | TN:33
Word: na | Lemma: na | a56_226_tags.txt | SN:6 | TN:44
Word: na | Lemma: na | a56_250_tags.txt | SN:23 | TN:5
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:13 | TN:7
Word: na | Lemma: na | a56_247_tags.txt | SN:2 | TN:22
Word: na | Lemma: na | a56_214_tags.txt | SN:43 | TN:25
Word: na | Lemma: na | a56_223_tags.txt | SN:16 | TN:14
Word: na | Lemma: na | a56_200_tags.txt | SN:35 | TN:2
Word: na | Lemma: na | a56_193to197_tags.txt | SN:61 | TN:35
Word: na | Lemma: na | a56_214_tags.txt | SN:36 | TN:14
Word: na | Lemma: na | a56_211_tags.txt | SN:17 | TN:8
Word: na | Lemma: na | a56_211_tags.txt | SN:23 | TN:42
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:72 | TN:15
Word: na | Lemma: na | a56_253to258_tags.txt | SN:23 | TN:12
Word: na | Lemma: na | a56_253to258_tags.txt | SN:23 | TN:42
Word: na | Lemma: na | a56_212_tags.txt | SN:13 | TN:28
Word: na | Lemma: na | a56_253to258_tags.txt | SN:97 | TN:18
Word: na | Lemma: na | a56_247_tags.txt | SN:10 | TN:22
Word: na | Lemma: na | a56_193to197_tags.txt | SN:108 | TN:14
Word: na | Lemma: na | a56_181to186_tags.txt | SN:94 | TN:45
Word: na | Lemma: na | a56_253to258_tags.txt | SN:127 | TN:25
Word: na | Lemma: na | a56_211_tags.txt | SN:29 | TN:6
Word: na | Lemma: na | a56_253to258_tags.txt | SN:83 | TN:6
Word: na | Lemma: na | a56_253to258_tags.txt | SN:7 | TN:6
Word: na | Lemma: na | a56_253to258_tags.txt | SN:48 | TN:15
Word: na | Lemma: na | a56_235to237_tags.txt | SN:8 | TN:14
Word: na | Lemma: na | a56_193to197_tags.txt | SN:23 | TN:3
Word: na | Lemma: na | a56_260_tags.txt | SN:2 | TN:24
Word: na | Lemma: na | a56_193to197_tags.txt | SN:65 | TN:32
Word: na | Lemma: na | a56_181to186_tags.txt | SN:126 | TN:12
Word: na | Lemma: na | a56_181to186_tags.txt | SN:75 | TN:6
Word: na | Lemma: na | a56_181to186_tags.txt | SN:37 | TN:22
Word: na | Lemma: na | a56_181to186_tags.txt | SN:41 | TN:6
Word: na | Lemma: na | a56_181to186_tags.txt | SN:118 | TN:8
Word: na | Lemma: na | a56_214_tags.txt | SN:40 | TN:21
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:25 | TN:10
Word: na | Lemma: na | a56_259_tags.txt | SN:22 | TN:25
Word: na | Lemma: na | a56_260_tags.txt | SN:9 | TN:16
Word: na | Lemma: na | a56_228_tags.txt | SN:14 | TN:9
Word: na | Lemma: na | a56_235to237_tags.txt | SN:63 | TN:11
Word: na | Lemma: na | a56_253to258_tags.txt | SN:172 | TN:9
Word: na | Lemma: na | a56_238to240_tags.txt | SN:3 | TN:61
Word: na | Lemma: na | a56_260_tags.txt | SN:4 | TN:9
Word: na | Lemma: na | a56_250_tags.txt | SN:9 | TN:1
Word: na | Lemma: na | a56_213_tags.txt | SN:51 | TN:20
Word: na | Lemma: na | a56_181to186_tags.txt | SN:87 | TN:39
Word: na | Lemma: na | a56_224_tags.txt | SN:9 | TN:31
Word: na | Lemma: na | a56_259_tags.txt | SN:28 | TN:42
Word: na | Lemma: na | a56_200_tags.txt | SN:13 | TN:2
Word: na | Lemma: na | a56_253to258_tags.txt | SN:141 | TN:9
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:6 | TN:7
Word: na | Lemma: na | a56_226_tags.txt | SN:17 | TN:12
Word: na | Lemma: na | a56_252_tags.txt | SN:13 | TN:2
Word: na | Lemma: na | a56_253to258_tags.txt | SN:57 | TN:26
Word: na | Lemma: na | a56_193to197_tags.txt | SN:5 | TN:5
Word: na | Lemma: na | a56_212_tags.txt | SN:35 | TN:25
Word: na | Lemma: na | a56_213_tags.txt | SN:41 | TN:7
Word: na | Lemma: na | a56_235to237_tags.txt | SN:26 | TN:5
Word: na | Lemma: na | a56_259_tags.txt | SN:20 | TN:5
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:62 | TN:7
Word: na | Lemma: na | a56_198_tags.txt | SN:7 | TN:17
Word: na | Lemma: na | a56_181to186_tags.txt | SN:51 | TN:4
Word: na | Lemma: na | a56_193to197_tags.txt | SN:32 | TN:37
Word: na | Lemma: na | a56_224_tags.txt | SN:27 | TN:14
Word: na | Lemma: na | a56_193to197_tags.txt | SN:9 | TN:16
Word: na | Lemma: na | a56_193to197_tags.txt | SN:92 | TN:8
Word: na | Lemma: na | a56_238to240_tags.txt | SN:23 | TN:12
Word: na | Lemma: na | a56_250_tags.txt | SN:20 | TN:15
Word: na | Lemma: na | a56_247_tags.txt | SN:21 | TN:2
Word: na | Lemma: na | a56_225_tags.txt | SN:14 | TN:15
Word: na | Lemma: na | a56_252_tags.txt | SN:19 | TN:28
Word: na | Lemma: na | a56_198_tags.txt | SN:3 | TN:21
Word: na | Lemma: na | a56_211_tags.txt | SN:1 | TN:51
Word: na | Lemma: na | a56_193to197_tags.txt | SN:90 | TN:33
Word: na | Lemma: na | a56_224_tags.txt | SN:9 | TN:6
Word: na | Lemma: na | a56_247_tags.txt | SN:11 | TN:12
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:76 | TN:51
Word: na | Lemma: na | a56_253to258_tags.txt | SN:109 | TN:16
Word: na | Lemma: na | a56_198_tags.txt | SN:24 | TN:1
Word: na | Lemma: na | a56_223_tags.txt | SN:2 | TN:17
Word: na | Lemma: na | a56_226_tags.txt | SN:21 | TN:10
Word: na | Lemma: na | a56_181to186_tags.txt | SN:65 | TN:4
Word: na | Lemma: na | a56_181to186_tags.txt | SN:35 | TN:18
Word: na | Lemma: na | a56_181to186_tags.txt | SN:8 | TN:24
Word: na | Lemma: na | a56_181to186_tags.txt | SN:12 | TN:8
Word: na | Lemma: na | a56_253to258_tags.txt | SN:164 | TN:26
Word: na | Lemma: na | a56_224_tags.txt | SN:17 | TN:28
Word: na | Lemma: na | a56_224_tags.txt | SN:24 | TN:22
Word: na | Lemma: na | a56_253to258_tags.txt | SN:108 | TN:6
Word: na | Lemma: na | a56_204_tags.txt | SN:15 | TN:6
Word: na | Lemma: na | a56_213_tags.txt | SN:6 | TN:9
Word: na | Lemma: na | a56_227_tags.txt | SN:6 | TN:18
Word: na | Lemma: na | a56_247_tags.txt | SN:20 | TN:9
Word: na | Lemma: na | a56_193to197_tags.txt | SN:97 | TN:44
Word: na | Lemma: na | a56_238to240_tags.txt | SN:49 | TN:13
Word: na | Lemma: na | a56_253to258_tags.txt | SN:132 | TN:25
Word: na | Lemma: na | a56_225_tags.txt | SN:7 | TN:15
Word: na | Lemma: na | a56_226_tags.txt | SN:16 | TN:20
Word: na | Lemma: na | a56_193to197_tags.txt | SN:102 | TN:6
Word: na | Lemma: na | a56_204_tags.txt | SN:23 | TN:4
Word: na | Lemma: na | a56_235to237_tags.txt | SN:4 | TN:7
Word: na | Lemma: na | a56_247_tags.txt | SN:23 | TN:16
Word: na | Lemma: na | a56_235to237_tags.txt | SN:64 | TN:18
Word: na | Lemma: na | a56_211_tags.txt | SN:37 | TN:4
Word: na | Lemma: na | a56_225_tags.txt | SN:12 | TN:18
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:18 | TN:21
Word: na | Lemma: na | a56_193to197_tags.txt | SN:101 | TN:6
Word: na | Lemma: na | a56_181to186_tags.txt | SN:46 | TN:10
Word: na | Lemma: na | a56_193to197_tags.txt | SN:65 | TN:56
Word: na | Lemma: na | a56_193to197_tags.txt | SN:89 | TN:24
Word: na | Lemma: na | a56_213_tags.txt | SN:23 | TN:14
Word: na | Lemma: na | a56_213_tags.txt | SN:17 | TN:14
Word: na | Lemma: na | a56_223_tags.txt | SN:15 | TN:9
Word: na | Lemma: na | a56_260_tags.txt | SN:6 | TN:4
Word: na | Lemma: na | a56_193to197_tags.txt | SN:76 | TN:20
Word: na | Lemma: na | a56_227_tags.txt | SN:4 | TN:8
Word: na | Lemma: na | a56_238to240_tags.txt | SN:30 | TN:24
Word: na | Lemma: na | a56_253to258_tags.txt | SN:38 | TN:15
Word: na | Lemma: na | a56_193to197_tags.txt | SN:111 | TN:25
Word: na | Lemma: na | a56_204_tags.txt | SN:17 | TN:5
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:23 | TN:42
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:4 | TN:22
Word: na | Lemma: na | a56_193to197_tags.txt | SN:94 | TN:20
Word: na | Lemma: na | a56_193to197_tags.txt | SN:102 | TN:2
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:23 | TN:7
Word: na | Lemma: na | a56_247_tags.txt | SN:34 | TN:16
Word: na | Lemma: na | a56_253to258_tags.txt | SN:28 | TN:11
Word: na | Lemma: na | a56_181to186_tags.txt | SN:28 | TN:5
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:37 | TN:3
Word: na | Lemma: na | a56_181to186_tags.txt | SN:52 | TN:6
Word: na | Lemma: na | a56_193to197_tags.txt | SN:88 | TN:14
Word: na | Lemma: na | a56_260_tags.txt | SN:12 | TN:9
Word: na | Lemma: na | a56_238to240_tags.txt | SN:16 | TN:14
Word: na | Lemma: na | a56_181to186_tags.txt | SN:31 | TN:84
Word: na | Lemma: na | a56_181to186_tags.txt | SN:14 | TN:50
Word: na | Lemma: na | a56_181to186_tags.txt | SN:14 | TN:59
Word: na | Lemma: na | a56_181to186_tags.txt | SN:109 | TN:17
Word: na | Lemma: na | a56_251_tags.txt | SN:8 | TN:5
Word: na | Lemma: na | a56_251_tags.txt | SN:2 | TN:17
Word: na | Lemma: na | a56_253to258_tags.txt | SN:51 | TN:7
Word: na | Lemma: na | a56_213_tags.txt | SN:15 | TN:17
Word: na | Lemma: na | a56_224_tags.txt | SN:29 | TN:5
Word: na | Lemma: na | a56_253to258_tags.txt | SN:162 | TN:1
Word: na | Lemma: na | a56_228_tags.txt | SN:5 | TN:16
Word: na | Lemma: na | a56_247_tags.txt | SN:6 | TN:28
Word: na | Lemma: na | a56_181to186_tags.txt | SN:31 | TN:14
Word: na | Lemma: na | a56_211_tags.txt | SN:1 | TN:27
Word: na | Lemma: na | a56_226_tags.txt | SN:2 | TN:36
Word: na | Lemma: na | a56_253to258_tags.txt | SN:65 | TN:6
Word: na | Lemma: na | a56_251_tags.txt | SN:5 | TN:12
Word: na | Lemma: na | a56_200_tags.txt | SN:2 | TN:8
Word: na | Lemma: na | a56_181to186_tags.txt | SN:9 | TN:17
Word: na | Lemma: na | a56_181to186_tags.txt | SN:14 | TN:22
Word: na | Lemma: na | a56_181to186_tags.txt | SN:33 | TN:31
Word: na | Lemma: na | a56_193to197_tags.txt | SN:1 | TN:33
Word: na | Lemma: na | a56_226_tags.txt | SN:2 | TN:16
Word: na | Lemma: na | a56_238to240_tags.txt | SN:33 | TN:52
Word: na | Lemma: na | a56_248_tags.txt | SN:28 | TN:26
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:17 | TN:7
Word: na | Lemma: na | a56_261_tags.txt | SN:4 | TN:22
Word: na | Lemma: na | a56_181to186_tags.txt | SN:137 | TN:11
Word: na | Lemma: na | a56_212_tags.txt | SN:1 | TN:1
Word: na | Lemma: na | a56_235to237_tags.txt | SN:17 | TN:4
Word: na | Lemma: na | a56_204_tags.txt | SN:10 | TN:16
Word: na | Lemma: na | a56_211_tags.txt | SN:29 | TN:38
Word: na | Lemma: na | a56_181to186_tags.txt | SN:22 | TN:22
Word: na | Lemma: na | a56_214_tags.txt | SN:34 | TN:3
Word: na | Lemma: na | a56_193to197_tags.txt | SN:20 | TN:35
Word: na | Lemma: na | a56_248_tags.txt | SN:31 | TN:14
Word: na | Lemma: na | a56_249_tags.txt | SN:25 | TN:5
Word: na | Lemma: na | a56_247_tags.txt | SN:29 | TN:28
Word: na | Lemma: na | a56_214_tags.txt | SN:32 | TN:8
Word: na | Lemma: na | a56_181to186_tags.txt | SN:112 | TN:27
Word: na | Lemma: na | a56_181to186_tags.txt | SN:141 | TN:4
Word: na | Lemma: na | a56_263_tags.txt | SN:25 | TN:39
Word: na | Lemma: na | a56_253to258_tags.txt | SN:53 | TN:8
Word: na | Lemma: na | a56_226_tags.txt | SN:6 | TN:22
Word: na | Lemma: na | a56_235to237_tags.txt | SN:41 | TN:10
Word: na | Lemma: na | a56_253to258_tags.txt | SN:166 | TN:14
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:97 | TN:13
Word: na | Lemma: na | a56_253to258_tags.txt | SN:102 | TN:38
Word: na | Lemma: na | a56_181to186_tags.txt | SN:67 | TN:16
Word: na | Lemma: na | a56_181to186_tags.txt | SN:119 | TN:11
Word: na | Lemma: na | a56_223_tags.txt | SN:9 | TN:8
Word: na | Lemma: na | a56_249_tags.txt | SN:2 | TN:24
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:38 | TN:10
Word: na | Lemma: na | a56_253to258_tags.txt | SN:89 | TN:42
Word: na | Lemma: na | a56_238to240_tags.txt | SN:29 | TN:8
Word: na | Lemma: na | a56_238to240_tags.txt | SN:64 | TN:1
Word: na | Lemma: na | a56_213_tags.txt | SN:31 | TN:42
Word: na | Lemma: na | a56_225_tags.txt | SN:8 | TN:2
Word: na | Lemma: na | a56_251_tags.txt | SN:2 | TN:21
Word: na | Lemma: na | a56_259_tags.txt | SN:14 | TN:21
Word: na | Lemma: na | a56_223_tags.txt | SN:21 | TN:1
Word: na | Lemma: na | a56_238to240_tags.txt | SN:33 | TN:27
Word: na | Lemma: na | a56_264_tags.txt | SN:24 | TN:11
Word: na | Lemma: na | a56_181to186_tags.txt | SN:102 | TN:10
Word: na | Lemma: na | a56_253to258_tags.txt | SN:5 | TN:7
Word: na | Lemma: na | a56_260_tags.txt | SN:11 | TN:2
Word: na | Lemma: na | a56_193to197_tags.txt | SN:37 | TN:23
Word: na | Lemma: na | a56_200_tags.txt | SN:10 | TN:33
Word: na | Lemma: na | a56_193to197_tags.txt | SN:23 | TN:5
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:67 | TN:37
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:53 | TN:10
Word: na | Lemma: na | a56_213_tags.txt | SN:15 | TN:23
Word: na | Lemma: na | a56_214_tags.txt | SN:7 | TN:33
Word: na | Lemma: na | a56_193to197_tags.txt | SN:34 | TN:21
Word: na | Lemma: na | a56_181to186_tags.txt | SN:93 | TN:13
Word: na | Lemma: na | a56_181to186_tags.txt | SN:14 | TN:17
Word: na | Lemma: na | a56_181to186_tags.txt | SN:28 | TN:15
Word: na | Lemma: na | a56_181to186_tags.txt | SN:34 | TN:9
Word: na | Lemma: na | a56_181to186_tags.txt | SN:136 | TN:3
Word: na | Lemma: na | a56_227_tags.txt | SN:10 | TN:22
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:64 | TN:12
Word: na | Lemma: na | a56_253to258_tags.txt | SN:7 | TN:8
Word: na | Lemma: na | a56_211_tags.txt | SN:37 | TN:13
Word: na | Lemma: na | a56_253to258_tags.txt | SN:71 | TN:24
Word: na | Lemma: na | a56_263_tags.txt | SN:17 | TN:41
Word: na | Lemma: na | a56_253to258_tags.txt | SN:106 | TN:20
Word: na | Lemma: na | a56_193to197_tags.txt | SN:29 | TN:43
Word: na | Lemma: na | a56_193to197_tags.txt | SN:44 | TN:27
Word: na | Lemma: na | a56_214_tags.txt | SN:47 | TN:13
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:6 | TN:19
Word: na | Lemma: na | a56_193to197_tags.txt | SN:73 | TN:10
Word: na | Lemma: na | a56_227_tags.txt | SN:13 | TN:19
Word: na | Lemma: na | a56_259_tags.txt | SN:13 | TN:3
Word: na | Lemma: na | a56_223_tags.txt | SN:16 | TN:39
Word: na | Lemma: na | a56_193to197_tags.txt | SN:103 | TN:9
Word: na | Lemma: na | a56_204_tags.txt | SN:18 | TN:15
Word: na | Lemma: na | a56_193to197_tags.txt | SN:83 | TN:17
Word: na | Lemma: na | a56_181to186_tags.txt | SN:87 | TN:65
Word: na | Lemma: na | a56_213_tags.txt | SN:23 | TN:22
Word: na | Lemma: na | a56_213_tags.txt | SN:33 | TN:6
Word: na | Lemma: na | a56_252_tags.txt | SN:22 | TN:18
Word: na | Lemma: na | a56_259_tags.txt | SN:4 | TN:6
Word: na | Lemma: na | a56_235to237_tags.txt | SN:11 | TN:26
Word: na | Lemma: na | a56_235to237_tags.txt | SN:20 | TN:39
Word: na | Lemma: na | a56_238to240_tags.txt | SN:47 | TN:12
Word: na | Lemma: na | a56_253to258_tags.txt | SN:126 | TN:11
Word: na | Lemma: na | a56_213_tags.txt | SN:29 | TN:36
Word: na | Lemma: na | a56_228_tags.txt | SN:12 | TN:5
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:23 | TN:44
Word: na | Lemma: na | a56_224_tags.txt | SN:5 | TN:8
Word: na | Lemma: na | a56_238to240_tags.txt | SN:47 | TN:3
Word: na | Lemma: na | a56_261_tags.txt | SN:17 | TN:19
Word: na | Lemma: na | a56_213_tags.txt | SN:15 | TN:8
Word: na | Lemma: na | a56_214_tags.txt | SN:45 | TN:12
Word: na | Lemma: na | a56_235to237_tags.txt | SN:7 | TN:35
Word: na | Lemma: na | a56_214_tags.txt | SN:18 | TN:9
Word: na | Lemma: na | a56_193to197_tags.txt | SN:68 | TN:16
Word: na | Lemma: na | a56_200_tags.txt | SN:18 | TN:5
Word: na | Lemma: na | a56_225_tags.txt | SN:27 | TN:7
Word: na | Lemma: na | a56_250_tags.txt | SN:11 | TN:18
Word: na | Lemma: na | a56_253to258_tags.txt | SN:125 | TN:20
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:72 | TN:7
Word: na | Lemma: na | a56_238to240_tags.txt | SN:43 | TN:45
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:50 | TN:33
Word: na | Lemma: na | a56_253to258_tags.txt | SN:148 | TN:14
Word: na | Lemma: na | a56_253to258_tags.txt | SN:169 | TN:30
Word: na | Lemma: na | a56_212_tags.txt | SN:23 | TN:7
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:16 | TN:9
Word: na | Lemma: na | a56_238to240_tags.txt | SN:60 | TN:24
Word: na | Lemma: na | a56_193to197_tags.txt | SN:105 | TN:19
Word: na | Lemma: na | a56_248_tags.txt | SN:17 | TN:1
Word: na | Lemma: na | a56_238to240_tags.txt | SN:37 | TN:12
Word: na | Lemma: na | a56_260_tags.txt | SN:1 | TN:17
Word: na | Lemma: na | a56_259_tags.txt | SN:26 | TN:14
Word: na | Lemma: na | a56_212_tags.txt | SN:31 | TN:36
Word: na | Lemma: na | a56_225_tags.txt | SN:13 | TN:21
Word: na | Lemma: na | a56_212_tags.txt | SN:3 | TN:26
Word: na | Lemma: na | a56_212_tags.txt | SN:29 | TN:17
Word: na | Lemma: na | a56_263_tags.txt | SN:25 | TN:24
Word: na | Lemma: na | a56_253to258_tags.txt | SN:131 | TN:14
Word: na | Lemma: na | a56_259_tags.txt | SN:23 | TN:13
Word: na | Lemma: na | a56_193to197_tags.txt | SN:96 | TN:19
Word: na | Lemma: na | a56_181to186_tags.txt | SN:38 | TN:7
Word: na | Lemma: na | a56_181to186_tags.txt | SN:87 | TN:53
Word: na | Lemma: na | a56_259_tags.txt | SN:22 | TN:6
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:40 | TN:17
Word: na | Lemma: na | a56_259_tags.txt | SN:17 | TN:18
Word: na | Lemma: na | a56_224_tags.txt | SN:30 | TN:10
Word: na | Lemma: na | a56_253to258_tags.txt | SN:109 | TN:13
