POS Tag: VBTR
naglalaman | a56_193to197_tags.txt | SN:96 | TN:14
lumalapot | a56_200_tags.txt | SN:40 | TN:13
nabubuo | a56_181to186_tags.txt | SN:68 | TN:19
ginagamit | a56_193to197_tags.txt | SN:67 | TN:22
dumadaan | a56_181to186_tags.txt | SN:46 | TN:33
gumagawa | a56_193to197_tags.txt | SN:67 | TN:15
isinasalin | a56_200_tags.txt | SN:40 | TN:16
naidudulot | lopez_clement_s11_tags.txt | SN:52 | TN:39
sumasangkot | a56_181to186_tags.txt | SN:84 | TN:5
naglilimita | a56_193to197_tags.txt | SN:43 | TN:5
nag-aalok | a56_198_tags.txt | SN:13 | TN:16
nagbubuntis | a56_181to186_tags.txt | SN:70 | TN:9
naniniwalang | lopez_clement_s11_tags.txt | SN:76 | TN:12
inaalok | a56_181to186_tags.txt | SN:72 | TN:1
inoobserbahan | a56_193to197_tags.txt | SN:89 | TN:12
Nasasali | lopez_clement_s11_tags.txt | SN:35 | TN:0
pumapasa | a56_193to197_tags.txt | SN:90 | TN:17
Nagtatangka | a56_238to240_tags.txt | SN:75 | TN:0
naipapakita | lopez_clement_s11_tags.txt | SN:65 | TN:19
nakikita | a56_193to197_tags.txt | SN:1 | TN:14
Isinasaalang-ala | a56_181to186_tags.txt | SN:74 | TN:0
ginagarantiya | a56_193to197_tags.txt | SN:28 | TN:6
ipinag-aaral | a56_181to186_tags.txt | SN:143 | TN:4
isinasagawang | a56_181to186_tags.txt | SN:140 | TN:2
nagmamatigas | a56_193to197_tags.txt | SN:1 | TN:20
Nagpapahiwatig | lopez_clement_s11_tags.txt | SN:53 | TN:0
tinatawagan | a56_181to186_tags.txt | SN:3 | TN:30
sinasabing | a56_204_tags.txt | SN:5 | TN:2
nilalayon | a56_213_tags.txt | SN:6 | TN:8
kinikilingan | a56_193to197_tags.txt | SN:30 | TN:30
nagpapatuloy | a56_212_tags.txt | SN:27 | TN:18
inaashan | a56_193to197_tags.txt | SN:9 | TN:27
ipaiilalim | a56_181to186_tags.txt | SN:8 | TN:49
binibigyang | a56_193to197_tags.txt | SN:27 | TN:10
sinusunod | a56_193to197_tags.txt | SN:110 | TN:26
mananatili | a56_224_tags.txt | SN:30 | TN:20
nalalakbay | a56_193to197_tags.txt | SN:81 | TN:19
nagdaragdag | a56_198_tags.txt | SN:23 | TN:14
kumikilos | a56_193to197_tags.txt | SN:83 | TN:18
naitutugtog | a56_226_tags.txt | SN:23 | TN:15
umuunlad | a56_193to197_tags.txt | SN:59 | TN:72
gagamit | a56_235to237_tags.txt | SN:35 | TN:31
nakagagawa | a56_181to186_tags.txt | SN:52 | TN:22
nagoobserba | a56_224_tags.txt | SN:31 | TN:34
Nangyayari | a56_181to186_tags.txt | SN:36 | TN:0
iminumungkahi | a56_181to186_tags.txt | SN:87 | TN:49
Nag-aalala | a56_181to186_tags.txt | SN:89 | TN:0
humahawak | a56_200_tags.txt | SN:20 | TN:1
ibinibigay | a56_193to197_tags.txt | SN:32 | TN:39
naaangkop | a56_193to197_tags.txt | SN:54 | TN:36
naihahantulad | a56_204_tags.txt | SN:4 | TN:3
ipinalalabas | a56_193to197_tags.txt | SN:106 | TN:19
nangangalisag | a56_224_tags.txt | SN:12 | TN:1
nakahihimasok | a56_181to186_tags.txt | SN:74 | TN:2
nagmamasid | a56_181to186_tags.txt | SN:91 | TN:52
nagtitinda | lopez_clement_s11_tags.txt | SN:49 | TN:5
Ginagawa | a56_200_tags.txt | SN:30 | TN:0
nagpapahinga | a56_238to240_tags.txt | SN:6 | TN:1
nagiging | a56_181to186_tags.txt | SN:49 | TN:11
sinasabi | a56_181to186_tags.txt | SN:87 | TN:38
pinipilit | a56_238to240_tags.txt | SN:23 | TN:7
nag-iimbak | lopez_clement_s11_tags.txt | SN:45 | TN:15
nahuhulog | a56_212_tags.txt | SN:27 | TN:13
Nag-uumpisa | a56_181to186_tags.txt | SN:44 | TN:0
nag-pupunterya | a56_193to197_tags.txt | SN:9 | TN:7
nahahalo | a56_200_tags.txt | SN:12 | TN:10
nagpapahintulot | a56_238to240_tags.txt | SN:55 | TN:13
naninirahan | a56_181to186_tags.txt | SN:8 | TN:88
Naghahanda | a56_224_tags.txt | SN:3 | TN:0
inihahalo | a56_200_tags.txt | SN:35 | TN:5
pinalalamig | a56_200_tags.txt | SN:40 | TN:5
nilalaman | a56_193to197_tags.txt | SN:40 | TN:3
naaayon | a56_193to197_tags.txt | SN:41 | TN:9
sinisingawan | a56_193to197_tags.txt | SN:65 | TN:57
nalalaman | a56_227_tags.txt | SN:18 | TN:16
namamakyaw | lopez_clement_s11_tags.txt | SN:38 | TN:20
isinaalang-alang | a56_181to186_tags.txt | SN:87 | TN:61
pumipiling | a56_193to197_tags.txt | SN:55 | TN:34
nanggagaling | a56_181to186_tags.txt | SN:55 | TN:15
nagsasama | a56_181to186_tags.txt | SN:12 | TN:16
nangangambang | a56_193to197_tags.txt | SN:53 | TN:22
nadadaig | lopez_clement_s11_tags.txt | SN:72 | TN:20
Nag-iimpluwensya | a56_181to186_tags.txt | SN:64 | TN:0
ipinakikilala | a56_181to186_tags.txt | SN:29 | TN:27
nakokonsumo | a56_198_tags.txt | SN:9 | TN:13
nag-iisa | a56_181to186_tags.txt | SN:27 | TN:9
nagaganap | a56_181to186_tags.txt | SN:83 | TN:1
humaharap | a56_193to197_tags.txt | SN:72 | TN:21
naghahalikan | a56_225_tags.txt | SN:13 | TN:7
pinapakita | a56_193to197_tags.txt | SN:97 | TN:39
nagpaputok | a56_213_tags.txt | SN:39 | TN:9
dumedepende | a56_193to197_tags.txt | SN:108 | TN:11
ipinapakita | a56_181to186_tags.txt | SN:55 | TN:2
Nanonood | a56_181to186_tags.txt | SN:13 | TN:0
nagtuturong | a56_181to186_tags.txt | SN:91 | TN:61
nagreresulta | a56_181to186_tags.txt | SN:136 | TN:4
isinasagawa | a56_181to186_tags.txt | SN:73 | TN:1
binubuo | a56_193to197_tags.txt | SN:18 | TN:17
tumataglay | a56_181to186_tags.txt | SN:74 | TN:23
Naiintindihan | a56_193to197_tags.txt | SN:77 | TN:0
napapanatali | a56_200_tags.txt | SN:13 | TN:20
humuhupang | a56_181to186_tags.txt | SN:32 | TN:12
