POS Tag: DTC
Word: ( | Lemma: ( | a56_264_tags.txt | SN:31 | TN:10
Word: Ang | Lemma: Ang | a56_211_tags.txt | SN:17 | TN:0
Word: Ang | Lemma: Ang | a56_181to186_tags.txt | SN:103 | TN:0
Word: Ang | Lemma: Ang | a56_200_tags.txt | SN:13 | TN:0
Word: Ang | Lemma: Ang | lopez_clement_s11_tags.txt | SN:17 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:68 | TN:0
Word: Ang | Lemma: Ang | a56_263_tags.txt | SN:7 | TN:0
Word: Ang | Lemma: Ang | a56_264_tags.txt | SN:4 | TN:0
Word: Ang | Lemma: Ang | a56_259_tags.txt | SN:18 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:9 | TN:0
Word: Ang | Lemma: Ang | a56_204_tags.txt | SN:15 | TN:0
Word: Ang | Lemma: Ang | a56_214_tags.txt | SN:47 | TN:0
Word: Ang | Lemma: Ang | a56_247_tags.txt | SN:20 | TN:0
Word: Ang | Lemma: Ang | a56_247_tags.txt | SN:28 | TN:0
Word: Ang | Lemma: Ang | a56_226_tags.txt | SN:6 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:29 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:30 | TN:0
Word: Ang | Lemma: Ang | a56_250_tags.txt | SN:20 | TN:0
Word: Ang | Lemma: Ang | a56_253to258_tags.txt | SN:65 | TN:0
Word: Ang | Lemma: Ang | a56_193to197_tags.txt | SN:102 | TN:0
Word: Ang | Lemma: Ang | a56_211_tags.txt | SN:35 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:6 | TN:0
Word: Ang | Lemma: Ang | a56_204_tags.txt | SN:2 | TN:0
Word: Ang | Lemma: Ang | a56_263_tags.txt | SN:4 | TN:0
Word: Ang | Lemma: Ang | a56_259_tags.txt | SN:11 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:15 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:80 | TN:0
Word: Ang | Lemma: Ang | a56_193to197_tags.txt | SN:4 | TN:0
Word: Ang | Lemma: Ang | a56_249_tags.txt | SN:17 | TN:8
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:41 | TN:0
Word: Ang | Lemma: Ang | a56_213_tags.txt | SN:13 | TN:0
Word: Ang | Lemma: Ang | a56_200_tags.txt | SN:1 | TN:0
Word: Ang | Lemma: Ang | a56_200_tags.txt | SN:16 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:13 | TN:0
Word: Ang | Lemma: Ang | lopez_clement_s11_tags.txt | SN:1 | TN:0
Word: Ang | Lemma: Ang | a56_259_tags.txt | SN:21 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:8 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:27 | TN:0
Word: Ang | Lemma: Ang | a56_200_tags.txt | SN:35 | TN:0
Word: Ang | Lemma: Ang | a56_213_tags.txt | SN:21 | TN:0
Word: Ang | Lemma: Ang | a56_259_tags.txt | SN:6 | TN:0
Word: Ang | Lemma: Ang | a56_193to197_tags.txt | SN:40 | TN:0
Word: Ang | Lemma: Ang | a56_181to186_tags.txt | SN:104 | TN:0
Word: Ang | Lemma: Ang | a56_193to197_tags.txt | SN:43 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:53 | TN:0
Word: Ang | Lemma: Ang | lopez_clement_s11_tags.txt | SN:10 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:4 | TN:0
Word: Ang | Lemma: Ang | a56_211_tags.txt | SN:11 | TN:0
Word: Ang | Lemma: Ang | a56_250_tags.txt | SN:24 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:31 | TN:0
Word: Ang | Lemma: Ang | a56_263_tags.txt | SN:20 | TN:0
Word: Ang | Lemma: Ang | a56_198_tags.txt | SN:30 | TN:0
Word: Ang | Lemma: Ang | a56_204_tags.txt | SN:18 | TN:0
Word: Ang | Lemma: Ang | a56_264_tags.txt | SN:5 | TN:0
Word: Ang | Lemma: Ang | a56_264_tags.txt | SN:22 | TN:0
Word: Ang | Lemma: Ang | a56_264_tags.txt | SN:32 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:56 | TN:0
Word: Ang | Lemma: Ang | lopez_clement_s11_tags.txt | SN:71 | TN:0
Word: Ang | Lemma: Ang | a56_263_tags.txt | SN:17 | TN:0
Word: Ang | Lemma: Ang | a56_260_tags.txt | SN:9 | TN:0
Word: Ang | Lemma: Ang | a56_263_tags.txt | SN:16 | TN:0
Word: Ang | Lemma: Ang | a56_181to186_tags.txt | SN:105 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:10 | TN:0
Word: Ang | Lemma: Ang | a56_212_tags.txt | SN:33 | TN:0
Word: Ang | Lemma: Ang | a56_213_tags.txt | SN:33 | TN:0
Word: Ang | Lemma: Ang | a56_253to258_tags.txt | SN:124 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:1 | TN:0
Word: Ang | Lemma: Ang | a56_264_tags.txt | SN:31 | TN:0
Word: Ang | Lemma: Ang | a56_260_tags.txt | SN:3 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:84 | TN:0
Word: Ang | Lemma: Ang | a56_252_tags.txt | SN:8 | TN:17
Word: Ang | Lemma: Ang | a56_193to197_tags.txt | SN:42 | TN:0
Word: Ang | Lemma: Ang | a56_264_tags.txt | SN:29 | TN:0
Word: Ang | Lemma: Ang | a56_247_tags.txt | SN:27 | TN:0
Word: Ang | Lemma: Ang | a56_261_tags.txt | SN:14 | TN:0
Word: Ang | Lemma: Ang | a56_213_tags.txt | SN:51 | TN:0
Word: Ang | Lemma: Ang | a56_238to240_tags.txt | SN:13 | TN:0
Word: Ang | Lemma: Ang | a56_193to197_tags.txt | SN:98 | TN:0
Word: Ang | Lemma: Ang | a56_181to186_tags.txt | SN:109 | TN:0
Word: Ang | Lemma: Ang | a56_181to186_tags.txt | SN:112 | TN:0
Word: Ang | Lemma: Ang | a56_181to186_tags.txt | SN:133 | TN:0
Word: Ang | Lemma: Ang | a56_259_tags.txt | SN:8 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:61 | TN:0
Word: Ang | Lemma: Ang | a56_264_tags.txt | SN:1 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:46 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:60 | TN:0
Word: Ang | Lemma: Ang | a56_211_tags.txt | SN:25 | TN:0
Word: Ang | Lemma: Ang | cua_bernice_s11_tags.txt | SN:3 | TN:0
Word: Chadwick | Lemma: Chadwick | a56_253to258_tags.txt | SN:74 | TN:5
Word: ag | Lemma: ag | a56_253to258_tags.txt | SN:128 | TN:14
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:2 | TN:5
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:1 | TN:9
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:28 | TN:30
Word: ang | Lemma: ang | a56_226_tags.txt | SN:22 | TN:7
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:53 | TN:4
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:25 | TN:20
Word: ang | Lemma: ang | a56_204_tags.txt | SN:10 | TN:18
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:58 | TN:43
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:81 | TN:18
Word: ang | Lemma: ang | a56_252_tags.txt | SN:6 | TN:4
Word: ang | Lemma: ang | a56_213_tags.txt | SN:41 | TN:30
Word: ang | Lemma: ang | a56_252_tags.txt | SN:1 | TN:1
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:112 | TN:6
Word: ang | Lemma: ang | a56_200_tags.txt | SN:21 | TN:2
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:3 | TN:43
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:46 | TN:2
Word: ang | Lemma: ang | a56_251_tags.txt | SN:30 | TN:6
Word: ang | Lemma: ang | a56_228_tags.txt | SN:20 | TN:28
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:14 | TN:1
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:41 | TN:13
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:30 | TN:19
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:42 | TN:2
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:17 | TN:7
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:19 | TN:31
Word: ang | Lemma: ang | a56_249_tags.txt | SN:3 | TN:20
Word: ang | Lemma: ang | a56_224_tags.txt | SN:29 | TN:1
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:36 | TN:5
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:56 | TN:3
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:45 | TN:15
Word: ang | Lemma: ang | a56_213_tags.txt | SN:4 | TN:23
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:28 | TN:24
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:124 | TN:20
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:36 | TN:1
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:63 | TN:5
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:42 | TN:3
Word: ang | Lemma: ang | a56_227_tags.txt | SN:7 | TN:12
Word: ang | Lemma: ang | a56_261_tags.txt | SN:19 | TN:2
Word: ang | Lemma: ang | a56_204_tags.txt | SN:5 | TN:26
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:68 | TN:25
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:10 | TN:32
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:91 | TN:7
Word: ang | Lemma: ang | a56_226_tags.txt | SN:21 | TN:15
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:98 | TN:5
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:108 | TN:6
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:10 | TN:15
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:65 | TN:34
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:102 | TN:19
Word: ang | Lemma: ang | a56_248_tags.txt | SN:10 | TN:44
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:98 | TN:34
Word: ang | Lemma: ang | a56_228_tags.txt | SN:14 | TN:20
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:154 | TN:7
Word: ang | Lemma: ang | a56_251_tags.txt | SN:28 | TN:3
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:32 | TN:9
Word: ang | Lemma: ang | a56_211_tags.txt | SN:23 | TN:52
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:122 | TN:7
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:130 | TN:4
Word: ang | Lemma: ang | a56_200_tags.txt | SN:19 | TN:3
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:83 | TN:9
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:81 | TN:11
Word: ang | Lemma: ang | a56_263_tags.txt | SN:9 | TN:11
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:56 | TN:1
Word: ang | Lemma: ang | a56_250_tags.txt | SN:20 | TN:44
Word: ang | Lemma: ang | a56_198_tags.txt | SN:4 | TN:10
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:137 | TN:18
Word: ang | Lemma: ang | a56_214_tags.txt | SN:14 | TN:7
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:41 | TN:11
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:67 | TN:11
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:18 | TN:4
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:52 | TN:26
Word: ang | Lemma: ang | a56_250_tags.txt | SN:1 | TN:17
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:81 | TN:14
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:73 | TN:2
Word: ang | Lemma: ang | a56_213_tags.txt | SN:51 | TN:12
Word: ang | Lemma: ang | a56_252_tags.txt | SN:3 | TN:44
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:118 | TN:18
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:51 | TN:19
Word: ang | Lemma: ang | a56_225_tags.txt | SN:9 | TN:4
Word: ang | Lemma: ang | a56_264_tags.txt | SN:9 | TN:12
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:6 | TN:6
Word: ang | Lemma: ang | a56_264_tags.txt | SN:9 | TN:17
Word: ang | Lemma: ang | a56_226_tags.txt | SN:6 | TN:13
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:85 | TN:9
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:58 | TN:1
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:75 | TN:5
Word: ang | Lemma: ang | a56_204_tags.txt | SN:17 | TN:9
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:37 | TN:9
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:8 | TN:9
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:29 | TN:11
Word: ang | Lemma: ang | a56_249_tags.txt | SN:22 | TN:5
Word: ang | Lemma: ang | a56_248_tags.txt | SN:30 | TN:27
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:66 | TN:2
Word: ang | Lemma: ang | a56_213_tags.txt | SN:43 | TN:32
Word: ang | Lemma: ang | a56_200_tags.txt | SN:34 | TN:3
Word: ang | Lemma: ang | a56_260_tags.txt | SN:16 | TN:15
Word: ang | Lemma: ang | a56_248_tags.txt | SN:2 | TN:3
Word: ang | Lemma: ang | a56_252_tags.txt | SN:11 | TN:1
Word: ang | Lemma: ang | a56_198_tags.txt | SN:33 | TN:4
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:67 | TN:1
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:111 | TN:6
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:97 | TN:2
Word: ang | Lemma: ang | a56_214_tags.txt | SN:7 | TN:9
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:98 | TN:10
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:126 | TN:22
Word: ang | Lemma: ang | a56_212_tags.txt | SN:31 | TN:41
Word: ang | Lemma: ang | a56_224_tags.txt | SN:13 | TN:22
Word: ang | Lemma: ang | a56_263_tags.txt | SN:22 | TN:25
Word: ang | Lemma: ang | a56_251_tags.txt | SN:19 | TN:5
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:90 | TN:71
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:42 | TN:5
Word: ang | Lemma: ang | a56_247_tags.txt | SN:25 | TN:2
Word: ang | Lemma: ang | a56_251_tags.txt | SN:19 | TN:27
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:7 | TN:37
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:19 | TN:21
Word: ang | Lemma: ang | a56_248_tags.txt | SN:19 | TN:2
Word: ang | Lemma: ang | a56_263_tags.txt | SN:14 | TN:34
Word: ang | Lemma: ang | a56_213_tags.txt | SN:41 | TN:3
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:31 | TN:4
Word: ang | Lemma: ang | a56_261_tags.txt | SN:24 | TN:10
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:98 | TN:6
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:59 | TN:80
Word: ang | Lemma: ang | a56_214_tags.txt | SN:32 | TN:18
Word: ang | Lemma: ang | a56_227_tags.txt | SN:23 | TN:5
Word: ang | Lemma: ang | a56_259_tags.txt | SN:10 | TN:16
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:61 | TN:6
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:11 | TN:18
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:2 | TN:34
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:3 | TN:11
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:97 | TN:31
Word: ang | Lemma: ang | a56_204_tags.txt | SN:19 | TN:16
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:119 | TN:3
Word: ang | Lemma: ang | a56_259_tags.txt | SN:19 | TN:4
Word: ang | Lemma: ang | a56_248_tags.txt | SN:30 | TN:4
Word: ang | Lemma: ang | a56_200_tags.txt | SN:16 | TN:8
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:20 | TN:13
Word: ang | Lemma: ang | a56_214_tags.txt | SN:38 | TN:6
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:53 | TN:15
Word: ang | Lemma: ang | a56_213_tags.txt | SN:6 | TN:3
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:142 | TN:4
Word: ang | Lemma: ang | a56_223_tags.txt | SN:3 | TN:13
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:93 | TN:17
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:9 | TN:10
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:110 | TN:25
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:21 | TN:44
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:37 | TN:3
Word: ang | Lemma: ang | a56_223_tags.txt | SN:18 | TN:10
Word: ang | Lemma: ang | a56_227_tags.txt | SN:6 | TN:12
Word: ang | Lemma: ang | a56_227_tags.txt | SN:9 | TN:22
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:20 | TN:17
Word: ang | Lemma: ang | a56_198_tags.txt | SN:26 | TN:2
Word: ang | Lemma: ang | a56_213_tags.txt | SN:39 | TN:26
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:39 | TN:12
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:45 | TN:14
Word: ang | Lemma: ang | a56_250_tags.txt | SN:2 | TN:7
Word: ang | Lemma: ang | a56_223_tags.txt | SN:1 | TN:22
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:20 | TN:43
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:57 | TN:5
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:79 | TN:8
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:15 | TN:2
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:171 | TN:13
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:56 | TN:15
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:37 | TN:11
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:137 | TN:14
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:38 | TN:30
Word: ang | Lemma: ang | a56_250_tags.txt | SN:10 | TN:7
Word: ang | Lemma: ang | a56_213_tags.txt | SN:23 | TN:5
Word: ang | Lemma: ang | a56_214_tags.txt | SN:10 | TN:4
Word: ang | Lemma: ang | a56_252_tags.txt | SN:8 | TN:31
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:14 | TN:8
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:55 | TN:4
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:37 | TN:6
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:70 | TN:15
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:39 | TN:3
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:159 | TN:20
Word: ang | Lemma: ang | a56_250_tags.txt | SN:1 | TN:38
Word: ang | Lemma: ang | a56_223_tags.txt | SN:4 | TN:15
Word: ang | Lemma: ang | a56_212_tags.txt | SN:25 | TN:10
Word: ang | Lemma: ang | a56_214_tags.txt | SN:20 | TN:11
Word: ang | Lemma: ang | a56_250_tags.txt | SN:11 | TN:22
Word: ang | Lemma: ang | a56_212_tags.txt | SN:37 | TN:47
Word: ang | Lemma: ang | a56_198_tags.txt | SN:15 | TN:37
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:65 | TN:16
Word: ang | Lemma: ang | a56_223_tags.txt | SN:5 | TN:12
Word: ang | Lemma: ang | a56_248_tags.txt | SN:7 | TN:14
Word: ang | Lemma: ang | a56_247_tags.txt | SN:1 | TN:8
Word: ang | Lemma: ang | a56_198_tags.txt | SN:40 | TN:10
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:58 | TN:50
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:16 | TN:16
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:20 | TN:19
Word: ang | Lemma: ang | a56_251_tags.txt | SN:5 | TN:31
Word: ang | Lemma: ang | a56_224_tags.txt | SN:26 | TN:11
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:114 | TN:1
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:129 | TN:5
Word: ang | Lemma: ang | a56_224_tags.txt | SN:14 | TN:3
Word: ang | Lemma: ang | a56_250_tags.txt | SN:7 | TN:24
Word: ang | Lemma: ang | a56_263_tags.txt | SN:13 | TN:5
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:45 | TN:7
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:80 | TN:24
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:95 | TN:11
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:61 | TN:7
Word: ang | Lemma: ang | a56_193to197_tags.txt | SN:106 | TN:4
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:32 | TN:12
Word: ang | Lemma: ang | a56_181to186_tags.txt | SN:111 | TN:10
Word: ang | Lemma: ang | a56_214_tags.txt | SN:5 | TN:12
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:126 | TN:31
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:52 | TN:42
Word: ang | Lemma: ang | a56_212_tags.txt | SN:27 | TN:19
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:134 | TN:34
Word: ang | Lemma: ang | a56_238to240_tags.txt | SN:50 | TN:11
Word: ang | Lemma: ang | a56_248_tags.txt | SN:25 | TN:17
Word: ang | Lemma: ang | a56_251_tags.txt | SN:9 | TN:1
Word: ang | Lemma: ang | lopez_clement_s11_tags.txt | SN:25 | TN:3
Word: ang | Lemma: ang | a56_249_tags.txt | SN:13 | TN:6
Word: ang | Lemma: ang | a56_253to258_tags.txt | SN:84 | TN:66
Word: ang | Lemma: ang | a56_214_tags.txt | SN:7 | TN:4
Word: ang | Lemma: ang | a56_235to237_tags.txt | SN:33 | TN:13
Word: ang | Lemma: ang | cua_bernice_s11_tags.txt | SN:91 | TN:13
