POS Tag: RBI
Word: ba | Lemma: ba | a56_214_tags.txt | SN:36 | TN:10
Word: lang | Lemma: lang | a56_204_tags.txt | SN:10 | TN:1
Word: lang | Lemma: lang | a56_253to258_tags.txt | SN:61 | TN:20
Word: lang | Lemma: lang | a56_253to258_tags.txt | SN:71 | TN:13
Word: lang | Lemma: lang | a56_212_tags.txt | SN:25 | TN:5
Word: lang | Lemma: lang | a56_212_tags.txt | SN:27 | TN:1
Word: lang | Lemma: lang | a56_238to240_tags.txt | SN:33 | TN:62
Word: lang | Lemma: lang | a56_212_tags.txt | SN:29 | TN:13
Word: lang | Lemma: lang | cua_bernice_s11_tags.txt | SN:23 | TN:54
Word: lang | Lemma: lang | a56_253to258_tags.txt | SN:70 | TN:9
Word: lang | Lemma: lang | a56_260_tags.txt | SN:5 | TN:16
Word: lang | Lemma: lang | a56_214_tags.txt | SN:12 | TN:1
Word: lang | Lemma: lang | a56_238to240_tags.txt | SN:30 | TN:31
Word: lang | Lemma: lang | a56_238to240_tags.txt | SN:43 | TN:1
Word: lang | Lemma: lang | a56_226_tags.txt | SN:16 | TN:1
Word: lang | Lemma: lang | a56_228_tags.txt | SN:20 | TN:14
Word: lang | Lemma: lang | a56_263_tags.txt | SN:4 | TN:17
Word: lang | Lemma: lang | a56_253to258_tags.txt | SN:112 | TN:36
Word: lang | Lemma: lang | a56_259_tags.txt | SN:27 | TN:30
Word: lang | Lemma: lang | a56_238to240_tags.txt | SN:67 | TN:1
Word: lang | Lemma: lang | a56_247_tags.txt | SN:6 | TN:3
Word: man | Lemma: man | a56_181to186_tags.txt | SN:100 | TN:2
Word: man | Lemma: man | a56_181to186_tags.txt | SN:44 | TN:6
Word: man | Lemma: man | a56_181to186_tags.txt | SN:96 | TN:2
Word: man | Lemma: man | a56_238to240_tags.txt | SN:23 | TN:2
Word: man | Lemma: man | a56_238to240_tags.txt | SN:33 | TN:2
Word: man | Lemma: man | a56_235to237_tags.txt | SN:2 | TN:2
Word: man | Lemma: man | a56_238to240_tags.txt | SN:61 | TN:2
Word: man | Lemma: man | a56_212_tags.txt | SN:5 | TN:45
Word: man | Lemma: man | a56_235to237_tags.txt | SN:5 | TN:10
Word: man | Lemma: man | a56_212_tags.txt | SN:7 | TN:16
Word: man | Lemma: man | a56_228_tags.txt | SN:6 | TN:16
Word: man | Lemma: man | a56_238to240_tags.txt | SN:30 | TN:2
Word: man | Lemma: man | a56_228_tags.txt | SN:20 | TN:13
Word: man | Lemma: man | a56_213_tags.txt | SN:1 | TN:4
Word: man | Lemma: man | a56_213_tags.txt | SN:49 | TN:5
Word: man | Lemma: man | a56_224_tags.txt | SN:13 | TN:6
Word: man | Lemma: man | a56_238to240_tags.txt | SN:14 | TN:10
Word: man | Lemma: man | a56_228_tags.txt | SN:14 | TN:44
Word: man | Lemma: man | a56_235to237_tags.txt | SN:18 | TN:2
Word: man | Lemma: man | a56_227_tags.txt | SN:21 | TN:8
Word: na | Lemma: na | a56_181to186_tags.txt | SN:6 | TN:66
Word: na | Lemma: na | a56_181to186_tags.txt | SN:10 | TN:9
Word: na | Lemma: na | a56_193to197_tags.txt | SN:79 | TN:11
Word: na | Lemma: na | a56_238to240_tags.txt | SN:68 | TN:25
Word: na | Lemma: na | a56_253to258_tags.txt | SN:57 | TN:18
Word: na | Lemma: na | a56_264_tags.txt | SN:11 | TN:10
Word: na | Lemma: na | a56_263_tags.txt | SN:8 | TN:11
Word: na | Lemma: na | a56_212_tags.txt | SN:25 | TN:4
Word: na | Lemma: na | a56_260_tags.txt | SN:13 | TN:15
Word: na | Lemma: na | a56_193to197_tags.txt | SN:13 | TN:9
Word: na | Lemma: na | a56_235to237_tags.txt | SN:17 | TN:77
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:32 | TN:34
Word: na | Lemma: na | a56_253to258_tags.txt | SN:145 | TN:1
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:84 | TN:28
Word: na | Lemma: na | a56_227_tags.txt | SN:20 | TN:17
Word: na | Lemma: na | a56_198_tags.txt | SN:4 | TN:15
Word: na | Lemma: na | a56_200_tags.txt | SN:39 | TN:3
Word: na | Lemma: na | a56_214_tags.txt | SN:38 | TN:28
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:7 | TN:16
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:84 | TN:21
Word: na | Lemma: na | a56_214_tags.txt | SN:20 | TN:27
Word: na | Lemma: na | a56_253to258_tags.txt | SN:126 | TN:29
Word: na | Lemma: na | a56_181to186_tags.txt | SN:11 | TN:16
Word: na | Lemma: na | a56_204_tags.txt | SN:6 | TN:9
Word: na | Lemma: na | a56_212_tags.txt | SN:13 | TN:19
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:57 | TN:1
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:57 | TN:3
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:28 | TN:2
Word: na | Lemma: na | a56_253to258_tags.txt | SN:124 | TN:26
Word: na | Lemma: na | a56_260_tags.txt | SN:6 | TN:22
Word: na | Lemma: na | a56_235to237_tags.txt | SN:12 | TN:16
Word: na | Lemma: na | a56_235to237_tags.txt | SN:64 | TN:41
Word: na | Lemma: na | a56_227_tags.txt | SN:19 | TN:30
Word: na | Lemma: na | a56_235to237_tags.txt | SN:8 | TN:2
Word: na | Lemma: na | a56_214_tags.txt | SN:40 | TN:41
Word: na | Lemma: na | a56_198_tags.txt | SN:3 | TN:28
Word: na | Lemma: na | a56_214_tags.txt | SN:40 | TN:14
Word: na | Lemma: na | a56_253to258_tags.txt | SN:173 | TN:35
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:97 | TN:9
Word: na | Lemma: na | a56_260_tags.txt | SN:19 | TN:4
Word: na | Lemma: na | a56_264_tags.txt | SN:30 | TN:10
Word: na | Lemma: na | a56_252_tags.txt | SN:10 | TN:4
Word: na | Lemma: na | a56_225_tags.txt | SN:18 | TN:2
Word: na | Lemma: na | a56_181to186_tags.txt | SN:24 | TN:1
Word: na | Lemma: na | a56_264_tags.txt | SN:28 | TN:1
Word: na | Lemma: na | a56_235to237_tags.txt | SN:7 | TN:14
Word: na | Lemma: na | a56_253to258_tags.txt | SN:155 | TN:6
Word: na | Lemma: na | a56_263_tags.txt | SN:19 | TN:6
Word: na | Lemma: na | a56_253to258_tags.txt | SN:112 | TN:35
Word: na | Lemma: na | a56_181to186_tags.txt | SN:67 | TN:27
Word: na | Lemma: na | a56_181to186_tags.txt | SN:96 | TN:21
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:24 | TN:7
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:53 | TN:6
Word: na | Lemma: na | a56_253to258_tags.txt | SN:88 | TN:7
Word: na | Lemma: na | a56_198_tags.txt | SN:15 | TN:11
Word: na | Lemma: na | a56_198_tags.txt | SN:32 | TN:2
Word: na | Lemma: na | a56_200_tags.txt | SN:36 | TN:12
Word: na | Lemma: na | a56_260_tags.txt | SN:16 | TN:14
Word: na | Lemma: na | a56_253to258_tags.txt | SN:57 | TN:12
Word: na | Lemma: na | a56_204_tags.txt | SN:3 | TN:9
Word: na | Lemma: na | a56_259_tags.txt | SN:13 | TN:22
Word: na | Lemma: na | a56_235to237_tags.txt | SN:20 | TN:33
Word: na | Lemma: na | a56_259_tags.txt | SN:1 | TN:2
Word: na | Lemma: na | a56_204_tags.txt | SN:5 | TN:36
Word: na | Lemma: na | a56_200_tags.txt | SN:5 | TN:17
Word: na | Lemma: na | a56_211_tags.txt | SN:37 | TN:1
Word: na | Lemma: na | a56_253to258_tags.txt | SN:150 | TN:37
Word: na | Lemma: na | a56_259_tags.txt | SN:14 | TN:33
Word: na | Lemma: na | a56_260_tags.txt | SN:10 | TN:7
Word: na | Lemma: na | a56_264_tags.txt | SN:30 | TN:7
Word: na | Lemma: na | a56_253to258_tags.txt | SN:133 | TN:1
Word: na | Lemma: na | a56_211_tags.txt | SN:13 | TN:5
Word: na | Lemma: na | a56_193to197_tags.txt | SN:80 | TN:18
Word: na | Lemma: na | a56_198_tags.txt | SN:7 | TN:7
Word: na | Lemma: na | a56_235to237_tags.txt | SN:20 | TN:22
Word: na | Lemma: na | a56_259_tags.txt | SN:20 | TN:1
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:28 | TN:10
Word: na | Lemma: na | a56_214_tags.txt | SN:43 | TN:35
Word: na | Lemma: na | a56_200_tags.txt | SN:36 | TN:2
Word: na | Lemma: na | a56_253to258_tags.txt | SN:127 | TN:29
Word: na | Lemma: na | a56_263_tags.txt | SN:12 | TN:7
Word: na | Lemma: na | a56_204_tags.txt | SN:7 | TN:26
Word: na | Lemma: na | a56_181to186_tags.txt | SN:138 | TN:14
Word: na | Lemma: na | a56_193to197_tags.txt | SN:5 | TN:9
Word: na | Lemma: na | a56_193to197_tags.txt | SN:65 | TN:46
Word: na | Lemma: na | a56_211_tags.txt | SN:1 | TN:29
Word: na | Lemma: na | a56_227_tags.txt | SN:19 | TN:14
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:16 | TN:13
Word: na | Lemma: na | a56_253to258_tags.txt | SN:123 | TN:26
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:7 | TN:5
Word: na | Lemma: na | a56_212_tags.txt | SN:39 | TN:1
Word: na | Lemma: na | a56_249_tags.txt | SN:1 | TN:22
Word: na | Lemma: na | cua_bernice_s11_tags.txt | SN:15 | TN:14
Word: na | Lemma: na | a56_235to237_tags.txt | SN:52 | TN:1
Word: na | Lemma: na | lopez_clement_s11_tags.txt | SN:62 | TN:16
Word: na | Lemma: na | a56_198_tags.txt | SN:13 | TN:1
Word: na | Lemma: na | a56_223_tags.txt | SN:23 | TN:37
Word: na | Lemma: na | a56_193to197_tags.txt | SN:13 | TN:6
Word: na | Lemma: na | a56_264_tags.txt | SN:10 | TN:14
Word: na | Lemma: na | a56_198_tags.txt | SN:1 | TN:14
Word: na | Lemma: na | a56_263_tags.txt | SN:17 | TN:10
Word: na | Lemma: na | a56_193to197_tags.txt | SN:15 | TN:22
Word: naman | Lemma: naman | a56_181to186_tags.txt | SN:77 | TN:30
Word: naman | Lemma: naman | a56_181to186_tags.txt | SN:81 | TN:20
Word: naman | Lemma: naman | a56_226_tags.txt | SN:13 | TN:29
Word: naman | Lemma: naman | a56_228_tags.txt | SN:17 | TN:26
Word: naman | Lemma: naman | a56_235to237_tags.txt | SN:23 | TN:24
Word: naman | Lemma: naman | a56_249_tags.txt | SN:25 | TN:19
Word: naman | Lemma: naman | a56_253to258_tags.txt | SN:98 | TN:21
Word: naman | Lemma: naman | cua_bernice_s11_tags.txt | SN:11 | TN:1
Word: naman | Lemma: naman | cua_bernice_s11_tags.txt | SN:90 | TN:15
Word: nga | Lemma: nga | a56_227_tags.txt | SN:18 | TN:13
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:91 | TN:14
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:8 | TN:22
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:14 | TN:56
Word: pa | Lemma: pa | a56_228_tags.txt | SN:14 | TN:55
Word: pa | Lemma: pa | a56_253to258_tags.txt | SN:129 | TN:11
Word: pa | Lemma: pa | lopez_clement_s11_tags.txt | SN:4 | TN:20
Word: pa | Lemma: pa | a56_211_tags.txt | SN:25 | TN:11
Word: pa | Lemma: pa | a56_213_tags.txt | SN:49 | TN:4
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:57 | TN:23
Word: pa | Lemma: pa | a56_235to237_tags.txt | SN:23 | TN:1
Word: pa | Lemma: pa | a56_250_tags.txt | SN:20 | TN:8
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:32 | TN:52
Word: pa | Lemma: pa | a56_212_tags.txt | SN:7 | TN:15
Word: pa | Lemma: pa | a56_253to258_tags.txt | SN:141 | TN:19
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:30 | TN:1
Word: pa | Lemma: pa | a56_250_tags.txt | SN:9 | TN:49
Word: pa | Lemma: pa | a56_260_tags.txt | SN:15 | TN:8
Word: pa | Lemma: pa | a56_226_tags.txt | SN:12 | TN:19
Word: pa | Lemma: pa | a56_247_tags.txt | SN:17 | TN:13
Word: pa | Lemma: pa | cua_bernice_s11_tags.txt | SN:66 | TN:10
Word: pa | Lemma: pa | a56_226_tags.txt | SN:21 | TN:2
Word: pa | Lemma: pa | a56_200_tags.txt | SN:5 | TN:14
Word: pa | Lemma: pa | a56_235to237_tags.txt | SN:2 | TN:1
Word: pa | Lemma: pa | a56_263_tags.txt | SN:4 | TN:16
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:96 | TN:89
Word: pa | Lemma: pa | a56_235to237_tags.txt | SN:18 | TN:1
Word: pa | Lemma: pa | a56_223_tags.txt | SN:1 | TN:15
Word: pa | Lemma: pa | a56_224_tags.txt | SN:22 | TN:14
Word: pa | Lemma: pa | a56_193to197_tags.txt | SN:46 | TN:14
Word: pa | Lemma: pa | a56_198_tags.txt | SN:40 | TN:2
Word: pa | Lemma: pa | a56_253to258_tags.txt | SN:84 | TN:64
Word: pa | Lemma: pa | a56_214_tags.txt | SN:24 | TN:15
Word: pa | Lemma: pa | a56_248_tags.txt | SN:30 | TN:29
Word: pa | Lemma: pa | cua_bernice_s11_tags.txt | SN:88 | TN:5
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:14 | TN:9
Word: pa | Lemma: pa | a56_247_tags.txt | SN:1 | TN:1
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:3 | TN:3
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:100 | TN:1
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:44 | TN:5
Word: pa | Lemma: pa | a56_251_tags.txt | SN:31 | TN:14
Word: pa | Lemma: pa | a56_235to237_tags.txt | SN:40 | TN:1
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:33 | TN:1
Word: pa | Lemma: pa | a56_253to258_tags.txt | SN:145 | TN:17
Word: pa | Lemma: pa | a56_247_tags.txt | SN:9 | TN:1
Word: pa | Lemma: pa | a56_198_tags.txt | SN:1 | TN:1
Word: pa | Lemma: pa | a56_226_tags.txt | SN:27 | TN:15
Word: pa | Lemma: pa | a56_260_tags.txt | SN:16 | TN:19
Word: pa | Lemma: pa | a56_253to258_tags.txt | SN:110 | TN:3
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:81 | TN:1
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:85 | TN:14
Word: pa | Lemma: pa | a56_247_tags.txt | SN:30 | TN:11
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:96 | TN:32
Word: pa | Lemma: pa | a56_225_tags.txt | SN:4 | TN:2
Word: pa | Lemma: pa | a56_235to237_tags.txt | SN:17 | TN:13
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:91 | TN:53
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:94 | TN:13
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:131 | TN:1
Word: pa | Lemma: pa | lopez_clement_s11_tags.txt | SN:44 | TN:2
Word: pa | Lemma: pa | a56_235to237_tags.txt | SN:5 | TN:9
Word: pa | Lemma: pa | a56_253to258_tags.txt | SN:3 | TN:1
Word: pa | Lemma: pa | a56_264_tags.txt | SN:8 | TN:1
Word: pa | Lemma: pa | a56_198_tags.txt | SN:27 | TN:22
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:61 | TN:1
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:31 | TN:1
Word: pa | Lemma: pa | a56_213_tags.txt | SN:33 | TN:33
Word: pa | Lemma: pa | a56_181to186_tags.txt | SN:96 | TN:1
Word: pa | Lemma: pa | a56_212_tags.txt | SN:5 | TN:44
Word: pa | Lemma: pa | a56_213_tags.txt | SN:1 | TN:3
Word: pa | Lemma: pa | a56_253to258_tags.txt | SN:138 | TN:11
Word: pa | Lemma: pa | a56_224_tags.txt | SN:17 | TN:34
Word: pa | Lemma: pa | a56_235to237_tags.txt | SN:56 | TN:7
Word: pa | Lemma: pa | a56_238to240_tags.txt | SN:23 | TN:1
Word: pang | Lemma: pa | a56_263_tags.txt | SN:21 | TN:1
Word: raw | Lemma: raw | a56_224_tags.txt | SN:27 | TN:10
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:72 | TN:16
Word: rin | Lemma: rin | a56_181to186_tags.txt | SN:91 | TN:54
Word: rin | Lemma: rin | a56_181to186_tags.txt | SN:91 | TN:15
Word: rin | Lemma: rin | a56_181to186_tags.txt | SN:20 | TN:18
Word: rin | Lemma: rin | a56_247_tags.txt | SN:17 | TN:14
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:8 | TN:15
Word: rin | Lemma: rin | a56_200_tags.txt | SN:5 | TN:15
Word: rin | Lemma: rin | a56_204_tags.txt | SN:12 | TN:27
Word: rin | Lemma: rin | a56_253to258_tags.txt | SN:88 | TN:8
Word: rin | Lemma: rin | a56_253to258_tags.txt | SN:84 | TN:65
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:20 | TN:23
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:64 | TN:42
Word: rin | Lemma: rin | a56_225_tags.txt | SN:18 | TN:1
Word: rin | Lemma: rin | a56_238to240_tags.txt | SN:29 | TN:1
Word: rin | Lemma: rin | a56_238to240_tags.txt | SN:57 | TN:24
Word: rin | Lemma: rin | a56_238to240_tags.txt | SN:68 | TN:26
Word: rin | Lemma: rin | a56_248_tags.txt | SN:11 | TN:1
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:12 | TN:17
Word: rin | Lemma: rin | a56_181to186_tags.txt | SN:26 | TN:1
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:76 | TN:22
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:78 | TN:1
Word: rin | Lemma: rin | a56_181to186_tags.txt | SN:101 | TN:1
Word: rin | Lemma: rin | a56_212_tags.txt | SN:21 | TN:25
Word: rin | Lemma: rin | a56_253to258_tags.txt | SN:51 | TN:16
Word: rin | Lemma: rin | a56_253to258_tags.txt | SN:134 | TN:45
Word: rin | Lemma: rin | a56_253to258_tags.txt | SN:138 | TN:12
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:52 | TN:2
Word: rin | Lemma: rin | a56_247_tags.txt | SN:1 | TN:2
Word: rin | Lemma: rin | a56_198_tags.txt | SN:13 | TN:2
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:3 | TN:13
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:74 | TN:2
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:8 | TN:1
Word: rin | Lemma: rin | a56_238to240_tags.txt | SN:28 | TN:23
Word: rin | Lemma: rin | a56_213_tags.txt | SN:17 | TN:72
Word: rin | Lemma: rin | a56_238to240_tags.txt | SN:3 | TN:4
Word: rin | Lemma: rin | a56_253to258_tags.txt | SN:110 | TN:4
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:110 | TN:4
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:6 | TN:1
Word: rin | Lemma: rin | a56_213_tags.txt | SN:37 | TN:13
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:7 | TN:36
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:71 | TN:1
Word: rin | Lemma: rin | a56_193to197_tags.txt | SN:96 | TN:31
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:10 | TN:11
Word: rin | Lemma: rin | a56_235to237_tags.txt | SN:20 | TN:34
Word: rin | Lemma: rin | a56_213_tags.txt | SN:33 | TN:34
Word: rin | Lemma: rin | a56_260_tags.txt | SN:10 | TN:8
Word: rin | Lemma: rin | lopez_clement_s11_tags.txt | SN:6 | TN:1
Word: rin | Lemma: rin | cua_bernice_s11_tags.txt | SN:66 | TN:11
Word: rin | Lemma: rin | a56_226_tags.txt | SN:29 | TN:1
