POS Tag: VB_TS
Word: Naabot | Lemma: abot | a56_248_tags.txt | SN:28 | TN:0
Word: nagkaroon | Lemma: mayroon | a56_253to258_tags.txt | SN:7 | TN:3
Word: nagkaroon | Lemma: mayroon | a56_261_tags.txt | SN:19 | TN:9
Word: naglilingkod | Lemma: lingkod | a56_264_tags.txt | SN:10 | TN:8
Word: nagpahiwatig | Lemma: pahiwatig | a56_238to240_tags.txt | SN:22 | TN:9
Word: nagpakita | Lemma: kita | a56_263_tags.txt | SN:10 | TN:12
Word: nagrequest | Lemma: request | a56_253to258_tags.txt | SN:8 | TN:3
Word: nagsimula | Lemma: mula | a56_249_tags.txt | SN:1 | TN:3
Word: nagsimula | Lemma: mula | a56_251_tags.txt | SN:27 | TN:8
Word: nagtantya | Lemma: tantya | cua_bernice_s11_tags.txt | SN:84 | TN:29
Word: nagtapos | Lemma: tapos | a56_263_tags.txt | SN:13 | TN:14
Word: nagtatag | Lemma: tatag | a56_264_tags.txt | SN:2 | TN:4
Word: nagtrabaho | Lemma: trabaho | a56_253to258_tags.txt | SN:171 | TN:6
Word: nahanap | Lemma: hanap | a56_263_tags.txt | SN:8 | TN:12
Word: nahanap | Lemma: hanap | a56_263_tags.txt | SN:21 | TN:20
Word: nai-save | Lemma: save | lopez_clement_s11_tags.txt | SN:34 | TN:13
Word: naidulot | Lemma: dulot | a56_260_tags.txt | SN:13 | TN:2
Word: naikunekta | Lemma: kunekta | a56_248_tags.txt | SN:10 | TN:47
Word: nailathala | Lemma: lathala | a56_228_tags.txt | SN:1 | TN:10
Word: naisip | Lemma: isip | cua_bernice_s11_tags.txt | SN:93 | TN:3
Word: naiwan | Lemma: iwan | a56_247_tags.txt | SN:6 | TN:24
Word: naiwang | Lemma: iwan | a56_235to237_tags.txt | SN:73 | TN:27
Word: nakaantala | Lemma: antala | a56_263_tags.txt | SN:14 | TN:29
Word: nakiisa | Lemma: isa | a56_235to237_tags.txt | SN:10 | TN:3
Word: nakilalang | Lemma: kilala | a56_253to258_tags.txt | SN:47 | TN:25
Word: nakita | Lemma: kita | a56_249_tags.txt | SN:1 | TN:20
Word: nakita | Lemma: kita | a56_249_tags.txt | SN:7 | TN:26
Word: nakita | Lemma: kita | a56_251_tags.txt | SN:22 | TN:3
Word: nakitaan | Lemma: kita | a56_235to237_tags.txt | SN:7 | TN:13
Word: nakolonisahan | Lemma: kolonisa | a56_263_tags.txt | SN:7 | TN:5
Word: nalililinya | Lemma: linya | cua_bernice_s11_tags.txt | SN:68 | TN:8
Word: naloko | Lemma: naloko | a56_253to258_tags.txt | SN:102 | TN:20
Word: nalupig | Lemma: lupig | a56_263_tags.txt | SN:9 | TN:10
Word: namatay | Lemma: patay | a56_248_tags.txt | SN:26 | TN:5
Word: namuno | Lemma: puno | a56_263_tags.txt | SN:7 | TN:3
Word: nanalo | Lemma: nanalo | a56_252_tags.txt | SN:13 | TN:7
Word: nanalo | Lemma: nanalo | a56_252_tags.txt | SN:15 | TN:1
Word: nanalo | Lemma: nanalo | a56_252_tags.txt | SN:17 | TN:30
Word: nangyari | Lemma: yari | a56_248_tags.txt | SN:25 | TN:3
Word: nangyari | Lemma: yari | a56_263_tags.txt | SN:6 | TN:8
Word: nanirahan | Lemma: tira | a56_228_tags.txt | SN:2 | TN:10
Word: napag-alaman | Lemma: alam | a56_213_tags.txt | SN:17 | TN:64
Word: nasakop | Lemma: sakop | a56_235to237_tags.txt | SN:33 | TN:14
Word: nasisi | Lemma: sisi | a56_248_tags.txt | SN:25 | TN:16
Word: natagpuan | Lemma: tagpo | a56_249_tags.txt | SN:13 | TN:16
Word: natalo | Lemma: talo | a56_263_tags.txt | SN:25 | TN:3
Word: natamaan | Lemma: tama | a56_253to258_tags.txt | SN:66 | TN:14
Word: natanggap | Lemma: tanggap | a56_252_tags.txt | SN:19 | TN:22
Word: natapos | Lemma: tapos | a56_250_tags.txt | SN:20 | TN:9
Word: nawala | Lemma: wala | a56_235to237_tags.txt | SN:25 | TN:14
Word: nilikha | Lemma: likha | a56_260_tags.txt | SN:16 | TN:9
Word: nilusaw | Lemma: lusaw | a56_261_tags.txt | SN:12 | TN:13
Word: sinabi | Lemma: sabi | a56_238to240_tags.txt | SN:4 | TN:12
Word: sinabi | Lemma: sabi | a56_238to240_tags.txt | SN:30 | TN:16
Word: tinamaas | Lemma: taas | a56_253to258_tags.txt | SN:125 | TN:21
