POS Tag: PMP
Word: , | Lemma: , | a56_181to186_tags.txt | SN:27 | TN:54
Word: . | Lemma: . | a56_247_tags.txt | SN:6 | TN:49
Word: . | Lemma: . | a56_260_tags.txt | SN:8 | TN:35
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:11 | TN:12
Word: . | Lemma: . | a56_253to258_tags.txt | SN:130 | TN:12
Word: . | Lemma: . | a56_261_tags.txt | SN:25 | TN:15
Word: . | Lemma: . | a56_263_tags.txt | SN:19 | TN:23
Word: . | Lemma: . | a56_193to197_tags.txt | SN:85 | TN:24
Word: . | Lemma: . | a56_193to197_tags.txt | SN:14 | TN:36
Word: . | Lemma: . | a56_211_tags.txt | SN:29 | TN:49
Word: . | Lemma: . | a56_200_tags.txt | SN:6 | TN:21
Word: . | Lemma: . | a56_193to197_tags.txt | SN:36 | TN:44
Word: . | Lemma: . | a56_193to197_tags.txt | SN:9 | TN:25
Word: . | Lemma: . | a56_181to186_tags.txt | SN:95 | TN:16
Word: . | Lemma: . | a56_238to240_tags.txt | SN:24 | TN:41
Word: . | Lemma: . | a56_253to258_tags.txt | SN:108 | TN:10
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:54 | TN:27
Word: . | Lemma: . | a56_200_tags.txt | SN:31 | TN:35
Word: . | Lemma: . | a56_223_tags.txt | SN:20 | TN:9
Word: . | Lemma: . | a56_235to237_tags.txt | SN:46 | TN:25
Word: . | Lemma: . | a56_253to258_tags.txt | SN:154 | TN:18
Word: . | Lemma: . | a56_225_tags.txt | SN:18 | TN:15
Word: . | Lemma: . | a56_253to258_tags.txt | SN:28 | TN:18
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:70 | TN:26
Word: . | Lemma: . | a56_193to197_tags.txt | SN:7 | TN:34
Word: . | Lemma: . | a56_235to237_tags.txt | SN:33 | TN:26
Word: . | Lemma: . | a56_263_tags.txt | SN:11 | TN:19
Word: . | Lemma: . | a56_193to197_tags.txt | SN:34 | TN:31
Word: . | Lemma: . | a56_181to186_tags.txt | SN:84 | TN:20
Word: . | Lemma: . | a56_181to186_tags.txt | SN:27 | TN:80
Word: . | Lemma: . | a56_181to186_tags.txt | SN:28 | TN:43
Word: . | Lemma: . | a56_198_tags.txt | SN:24 | TN:33
Word: . | Lemma: . | a56_253to258_tags.txt | SN:112 | TN:56
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:108 | TN:27
Word: . | Lemma: . | a56_259_tags.txt | SN:9 | TN:21
Word: . | Lemma: . | a56_253to258_tags.txt | SN:89 | TN:44
Word: . | Lemma: . | a56_224_tags.txt | SN:27 | TN:37
Word: . | Lemma: . | a56_238to240_tags.txt | SN:55 | TN:16
Word: . | Lemma: . | a56_263_tags.txt | SN:26 | TN:41
Word: . | Lemma: . | a56_193to197_tags.txt | SN:65 | TN:82
Word: . | Lemma: . | a56_212_tags.txt | SN:21 | TN:36
Word: . | Lemma: . | a56_223_tags.txt | SN:7 | TN:25
Word: . | Lemma: . | a56_251_tags.txt | SN:17 | TN:24
Word: . | Lemma: . | a56_251_tags.txt | SN:26 | TN:10
Word: . | Lemma: . | a56_235to237_tags.txt | SN:64 | TN:47
Word: . | Lemma: . | a56_214_tags.txt | SN:45 | TN:37
Word: . | Lemma: . | a56_212_tags.txt | SN:27 | TN:21
Word: . | Lemma: . | a56_181to186_tags.txt | SN:86 | TN:15
Word: . | Lemma: . | a56_181to186_tags.txt | SN:88 | TN:23
Word: . | Lemma: . | a56_193to197_tags.txt | SN:97 | TN:51
Word: . | Lemma: . | a56_225_tags.txt | SN:21 | TN:8
Word: . | Lemma: . | a56_253to258_tags.txt | SN:20 | TN:12
Word: . | Lemma: . | a56_253to258_tags.txt | SN:165 | TN:32
Word: . | Lemma: . | a56_214_tags.txt | SN:28 | TN:17
Word: . | Lemma: . | a56_247_tags.txt | SN:23 | TN:18
Word: . | Lemma: . | a56_181to186_tags.txt | SN:101 | TN:21
Word: . | Lemma: . | a56_249_tags.txt | SN:9 | TN:17
Word: . | Lemma: . | a56_253to258_tags.txt | SN:150 | TN:50
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:37 | TN:15
Word: . | Lemma: . | a56_253to258_tags.txt | SN:3 | TN:24
Word: . | Lemma: . | a56_252_tags.txt | SN:23 | TN:19
Word: . | Lemma: . | a56_211_tags.txt | SN:19 | TN:43
Word: . | Lemma: . | a56_238to240_tags.txt | SN:60 | TN:27
Word: . | Lemma: . | a56_253to258_tags.txt | SN:39 | TN:16
Word: . | Lemma: . | a56_261_tags.txt | SN:21 | TN:23
Word: . | Lemma: . | a56_248_tags.txt | SN:24 | TN:41
Word: . | Lemma: . | a56_181to186_tags.txt | SN:23 | TN:12
Word: . | Lemma: . | a56_181to186_tags.txt | SN:62 | TN:8
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:14 | TN:14
Word: . | Lemma: . | a56_238to240_tags.txt | SN:20 | TN:28
Word: . | Lemma: . | a56_251_tags.txt | SN:18 | TN:8
Word: . | Lemma: . | a56_193to197_tags.txt | SN:19 | TN:16
Word: . | Lemma: . | a56_193to197_tags.txt | SN:103 | TN:28
Word: . | Lemma: . | a56_253to258_tags.txt | SN:85 | TN:19
Word: . | Lemma: . | a56_214_tags.txt | SN:10 | TN:39
Word: . | Lemma: . | a56_251_tags.txt | SN:16 | TN:28
Word: . | Lemma: . | a56_248_tags.txt | SN:1 | TN:19
Word: . | Lemma: . | a56_253to258_tags.txt | SN:45 | TN:38
Word: . | Lemma: . | a56_226_tags.txt | SN:22 | TN:16
Word: . | Lemma: . | a56_181to186_tags.txt | SN:104 | TN:34
Word: . | Lemma: . | a56_181to186_tags.txt | SN:120 | TN:36
Word: . | Lemma: . | a56_213_tags.txt | SN:39 | TN:28
Word: . | Lemma: . | a56_224_tags.txt | SN:18 | TN:31
Word: . | Lemma: . | a56_263_tags.txt | SN:22 | TN:30
Word: . | Lemma: . | a56_238to240_tags.txt | SN:27 | TN:18
Word: . | Lemma: . | a56_253to258_tags.txt | SN:73 | TN:84
Word: . | Lemma: . | a56_181to186_tags.txt | SN:82 | TN:33
Word: . | Lemma: . | a56_226_tags.txt | SN:3 | TN:21
Word: . | Lemma: . | a56_226_tags.txt | SN:6 | TN:48
Word: . | Lemma: . | a56_248_tags.txt | SN:23 | TN:10
Word: . | Lemma: . | a56_251_tags.txt | SN:12 | TN:10
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:74 | TN:29
Word: . | Lemma: . | a56_249_tags.txt | SN:22 | TN:21
Word: . | Lemma: . | a56_226_tags.txt | SN:11 | TN:39
Word: . | Lemma: . | a56_224_tags.txt | SN:7 | TN:24
Word: . | Lemma: . | a56_228_tags.txt | SN:12 | TN:12
Word: . | Lemma: . | a56_235to237_tags.txt | SN:68 | TN:15
Word: . | Lemma: . | a56_181to186_tags.txt | SN:90 | TN:13
Word: . | Lemma: . | a56_181to186_tags.txt | SN:72 | TN:57
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:18 | TN:16
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:63 | TN:12
Word: . | Lemma: . | a56_193to197_tags.txt | SN:57 | TN:13
Word: . | Lemma: . | a56_238to240_tags.txt | SN:26 | TN:40
Word: . | Lemma: . | a56_181to186_tags.txt | SN:73 | TN:18
Word: . | Lemma: . | a56_181to186_tags.txt | SN:34 | TN:38
Word: . | Lemma: . | a56_228_tags.txt | SN:7 | TN:57
Word: . | Lemma: . | a56_253to258_tags.txt | SN:139 | TN:29
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:109 | TN:15
Word: . | Lemma: . | a56_238to240_tags.txt | SN:31 | TN:23
Word: . | Lemma: . | a56_253to258_tags.txt | SN:81 | TN:18
Word: . | Lemma: . | a56_213_tags.txt | SN:31 | TN:47
Word: . | Lemma: . | a56_181to186_tags.txt | SN:130 | TN:17
Word: . | Lemma: . | a56_193to197_tags.txt | SN:58 | TN:45
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:27 | TN:10
Word: . | Lemma: . | a56_259_tags.txt | SN:13 | TN:30
Word: . | Lemma: . | a56_181to186_tags.txt | SN:107 | TN:27
Word: . | Lemma: . | a56_181to186_tags.txt | SN:126 | TN:33
Word: . | Lemma: . | a56_223_tags.txt | SN:10 | TN:16
Word: . | Lemma: . | a56_249_tags.txt | SN:8 | TN:26
Word: . | Lemma: . | a56_214_tags.txt | SN:47 | TN:31
Word: . | Lemma: . | a56_253to258_tags.txt | SN:140 | TN:11
Word: . | Lemma: . | a56_225_tags.txt | SN:3 | TN:18
Word: . | Lemma: . | a56_238to240_tags.txt | SN:67 | TN:47
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:48 | TN:34
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:102 | TN:18
Word: . | Lemma: . | a56_204_tags.txt | SN:20 | TN:19
Word: . | Lemma: . | a56_238to240_tags.txt | SN:48 | TN:44
Word: . | Lemma: . | a56_214_tags.txt | SN:40 | TN:45
Word: . | Lemma: . | a56_193to197_tags.txt | SN:64 | TN:35
Word: . | Lemma: . | a56_198_tags.txt | SN:32 | TN:56
Word: . | Lemma: . | a56_253to258_tags.txt | SN:64 | TN:29
Word: . | Lemma: . | a56_238to240_tags.txt | SN:61 | TN:13
Word: . | Lemma: . | a56_253to258_tags.txt | SN:119 | TN:22
Word: . | Lemma: . | a56_223_tags.txt | SN:22 | TN:14
Word: . | Lemma: . | a56_235to237_tags.txt | SN:69 | TN:25
Word: . | Lemma: . | a56_181to186_tags.txt | SN:142 | TN:42
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:67 | TN:39
Word: . | Lemma: . | a56_213_tags.txt | SN:28 | TN:11
Word: . | Lemma: . | a56_249_tags.txt | SN:1 | TN:33
Word: . | Lemma: . | a56_193to197_tags.txt | SN:49 | TN:47
Word: . | Lemma: . | a56_181to186_tags.txt | SN:76 | TN:18
Word: . | Lemma: . | a56_253to258_tags.txt | SN:171 | TN:23
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:59 | TN:10
Word: . | Lemma: . | a56_238to240_tags.txt | SN:10 | TN:38
Word: . | Lemma: . | a56_238to240_tags.txt | SN:18 | TN:25
Word: . | Lemma: . | a56_253to258_tags.txt | SN:67 | TN:15
Word: . | Lemma: . | a56_238to240_tags.txt | SN:22 | TN:45
Word: . | Lemma: . | a56_181to186_tags.txt | SN:89 | TN:11
Word: . | Lemma: . | a56_181to186_tags.txt | SN:26 | TN:19
Word: . | Lemma: . | a56_181to186_tags.txt | SN:14 | TN:62
Word: . | Lemma: . | a56_181to186_tags.txt | SN:16 | TN:33
Word: . | Lemma: . | a56_253to258_tags.txt | SN:25 | TN:32
Word: . | Lemma: . | a56_253to258_tags.txt | SN:138 | TN:26
Word: . | Lemma: . | a56_260_tags.txt | SN:6 | TN:26
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:65 | TN:34
Word: . | Lemma: . | a56_204_tags.txt | SN:15 | TN:42
Word: . | Lemma: . | a56_259_tags.txt | SN:20 | TN:51
Word: . | Lemma: . | a56_250_tags.txt | SN:8 | TN:21
Word: . | Lemma: . | a56_193to197_tags.txt | SN:93 | TN:17
Word: . | Lemma: . | a56_198_tags.txt | SN:18 | TN:10
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:48 | TN:13
Word: . | Lemma: . | a56_225_tags.txt | SN:29 | TN:3
Word: . | Lemma: . | a56_253to258_tags.txt | SN:73 | TN:59
Word: . | Lemma: . | a56_181to186_tags.txt | SN:61 | TN:26
Word: . | Lemma: . | a56_200_tags.txt | SN:39 | TN:15
Word: . | Lemma: . | a56_223_tags.txt | SN:9 | TN:34
Word: . | Lemma: . | a56_226_tags.txt | SN:14 | TN:25
Word: . | Lemma: . | a56_238to240_tags.txt | SN:25 | TN:3
Word: . | Lemma: . | a56_261_tags.txt | SN:15 | TN:39
Word: . | Lemma: . | a56_261_tags.txt | SN:14 | TN:20
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:22 | TN:19
Word: . | Lemma: . | a56_227_tags.txt | SN:17 | TN:47
Word: . | Lemma: . | a56_253to258_tags.txt | SN:58 | TN:14
Word: . | Lemma: . | a56_253to258_tags.txt | SN:48 | TN:39
Word: . | Lemma: . | a56_193to197_tags.txt | SN:87 | TN:32
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:58 | TN:11
Word: . | Lemma: . | a56_252_tags.txt | SN:18 | TN:33
Word: . | Lemma: . | a56_253to258_tags.txt | SN:21 | TN:16
Word: . | Lemma: . | a56_235to237_tags.txt | SN:27 | TN:34
Word: . | Lemma: . | a56_250_tags.txt | SN:18 | TN:31
Word: . | Lemma: . | a56_264_tags.txt | SN:30 | TN:18
Word: . | Lemma: . | a56_204_tags.txt | SN:14 | TN:20
Word: . | Lemma: . | a56_250_tags.txt | SN:16 | TN:24
Word: . | Lemma: . | a56_259_tags.txt | SN:16 | TN:27
Word: . | Lemma: . | a56_227_tags.txt | SN:14 | TN:23
Word: . | Lemma: . | a56_226_tags.txt | SN:7 | TN:50
Word: . | Lemma: . | a56_193to197_tags.txt | SN:56 | TN:28
Word: . | Lemma: . | a56_181to186_tags.txt | SN:48 | TN:12
Word: . | Lemma: . | a56_225_tags.txt | SN:31 | TN:6
Word: . | Lemma: . | a56_251_tags.txt | SN:3 | TN:13
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:41 | TN:21
Word: . | Lemma: . | a56_226_tags.txt | SN:28 | TN:31
Word: . | Lemma: . | a56_263_tags.txt | SN:24 | TN:14
Word: . | Lemma: . | a56_253to258_tags.txt | SN:161 | TN:28
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:106 | TN:6
Word: . | Lemma: . | a56_248_tags.txt | SN:11 | TN:19
Word: . | Lemma: . | a56_213_tags.txt | SN:41 | TN:39
Word: . | Lemma: . | a56_253to258_tags.txt | SN:38 | TN:23
Word: . | Lemma: . | a56_253to258_tags.txt | SN:40 | TN:9
Word: . | Lemma: . | a56_181to186_tags.txt | SN:87 | TN:35
Word: . | Lemma: . | a56_193to197_tags.txt | SN:76 | TN:42
Word: . | Lemma: . | a56_228_tags.txt | SN:11 | TN:29
Word: . | Lemma: . | a56_181to186_tags.txt | SN:49 | TN:16
Word: . | Lemma: . | a56_181to186_tags.txt | SN:30 | TN:24
Word: . | Lemma: . | a56_181to186_tags.txt | SN:52 | TN:28
Word: . | Lemma: . | a56_253to258_tags.txt | SN:65 | TN:27
Word: . | Lemma: . | a56_253to258_tags.txt | SN:134 | TN:49
Word: . | Lemma: . | a56_261_tags.txt | SN:7 | TN:20
Word: . | Lemma: . | a56_259_tags.txt | SN:24 | TN:13
Word: . | Lemma: . | a56_238to240_tags.txt | SN:44 | TN:21
Word: . | Lemma: . | a56_264_tags.txt | SN:24 | TN:15
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:33 | TN:17
Word: . | Lemma: . | a56_253to258_tags.txt | SN:91 | TN:30
Word: . | Lemma: . | a56_253to258_tags.txt | SN:71 | TN:34
Word: . | Lemma: . | a56_253to258_tags.txt | SN:82 | TN:15
Word: . | Lemma: . | a56_193to197_tags.txt | SN:12 | TN:16
Word: . | Lemma: . | a56_238to240_tags.txt | SN:65 | TN:29
Word: . | Lemma: . | a56_193to197_tags.txt | SN:94 | TN:24
Word: . | Lemma: . | a56_200_tags.txt | SN:21 | TN:16
Word: . | Lemma: . | a56_193to197_tags.txt | SN:45 | TN:11
Word: . | Lemma: . | a56_181to186_tags.txt | SN:70 | TN:10
Word: . | Lemma: . | a56_181to186_tags.txt | SN:121 | TN:27
Word: . | Lemma: . | a56_193to197_tags.txt | SN:77 | TN:28
Word: . | Lemma: . | a56_253to258_tags.txt | SN:144 | TN:32
Word: . | Lemma: . | a56_260_tags.txt | SN:19 | TN:48
Word: . | Lemma: . | a56_200_tags.txt | SN:2 | TN:24
Word: . | Lemma: . | a56_214_tags.txt | SN:32 | TN:23
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:47 | TN:20
Word: . | Lemma: . | a56_238to240_tags.txt | SN:39 | TN:17
Word: . | Lemma: . | a56_247_tags.txt | SN:13 | TN:36
Word: . | Lemma: . | a56_253to258_tags.txt | SN:15 | TN:7
Word: . | Lemma: . | a56_193to197_tags.txt | SN:25 | TN:18
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:32 | TN:15
Word: . | Lemma: . | a56_235to237_tags.txt | SN:26 | TN:21
Word: . | Lemma: . | a56_264_tags.txt | SN:1 | TN:27
Word: . | Lemma: . | a56_238to240_tags.txt | SN:62 | TN:40
Word: . | Lemma: . | a56_238to240_tags.txt | SN:12 | TN:34
Word: . | Lemma: . | a56_204_tags.txt | SN:1 | TN:24
Word: . | Lemma: . | a56_251_tags.txt | SN:4 | TN:16
Word: . | Lemma: . | a56_225_tags.txt | SN:2 | TN:23
Word: . | Lemma: . | a56_181to186_tags.txt | SN:129 | TN:41
Word: . | Lemma: . | a56_235to237_tags.txt | SN:18 | TN:45
Word: . | Lemma: . | a56_248_tags.txt | SN:8 | TN:26
Word: . | Lemma: . | a56_204_tags.txt | SN:9 | TN:21
Word: . | Lemma: . | a56_238to240_tags.txt | SN:52 | TN:13
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:69 | TN:6
Word: . | Lemma: . | a56_193to197_tags.txt | SN:46 | TN:27
Word: . | Lemma: . | a56_227_tags.txt | SN:23 | TN:20
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:65 | TN:16
Word: . | Lemma: . | a56_253to258_tags.txt | SN:56 | TN:31
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:55 | TN:17
Word: . | Lemma: . | a56_226_tags.txt | SN:23 | TN:29
Word: . | Lemma: . | a56_200_tags.txt | SN:19 | TN:14
Word: . | Lemma: . | a56_193to197_tags.txt | SN:8 | TN:18
Word: . | Lemma: . | a56_181to186_tags.txt | SN:67 | TN:8
Word: . | Lemma: . | a56_213_tags.txt | SN:2 | TN:28
Word: . | Lemma: . | a56_253to258_tags.txt | SN:110 | TN:12
Word: . | Lemma: . | a56_238to240_tags.txt | SN:74 | TN:22
Word: . | Lemma: . | a56_193to197_tags.txt | SN:81 | TN:33
Word: . | Lemma: . | a56_198_tags.txt | SN:30 | TN:24
Word: . | Lemma: . | a56_213_tags.txt | SN:45 | TN:5
Word: . | Lemma: . | a56_181to186_tags.txt | SN:132 | TN:25
Word: . | Lemma: . | a56_198_tags.txt | SN:40 | TN:28
Word: . | Lemma: . | a56_204_tags.txt | SN:5 | TN:46
Word: . | Lemma: . | a56_249_tags.txt | SN:8 | TN:14
Word: . | Lemma: . | a56_253to258_tags.txt | SN:141 | TN:30
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:53 | TN:32
Word: . | Lemma: . | a56_214_tags.txt | SN:30 | TN:9
Word: . | Lemma: . | a56_235to237_tags.txt | SN:52 | TN:36
Word: . | Lemma: . | a56_253to258_tags.txt | SN:70 | TN:20
Word: . | Lemma: . | a56_238to240_tags.txt | SN:34 | TN:13
Word: . | Lemma: . | a56_226_tags.txt | SN:8 | TN:11
Word: . | Lemma: . | a56_193to197_tags.txt | SN:53 | TN:34
Word: . | Lemma: . | a56_198_tags.txt | SN:29 | TN:15
Word: . | Lemma: . | a56_249_tags.txt | SN:25 | TN:15
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:16 | TN:19
Word: . | Lemma: . | a56_235to237_tags.txt | SN:11 | TN:40
Word: . | Lemma: . | a56_249_tags.txt | SN:9 | TN:33
Word: . | Lemma: . | a56_264_tags.txt | SN:10 | TN:39
Word: . | Lemma: . | a56_193to197_tags.txt | SN:47 | TN:25
Word: . | Lemma: . | a56_181to186_tags.txt | SN:67 | TN:33
Word: . | Lemma: . | a56_181to186_tags.txt | SN:45 | TN:34
Word: . | Lemma: . | a56_181to186_tags.txt | SN:58 | TN:24
Word: . | Lemma: . | a56_193to197_tags.txt | SN:88 | TN:33
Word: . | Lemma: . | a56_227_tags.txt | SN:19 | TN:45
Word: . | Lemma: . | a56_252_tags.txt | SN:1 | TN:26
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:66 | TN:14
Word: . | Lemma: . | a56_253to258_tags.txt | SN:146 | TN:13
Word: . | Lemma: . | a56_264_tags.txt | SN:11 | TN:12
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:60 | TN:6
Word: . | Lemma: . | a56_238to240_tags.txt | SN:2 | TN:20
Word: . | Lemma: . | a56_253to258_tags.txt | SN:128 | TN:36
Word: . | Lemma: . | a56_252_tags.txt | SN:15 | TN:10
Word: . | Lemma: . | a56_225_tags.txt | SN:15 | TN:11
Word: . | Lemma: . | a56_260_tags.txt | SN:1 | TN:26
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:53 | TN:15
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:56 | TN:17
Word: . | Lemma: . | a56_247_tags.txt | SN:31 | TN:21
Word: . | Lemma: . | a56_261_tags.txt | SN:27 | TN:30
Word: . | Lemma: . | a56_261_tags.txt | SN:20 | TN:54
Word: . | Lemma: . | a56_224_tags.txt | SN:20 | TN:28
Word: . | Lemma: . | a56_224_tags.txt | SN:24 | TN:36
Word: . | Lemma: . | lopez_clement_s11_tags.txt | SN:24 | TN:9
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:83 | TN:23
Word: . | Lemma: . | a56_261_tags.txt | SN:16 | TN:30
Word: . | Lemma: . | a56_264_tags.txt | SN:21 | TN:35
Word: . | Lemma: . | a56_238to240_tags.txt | SN:53 | TN:20
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:87 | TN:14
Word: . | Lemma: . | a56_253to258_tags.txt | SN:98 | TN:51
Word: . | Lemma: . | a56_181to186_tags.txt | SN:145 | TN:31
Word: . | Lemma: . | a56_181to186_tags.txt | SN:75 | TN:14
Word: . | Lemma: . | a56_181to186_tags.txt | SN:100 | TN:26
Word: . | Lemma: . | a56_235to237_tags.txt | SN:60 | TN:18
Word: . | Lemma: . | a56_224_tags.txt | SN:8 | TN:8
Word: . | Lemma: . | a56_226_tags.txt | SN:26 | TN:32
Word: . | Lemma: . | a56_259_tags.txt | SN:21 | TN:28
Word: . | Lemma: . | a56_264_tags.txt | SN:28 | TN:18
Word: . | Lemma: . | a56_252_tags.txt | SN:20 | TN:26
Word: . | Lemma: . | a56_261_tags.txt | SN:13 | TN:17
Word: . | Lemma: . | a56_198_tags.txt | SN:4 | TN:22
Word: . | Lemma: . | a56_223_tags.txt | SN:4 | TN:21
Word: . | Lemma: . | a56_253to258_tags.txt | SN:4 | TN:9
Word: . | Lemma: . | a56_193to197_tags.txt | SN:38 | TN:26
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:110 | TN:13
Word: . | Lemma: . | a56_224_tags.txt | SN:25 | TN:8
Word: . | Lemma: . | a56_225_tags.txt | SN:9 | TN:19
Word: . | Lemma: . | a56_248_tags.txt | SN:6 | TN:34
Word: . | Lemma: . | a56_235to237_tags.txt | SN:20 | TN:48
Word: . | Lemma: . | a56_251_tags.txt | SN:7 | TN:22
Word: . | Lemma: . | cua_bernice_s11_tags.txt | SN:100 | TN:12
Word: . | Lemma: . | a56_193to197_tags.txt | SN:43 | TN:28
Word: . | Lemma: . | a56_181to186_tags.txt | SN:57 | TN:24
Word: . | Lemma: . | a56_181to186_tags.txt | SN:99 | TN:31
Word: . | Lemma: . | a56_238to240_tags.txt | SN:72 | TN:8
Word: . | Lemma: . | a56_253to258_tags.txt | SN:149 | TN:21
Word: . | Lemma: . | a56_252_tags.txt | SN:16 | TN:21
Word: . | Lemma: . | a56_259_tags.txt | SN:22 | TN:31
Word: . | Lemma: . | a56_264_tags.txt | SN:19 | TN:36
Word: . | Lemma: . | a56_193to197_tags.txt | SN:96 | TN:36
Word: . | Lemma: . | a56_181to186_tags.txt | SN:114 | TN:8
Word: . | Lemma: . | a56_193to197_tags.txt | SN:51 | TN:66
Word: . | Lemma: . | a56_193to197_tags.txt | SN:58 | TN:57
Word: . | Lemma: . | a56_212_tags.txt | SN:17 | TN:49
