POS Tag: CCB
Word: Gayon | Lemma: Gayon | a56_235to237_tags.txt | SN:2 | TN:0
Word: Upang | Lemma: Upang | a56_213_tags.txt | SN:2 | TN:0
Word: Upang | Lemma: Upang | a56_253to258_tags.txt | SN:54 | TN:0
Word: Upang | Lemma: Upang | a56_253to258_tags.txt | SN:100 | TN:0
Word: Upang | Lemma: Upang | a56_253to258_tags.txt | SN:125 | TN:0
Word: Upang | Lemma: Upang | lopez_clement_s11_tags.txt | SN:55 | TN:0
Word: at | Lemma: at | a56_264_tags.txt | SN:31 | TN:7
Word: gayon | Lemma: gayon | a56_235to237_tags.txt | SN:5 | TN:8
Word: gayon | Lemma: gayon | a56_238to240_tags.txt | SN:14 | TN:8
Word: gayundin | Lemma: gayundin | cua_bernice_s11_tags.txt | SN:9 | TN:10
Word: gayunpaman | Lemma: gayunpaman | a56_193to197_tags.txt | SN:100 | TN:5
Word: ginagawa | Lemma: gawa | lopez_clement_s11_tags.txt | SN:63 | TN:37
Word: gitna | Lemma: gitna | a56_248_tags.txt | SN:24 | TN:22
Word: gitna | Lemma: gitna | a56_252_tags.txt | SN:9 | TN:20
Word: hilagang-silangan | Lemma: hilaga-silangan | a56_248_tags.txt | SN:24 | TN:20
Word: itulot | Lemma: itulot | a56_252_tags.txt | SN:9 | TN:33
Word: kaagapay | Lemma: kaagapay | a56_259_tags.txt | SN:5 | TN:20
Word: kabilang | Lemma: bilang | a56_193to197_tags.txt | SN:37 | TN:15
Word: kabilang | Lemma: kabilang | a56_235to237_tags.txt | SN:20 | TN:32
Word: kasama | Lemma: sama | a56_181to186_tags.txt | SN:31 | TN:94
Word: kasama | Lemma: sama | a56_181to186_tags.txt | SN:66 | TN:5
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:1 | TN:6
Word: kasama | Lemma: kasama | cua_bernice_s11_tags.txt | SN:49 | TN:22
Word: kasama | Lemma: sama | a56_253to258_tags.txt | SN:10 | TN:14
Word: kasama | Lemma: sama | a56_261_tags.txt | SN:11 | TN:15
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:11 | TN:63
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:13 | TN:7
Word: kasama | Lemma: kasama | a56_223_tags.txt | SN:4 | TN:11
Word: kasama | Lemma: sama | a56_181to186_tags.txt | SN:72 | TN:21
Word: kasama | Lemma: sama | a56_212_tags.txt | SN:9 | TN:23
Word: kasama | Lemma: sama | a56_250_tags.txt | SN:15 | TN:9
Word: kasama | Lemma: sama | a56_253to258_tags.txt | SN:21 | TN:6
Word: kasama | Lemma: sama | a56_227_tags.txt | SN:6 | TN:11
Word: kasama | Lemma: sama | a56_235to237_tags.txt | SN:45 | TN:11
Word: kasama | Lemma: sama | a56_212_tags.txt | SN:5 | TN:23
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:2 | TN:10
Word: kasama | Lemma: sama | a56_263_tags.txt | SN:14 | TN:7
Word: kasama | Lemma: sama | a56_181to186_tags.txt | SN:96 | TN:47
Word: kasama | Lemma: sama | a56_235to237_tags.txt | SN:20 | TN:12
Word: kasama | Lemma: sama | a56_211_tags.txt | SN:23 | TN:5
Word: kasama | Lemma: sama | a56_247_tags.txt | SN:13 | TN:16
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:5 | TN:17
Word: kasama | Lemma: sama | a56_249_tags.txt | SN:5 | TN:12
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:3 | TN:31
Word: kasama | Lemma: sama | a56_181to186_tags.txt | SN:101 | TN:7
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:3 | TN:17
Word: kasama | Lemma: sama | lopez_clement_s11_tags.txt | SN:75 | TN:4
Word: kasama | Lemma: sama | a56_251_tags.txt | SN:15 | TN:16
Word: kasama | Lemma: sama | a56_204_tags.txt | SN:3 | TN:8
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:3 | TN:39
Word: kasama | Lemma: sama | a56_181to186_tags.txt | SN:129 | TN:33
Word: kasama | Lemma: sama | a56_181to186_tags.txt | SN:145 | TN:5
Word: kasama | Lemma: sama | a56_193to197_tags.txt | SN:19 | TN:7
Word: kasama | Lemma: sama | a56_200_tags.txt | SN:35 | TN:9
Word: kasama | Lemma: sama | a56_223_tags.txt | SN:3 | TN:25
Word: kasama | Lemma: sama | a56_204_tags.txt | SN:2 | TN:11
Word: kasama | Lemma: sama | a56_213_tags.txt | SN:35 | TN:14
Word: kasama | Lemma: sama | a56_214_tags.txt | SN:38 | TN:5
Word: kasama | Lemma: sama | a56_251_tags.txt | SN:24 | TN:20
Word: kasama | Lemma: sama | a56_213_tags.txt | SN:41 | TN:17
Word: kasama | Lemma: sama | a56_251_tags.txt | SN:29 | TN:20
Word: kasama | Lemma: sama | a56_198_tags.txt | SN:13 | TN:29
Word: kasama | Lemma: sama | cua_bernice_s11_tags.txt | SN:62 | TN:7
Word: kasama | Lemma: sama | a56_211_tags.txt | SN:3 | TN:18
Word: na | Lemma: na | a56_181to186_tags.txt | SN:17 | TN:10
Word: na | Lemma: na | a56_211_tags.txt | SN:31 | TN:20
Word: na | Lemma: na | a56_213_tags.txt | SN:17 | TN:10
Word: nagtatampok | Lemma: tampok | a56_264_tags.txt | SN:31 | TN:17
Word: nang | Lemma: nang | cua_bernice_s11_tags.txt | SN:21 | TN:28
Word: nang | Lemma: nang | cua_bernice_s11_tags.txt | SN:63 | TN:2
Word: nang | Lemma: nang | cua_bernice_s11_tags.txt | SN:71 | TN:14
Word: nang | Lemma: nang | cua_bernice_s11_tags.txt | SN:79 | TN:1
Word: nasakop | Lemma: sakop | a56_235to237_tags.txt | SN:41 | TN:27
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:7 | TN:10
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:1 | TN:21
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:1 | TN:23
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:2 | TN:26
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:6 | TN:47
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:9 | TN:15
Word: ng | Lemma: ng | a56_248_tags.txt | SN:28 | TN:3
Word: ng | Lemma: ng | a56_250_tags.txt | SN:12 | TN:12
Word: ng | Lemma: ng | a56_249_tags.txt | SN:21 | TN:11
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:31 | TN:49
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:131 | TN:3
Word: ng | Lemma: ng | a56_211_tags.txt | SN:5 | TN:24
Word: ng | Lemma: ng | a56_247_tags.txt | SN:28 | TN:7
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:99 | TN:3
Word: ng | Lemma: ng | a56_200_tags.txt | SN:29 | TN:6
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:3 | TN:38
Word: ng | Lemma: ng | a56_251_tags.txt | SN:21 | TN:10
Word: ng | Lemma: ng | a56_200_tags.txt | SN:29 | TN:14
Word: ng | Lemma: ng | a56_225_tags.txt | SN:19 | TN:1
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:150 | TN:11
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:21 | TN:41
Word: ng | Lemma: ng | a56_249_tags.txt | SN:11 | TN:3
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:99 | TN:4
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:71 | TN:9
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:57 | TN:5
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:53 | TN:1
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:51 | TN:12
Word: ng | Lemma: ng | a56_259_tags.txt | SN:7 | TN:6
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:53 | TN:11
Word: ng | Lemma: ng | a56_261_tags.txt | SN:24 | TN:5
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:12 | TN:12
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:148 | TN:18
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:42 | TN:21
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:93 | TN:9
Word: ng | Lemma: ng | a56_250_tags.txt | SN:23 | TN:9
Word: ng | Lemma: ng | a56_249_tags.txt | SN:4 | TN:2
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:29 | TN:5
Word: ng | Lemma: ng | a56_200_tags.txt | SN:31 | TN:30
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:31 | TN:92
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:14 | TN:54
Word: ng | Lemma: ng | a56_249_tags.txt | SN:15 | TN:3
Word: ng | Lemma: ng | a56_247_tags.txt | SN:2 | TN:12
Word: ng | Lemma: ng | a56_260_tags.txt | SN:2 | TN:8
Word: ng | Lemma: ng | a56_261_tags.txt | SN:18 | TN:29
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:17 | TN:9
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:32 | TN:3
Word: ng | Lemma: ng | a56_227_tags.txt | SN:18 | TN:4
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:38 | TN:1
Word: ng | Lemma: ng | a56_259_tags.txt | SN:2 | TN:8
Word: ng | Lemma: ng | a56_211_tags.txt | SN:3 | TN:21
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:87 | TN:50
Word: ng | Lemma: ng | a56_247_tags.txt | SN:8 | TN:6
Word: ng | Lemma: ng | a56_213_tags.txt | SN:15 | TN:15
Word: ng | Lemma: ng | a56_259_tags.txt | SN:14 | TN:13
Word: ng | Lemma: ng | a56_251_tags.txt | SN:22 | TN:9
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:29 | TN:5
Word: ng | Lemma: ng | a56_250_tags.txt | SN:2 | TN:1
Word: ng | Lemma: ng | a56_227_tags.txt | SN:4 | TN:51
Word: ng | Lemma: ng | a56_198_tags.txt | SN:26 | TN:11
Word: ng | Lemma: ng | a56_212_tags.txt | SN:17 | TN:44
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:10 | TN:24
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:71 | TN:4
Word: ng | Lemma: ng | a56_198_tags.txt | SN:9 | TN:14
Word: ng | Lemma: ng | a56_212_tags.txt | SN:9 | TN:2
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:46 | TN:21
Word: ng | Lemma: ng | a56_259_tags.txt | SN:3 | TN:23
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:28 | TN:27
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:34 | TN:11
Word: ng | Lemma: ng | a56_250_tags.txt | SN:10 | TN:1
Word: ng | Lemma: ng | a56_248_tags.txt | SN:23 | TN:3
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:169 | TN:27
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:169 | TN:12
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:43 | TN:13
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:8 | TN:8
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:132 | TN:7
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:3 | TN:13
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:84 | TN:46
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:49 | TN:6
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:95 | TN:12
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:5 | TN:1
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:47 | TN:17
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:59 | TN:6
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:96 | TN:15
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:107 | TN:6
Word: ng | Lemma: ng | a56_200_tags.txt | SN:6 | TN:9
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:64 | TN:19
Word: ng | Lemma: ng | a56_211_tags.txt | SN:11 | TN:21
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:7 | TN:17
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:119 | TN:23
Word: ng | Lemma: ng | a56_260_tags.txt | SN:17 | TN:23
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:82 | TN:2
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:65 | TN:25
Word: ng | Lemma: ng | a56_247_tags.txt | SN:5 | TN:2
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:171 | TN:5
Word: ng | Lemma: ng | a56_248_tags.txt | SN:25 | TN:13
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:66 | TN:4
Word: ng | Lemma: ng | a56_213_tags.txt | SN:15 | TN:13
Word: ng | Lemma: ng | a56_223_tags.txt | SN:4 | TN:17
Word: ng | Lemma: ng | a56_250_tags.txt | SN:1 | TN:34
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:56 | TN:7
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:29 | TN:29
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:37 | TN:31
Word: ng | Lemma: ng | a56_204_tags.txt | SN:24 | TN:8
Word: ng | Lemma: ng | a56_260_tags.txt | SN:3 | TN:62
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:21 | TN:14
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:130 | TN:3
Word: ng | Lemma: ng | a56_247_tags.txt | SN:6 | TN:16
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:35 | TN:33
Word: ng | Lemma: ng | a56_211_tags.txt | SN:23 | TN:17
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:34 | TN:23
Word: ng | Lemma: ng | a56_247_tags.txt | SN:3 | TN:22
Word: ng | Lemma: ng | a56_249_tags.txt | SN:1 | TN:6
Word: ng | Lemma: ng | a56_250_tags.txt | SN:6 | TN:16
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:112 | TN:6
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:45 | TN:19
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:73 | TN:72
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:159 | TN:4
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:139 | TN:27
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:103 | TN:16
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:15 | TN:25
Word: ng | Lemma: ng | a56_249_tags.txt | SN:1 | TN:31
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:31 | TN:26
Word: ng | Lemma: ng | a56_227_tags.txt | SN:2 | TN:8
Word: ng | Lemma: ng | a56_228_tags.txt | SN:16 | TN:14
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:12 | TN:5
Word: ng | Lemma: ng | a56_228_tags.txt | SN:21 | TN:12
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:41 | TN:12
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:76 | TN:15
Word: ng | Lemma: ng | a56_264_tags.txt | SN:17 | TN:8
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:34 | TN:6
Word: ng | Lemma: ng | a56_249_tags.txt | SN:18 | TN:15
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:92 | TN:24
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:52 | TN:16
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:96 | TN:40
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:123 | TN:8
Word: ng | Lemma: ng | a56_261_tags.txt | SN:25 | TN:13
Word: ng | Lemma: ng | a56_223_tags.txt | SN:14 | TN:33
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:9 | TN:3
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:113 | TN:1
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:2 | TN:16
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:97 | TN:12
Word: ng | Lemma: ng | a56_213_tags.txt | SN:19 | TN:8
Word: ng | Lemma: ng | a56_214_tags.txt | SN:12 | TN:6
Word: ng | Lemma: ng | a56_224_tags.txt | SN:24 | TN:32
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:33 | TN:55
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:93 | TN:7
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:50 | TN:12
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:15 | TN:3
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:2 | TN:29
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:11 | TN:18
Word: ng | Lemma: ng | a56_200_tags.txt | SN:20 | TN:7
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:7 | TN:12
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:127 | TN:4
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:87 | TN:16
Word: ng | Lemma: ng | a56_225_tags.txt | SN:27 | TN:12
Word: ng | Lemma: ng | a56_214_tags.txt | SN:43 | TN:7
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:77 | TN:11
Word: ng | Lemma: ng | a56_264_tags.txt | SN:20 | TN:12
Word: ng | Lemma: ng | a56_264_tags.txt | SN:6 | TN:3
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:72 | TN:25
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:18 | TN:37
Word: ng | Lemma: ng | a56_252_tags.txt | SN:9 | TN:7
Word: ng | Lemma: ng | a56_260_tags.txt | SN:8 | TN:12
Word: ng | Lemma: ng | a56_251_tags.txt | SN:7 | TN:8
Word: ng | Lemma: ng | a56_214_tags.txt | SN:1 | TN:1
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:4 | TN:15
Word: ng | Lemma: ng | a56_251_tags.txt | SN:4 | TN:1
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:6 | TN:16
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:75 | TN:11
Word: ng | Lemma: ng | a56_249_tags.txt | SN:10 | TN:12
Word: ng | Lemma: ng | a56_259_tags.txt | SN:28 | TN:38
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:67 | TN:6
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:68 | TN:1
Word: ng | Lemma: ng | a56_213_tags.txt | SN:17 | TN:31
Word: ng | Lemma: ng | a56_213_tags.txt | SN:49 | TN:9
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:83 | TN:2
Word: ng | Lemma: ng | a56_260_tags.txt | SN:3 | TN:65
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:59 | TN:17
Word: ng | Lemma: ng | a56_264_tags.txt | SN:34 | TN:16
Word: ng | Lemma: ng | a56_213_tags.txt | SN:21 | TN:25
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:68 | TN:2
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:34 | TN:11
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:90 | TN:14
Word: ng | Lemma: ng | a56_252_tags.txt | SN:14 | TN:4
Word: ng | Lemma: ng | a56_259_tags.txt | SN:22 | TN:9
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:44 | TN:10
Word: ng | Lemma: ng | a56_224_tags.txt | SN:5 | TN:10
Word: ng | Lemma: ng | a56_198_tags.txt | SN:33 | TN:10
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:4 | TN:2
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:75 | TN:11
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:51 | TN:31
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:36 | TN:17
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:46 | TN:23
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:20 | TN:11
Word: ng | Lemma: ng | a56_211_tags.txt | SN:13 | TN:7
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:48 | TN:9
Word: ng | Lemma: ng | a56_200_tags.txt | SN:31 | TN:5
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:4 | TN:2
Word: ng | Lemma: ng | a56_252_tags.txt | SN:6 | TN:9
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:50 | TN:2
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:126 | TN:17
Word: ng | Lemma: ng | a56_211_tags.txt | SN:1 | TN:24
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:81 | TN:13
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:4 | TN:7
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:72 | TN:11
Word: ng | Lemma: ng | a56_228_tags.txt | SN:18 | TN:39
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:46 | TN:26
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:67 | TN:5
Word: ng | Lemma: ng | a56_226_tags.txt | SN:29 | TN:14
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:5 | TN:3
Word: ng | Lemma: ng | a56_204_tags.txt | SN:5 | TN:21
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:42 | TN:11
Word: ng | Lemma: ng | a56_247_tags.txt | SN:19 | TN:3
Word: ng | Lemma: ng | a56_259_tags.txt | SN:5 | TN:21
Word: ng | Lemma: ng | a56_235to237_tags.txt | SN:54 | TN:5
Word: ng | Lemma: ng | a56_227_tags.txt | SN:27 | TN:21
Word: ng | Lemma: ng | a56_213_tags.txt | SN:17 | TN:2
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:60 | TN:12
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:74 | TN:11
Word: ng | Lemma: ng | a56_228_tags.txt | SN:11 | TN:9
Word: ng | Lemma: ng | a56_213_tags.txt | SN:6 | TN:20
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:6 | TN:63
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:53 | TN:12
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:95 | TN:27
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:22 | TN:15
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:97 | TN:8
Word: ng | Lemma: ng | a56_247_tags.txt | SN:31 | TN:19
Word: ng | Lemma: ng | a56_223_tags.txt | SN:11 | TN:18
Word: ng | Lemma: ng | a56_264_tags.txt | SN:20 | TN:4
Word: ng | Lemma: ng | a56_252_tags.txt | SN:22 | TN:27
Word: ng | Lemma: ng | lopez_clement_s11_tags.txt | SN:50 | TN:31
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:94 | TN:22
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:114 | TN:3
Word: ng | Lemma: ng | a56_227_tags.txt | SN:11 | TN:1
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:53 | TN:5
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:32 | TN:33
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:61 | TN:5
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:89 | TN:10
Word: ng | Lemma: ng | a56_204_tags.txt | SN:5 | TN:23
Word: ng | Lemma: ng | a56_226_tags.txt | SN:17 | TN:6
Word: ng | Lemma: ng | a56_253to258_tags.txt | SN:90 | TN:61
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:19 | TN:7
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:36 | TN:15
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:68 | TN:27
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:52 | TN:23
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:31 | TN:110
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:35 | TN:5
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:46 | TN:9
Word: ng | Lemma: ng | a56_238to240_tags.txt | SN:13 | TN:17
Word: ng | Lemma: ng | cua_bernice_s11_tags.txt | SN:102 | TN:14
Word: ng | Lemma: ng | a56_181to186_tags.txt | SN:111 | TN:4
Word: ng | Lemma: ng | a56_193to197_tags.txt | SN:83 | TN:15
Word: ng | Lemma: ng | a56_213_tags.txt | SN:31 | TN:16
