POS Tag: PRI_CCP
Word: Ilang | Lemma: Ilan | a56_181to186_tags.txt | SN:1 | TN:0
Word: buong | Lemma: buo | a56_235to237_tags.txt | SN:44 | TN:19
Word: buong | Lemma: buo | a56_252_tags.txt | SN:8 | TN:38
Word: ibang | Lemma: iba | a56_181to186_tags.txt | SN:45 | TN:16
Word: ibang | Lemma: iba | a56_181to186_tags.txt | SN:121 | TN:13
Word: ibang | Lemma: iba | a56_181to186_tags.txt | SN:25 | TN:6
Word: ibang | Lemma: iba | a56_204_tags.txt | SN:23 | TN:27
Word: ibang | Lemma: iba | a56_253to258_tags.txt | SN:71 | TN:7
Word: ibang | Lemma: iba | a56_181to186_tags.txt | SN:36 | TN:14
Word: ibang | Lemma: iba | a56_181to186_tags.txt | SN:95 | TN:10
Word: ibang | Lemma: iba | a56_253to258_tags.txt | SN:86 | TN:7
Word: ibang | Lemma: iba | a56_259_tags.txt | SN:11 | TN:33
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:109 | TN:13
Word: ibang | Lemma: iba | a56_238to240_tags.txt | SN:48 | TN:10
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:94 | TN:2
Word: ibang | Lemma: iba | a56_181to186_tags.txt | SN:96 | TN:87
Word: ibang | Lemma: iba | a56_263_tags.txt | SN:14 | TN:24
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:3 | TN:3
Word: ibang | Lemma: iba | a56_247_tags.txt | SN:3 | TN:8
Word: ibang | Lemma: iba | a56_247_tags.txt | SN:19 | TN:25
Word: ibang | Lemma: iba | a56_260_tags.txt | SN:20 | TN:24
Word: ibang | Lemma: iba | a56_211_tags.txt | SN:17 | TN:24
Word: ibang | Lemma: iba | a56_251_tags.txt | SN:8 | TN:10
Word: ibang | Lemma: iba | a56_253to258_tags.txt | SN:104 | TN:2
Word: ibang | Lemma: iba | lopez_clement_s11_tags.txt | SN:2 | TN:1
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:98 | TN:14
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:95 | TN:9
Word: ibang | Lemma: iba | a56_238to240_tags.txt | SN:33 | TN:58
Word: ibang | Lemma: ibang | cua_bernice_s11_tags.txt | SN:94 | TN:7
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:109 | TN:10
Word: ibang | Lemma: iba | a56_235to237_tags.txt | SN:11 | TN:11
Word: ibang | Lemma: iba | a56_181to186_tags.txt | SN:105 | TN:19
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:87 | TN:11
Word: ibang | Lemma: ibang | a56_253to258_tags.txt | SN:11 | TN:20
Word: ibang | Lemma: ibang | cua_bernice_s11_tags.txt | SN:67 | TN:1
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:21 | TN:34
Word: ibang | Lemma: iba | a56_263_tags.txt | SN:8 | TN:6
Word: ibang | Lemma: iba | a56_200_tags.txt | SN:6 | TN:19
Word: ibang | Lemma: iba | a56_247_tags.txt | SN:19 | TN:19
Word: ibang | Lemma: iba | a56_198_tags.txt | SN:18 | TN:5
Word: ibang | Lemma: iba | cua_bernice_s11_tags.txt | SN:99 | TN:4
Word: ibang | Lemma: iba | a56_198_tags.txt | SN:27 | TN:33
Word: iilang | Lemma: ilan | a56_181to186_tags.txt | SN:92 | TN:17
Word: iilang | Lemma: ilan | a56_181to186_tags.txt | SN:129 | TN:30
Word: ilang | Lemma: ilan | a56_181to186_tags.txt | SN:85 | TN:3
Word: ilang | Lemma: ilan | a56_181to186_tags.txt | SN:75 | TN:1
Word: ilang | Lemma: ilan | a56_181to186_tags.txt | SN:3 | TN:19
Word: ilang | Lemma: ilan | a56_223_tags.txt | SN:16 | TN:26
Word: ilang | Lemma: ilan | a56_228_tags.txt | SN:7 | TN:47
Word: ilang | Lemma: ilan | a56_259_tags.txt | SN:6 | TN:9
Word: ilang | Lemma: ilan | a56_252_tags.txt | SN:18 | TN:17
Word: ilang | Lemma: ilan | a56_251_tags.txt | SN:12 | TN:2
Word: ilang | Lemma: ilan | a56_214_tags.txt | SN:43 | TN:27
Word: ilang | Lemma: ila | a56_253to258_tags.txt | SN:97 | TN:11
Word: ilang | Lemma: ilan | lopez_clement_s11_tags.txt | SN:43 | TN:2
Word: ilang | Lemma: ilan | a56_181to186_tags.txt | SN:8 | TN:67
Word: ilang | Lemma: ilan | cua_bernice_s11_tags.txt | SN:97 | TN:11
Word: ilang | Lemma: ilan | a56_223_tags.txt | SN:3 | TN:5
Word: ilang | Lemma: ilan | a56_181to186_tags.txt | SN:105 | TN:10
Word: ilang | Lemma: ilan | a56_181to186_tags.txt | SN:132 | TN:2
Word: ilang | Lemma: ilan | a56_223_tags.txt | SN:12 | TN:22
Word: ilang | Lemma: ilan | a56_253to258_tags.txt | SN:84 | TN:61
Word: ilang | Lemma: ilan | a56_253to258_tags.txt | SN:145 | TN:5
Word: ilang | Lemma: ilan | a56_253to258_tags.txt | SN:100 | TN:31
Word: ilang | Lemma: ilan | cua_bernice_s11_tags.txt | SN:100 | TN:9
Word: ilang | Lemma: ilan | a56_228_tags.txt | SN:8 | TN:20
Word: ilang | Lemma: ilan | a56_224_tags.txt | SN:1 | TN:17
Word: ilang | Lemma: ilan | a56_193to197_tags.txt | SN:19 | TN:9
Word: ilang | Lemma: ilan | a56_227_tags.txt | SN:4 | TN:26
Word: ilang | Lemma: ilan | a56_224_tags.txt | SN:2 | TN:11
Word: ilang | Lemma: ilan | a56_253to258_tags.txt | SN:89 | TN:23
Word: ilang | Lemma: ilan | a56_238to240_tags.txt | SN:33 | TN:67
Word: ilang | Lemma: ilan | a56_253to258_tags.txt | SN:165 | TN:1
Word: ilang | Lemma: ilan | a56_193to197_tags.txt | SN:50 | TN:14
Word: ilang | Lemma: ilan | a56_213_tags.txt | SN:31 | TN:45
Word: ilang | Lemma: ilan | a56_253to258_tags.txt | SN:157 | TN:7
Word: ilang | Lemma: ilan | a56_224_tags.txt | SN:31 | TN:18
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:3 | TN:34
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:3 | TN:12
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:1 | TN:10
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:105 | TN:5
Word: isang | Lemma: isa | a56_248_tags.txt | SN:14 | TN:33
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:139 | TN:26
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:57 | TN:11
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:88 | TN:5
Word: isang | Lemma: isang | a56_193to197_tags.txt | SN:34 | TN:7
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:37 | TN:3
Word: isang | Lemma: isa | a56_214_tags.txt | SN:28 | TN:12
Word: isang | Lemma: isa | a56_260_tags.txt | SN:19 | TN:32
Word: isang | Lemma: isa | a56_228_tags.txt | SN:7 | TN:52
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:158 | TN:13
Word: isang | Lemma: isa | a56_227_tags.txt | SN:17 | TN:12
Word: isang | Lemma: isa | a56_228_tags.txt | SN:6 | TN:5
Word: isang | Lemma: isang | a56_198_tags.txt | SN:1 | TN:9
Word: isang | Lemma: isa | a56_226_tags.txt | SN:27 | TN:5
Word: isang | Lemma: isa | a56_250_tags.txt | SN:6 | TN:28
Word: isang | Lemma: isa | a56_247_tags.txt | SN:6 | TN:26
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:28 | TN:4
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:21 | TN:9
Word: isang | Lemma: isa | a56_238to240_tags.txt | SN:3 | TN:62
Word: isang | Lemma: isa | a56_225_tags.txt | SN:25 | TN:26
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:52 | TN:7
Word: isang | Lemma: isa | a56_228_tags.txt | SN:11 | TN:7
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:120 | TN:9
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:67 | TN:15
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:47 | TN:21
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:81 | TN:23
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:138 | TN:16
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:117 | TN:6
Word: isang | Lemma: isa | a56_214_tags.txt | SN:10 | TN:16
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:118 | TN:20
Word: isang | Lemma: isa | a56_227_tags.txt | SN:14 | TN:16
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:42 | TN:7
Word: isang | Lemma: isa | a56_225_tags.txt | SN:25 | TN:13
Word: isang | Lemma: isa | a56_226_tags.txt | SN:14 | TN:1
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:37 | TN:7
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:65 | TN:25
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:53 | TN:2
Word: isang | Lemma: isa | a56_227_tags.txt | SN:6 | TN:5
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:28 | TN:14
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:118 | TN:33
Word: isang | Lemma: isa | a56_200_tags.txt | SN:1 | TN:9
Word: isang | Lemma: isa | a56_228_tags.txt | SN:3 | TN:1
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:40 | TN:19
Word: isang | Lemma: isa | a56_213_tags.txt | SN:10 | TN:8
Word: isang | Lemma: isa | a56_227_tags.txt | SN:4 | TN:109
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:10 | TN:20
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:169 | TN:5
Word: isang | Lemma: isa | a56_259_tags.txt | SN:12 | TN:11
Word: isang | Lemma: isa | a56_227_tags.txt | SN:26 | TN:4
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:68 | TN:14
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:172 | TN:14
Word: isang | Lemma: isa | a56_248_tags.txt | SN:4 | TN:16
Word: isang | Lemma: isa | a56_213_tags.txt | SN:1 | TN:22
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:67 | TN:25
Word: isang | Lemma: isa | a56_198_tags.txt | SN:8 | TN:12
Word: isang | Lemma: isa | a56_248_tags.txt | SN:6 | TN:17
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:125 | TN:10
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:87 | TN:31
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:8 | TN:54
Word: isang | Lemma: isang | a56_181to186_tags.txt | SN:15 | TN:46
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:41 | TN:16
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:112 | TN:14
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:72 | TN:9
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:137 | TN:2
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:138 | TN:23
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:64 | TN:16
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:48 | TN:4
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:146 | TN:11
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:166 | TN:10
Word: isang | Lemma: isa | a56_227_tags.txt | SN:22 | TN:8
Word: isang | Lemma: isa | a56_228_tags.txt | SN:6 | TN:45
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:80 | TN:9
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:14 | TN:1
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:38 | TN:17
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:112 | TN:20
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:153 | TN:6
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:92 | TN:25
Word: isang | Lemma: isa | a56_238to240_tags.txt | SN:41 | TN:2
Word: isang | Lemma: isa | a56_247_tags.txt | SN:8 | TN:21
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:125 | TN:15
Word: isang | Lemma: isa | a56_227_tags.txt | SN:10 | TN:32
Word: isang | Lemma: isa | a56_227_tags.txt | SN:4 | TN:96
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:77 | TN:22
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:79 | TN:9
Word: isang | Lemma: isa | a56_227_tags.txt | SN:19 | TN:22
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:145 | TN:24
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:98 | TN:42
Word: isang | Lemma: isang | a56_181to186_tags.txt | SN:133 | TN:3
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:85 | TN:8
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:48 | TN:31
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:112 | TN:1
Word: isang | Lemma: isa | a56_228_tags.txt | SN:5 | TN:14
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:145 | TN:21
Word: isang | Lemma: isa | a56_248_tags.txt | SN:31 | TN:12
Word: isang | Lemma: isa | a56_252_tags.txt | SN:24 | TN:6
Word: isang | Lemma: isang | a56_247_tags.txt | SN:6 | TN:31
Word: isang | Lemma: isa | a56_225_tags.txt | SN:9 | TN:16
Word: isang | Lemma: isa | a56_225_tags.txt | SN:24 | TN:32
Word: isang | Lemma: isa | a56_252_tags.txt | SN:23 | TN:9
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:67 | TN:9
Word: isang | Lemma: isa | a56_227_tags.txt | SN:19 | TN:1
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:112 | TN:54
Word: isang | Lemma: isa | a56_251_tags.txt | SN:29 | TN:4
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:95 | TN:7
Word: isang | Lemma: isa | a56_214_tags.txt | SN:40 | TN:5
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:34 | TN:20
Word: isang | Lemma: isa | a56_247_tags.txt | SN:32 | TN:38
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:125 | TN:2
Word: isang | Lemma: isa | a56_225_tags.txt | SN:27 | TN:10
Word: isang | Lemma: isa | a56_238to240_tags.txt | SN:36 | TN:2
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:102 | TN:7
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:40 | TN:28
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:59 | TN:81
Word: isang | Lemma: isa | a56_228_tags.txt | SN:19 | TN:15
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:137 | TN:19
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:47 | TN:15
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:92 | TN:6
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:99 | TN:17
Word: isang | Lemma: isa | a56_200_tags.txt | SN:40 | TN:18
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:123 | TN:38
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:65 | TN:10
Word: isang | Lemma: isa | a56_213_tags.txt | SN:17 | TN:45
Word: isang | Lemma: isa | a56_214_tags.txt | SN:24 | TN:10
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:100 | TN:17
Word: isang | Lemma: isa | a56_214_tags.txt | SN:43 | TN:50
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:26 | TN:17
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:65 | TN:68
Word: isang | Lemma: isa | a56_227_tags.txt | SN:17 | TN:36
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:47 | TN:15
Word: isang | Lemma: isa | a56_260_tags.txt | SN:9 | TN:14
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:46 | TN:7
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:73 | TN:73
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:84 | TN:38
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:63 | TN:12
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:100 | TN:8
Word: isang | Lemma: isa | a56_226_tags.txt | SN:30 | TN:12
Word: isang | Lemma: isa | a56_252_tags.txt | SN:17 | TN:13
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:157 | TN:4
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:125 | TN:26
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:98 | TN:19
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:55 | TN:10
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:47 | TN:9
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:17 | TN:7
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:135 | TN:4
Word: isang | Lemma: isa | a56_259_tags.txt | SN:23 | TN:9
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:89 | TN:20
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:106 | TN:28
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:59 | TN:3
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:112 | TN:8
Word: isang | Lemma: isa | a56_224_tags.txt | SN:3 | TN:4
Word: isang | Lemma: isa | a56_224_tags.txt | SN:9 | TN:12
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:18 | TN:24
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:125 | TN:54
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:40 | TN:12
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:36 | TN:20
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:148 | TN:1
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:59 | TN:10
Word: isang | Lemma: isa | a56_224_tags.txt | SN:9 | TN:34
Word: isang | Lemma: isa | a56_226_tags.txt | SN:11 | TN:24
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:132 | TN:43
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:77 | TN:8
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:85 | TN:13
Word: isang | Lemma: isa | a56_238to240_tags.txt | SN:14 | TN:51
Word: isang | Lemma: isa | a56_259_tags.txt | SN:7 | TN:3
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:171 | TN:18
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:90 | TN:31
Word: isang | Lemma: isa | a56_213_tags.txt | SN:13 | TN:13
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:153 | TN:28
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:45 | TN:23
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:81 | TN:15
Word: isang | Lemma: isa | a56_223_tags.txt | SN:23 | TN:5
Word: isang | Lemma: isa | a56_225_tags.txt | SN:35 | TN:13
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:153 | TN:2
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:94 | TN:7
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:124 | TN:18
Word: isang | Lemma: isa | a56_227_tags.txt | SN:1 | TN:4
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:40 | TN:15
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:108 | TN:5
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:58 | TN:12
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:136 | TN:4
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:41 | TN:46
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:123 | TN:18
Word: isang | Lemma: isa | a56_213_tags.txt | SN:41 | TN:19
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:96 | TN:6
Word: isang | Lemma: isa | a56_181to186_tags.txt | SN:96 | TN:54
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:2 | TN:33
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:38 | TN:4
Word: isang | Lemma: isang | a56_211_tags.txt | SN:25 | TN:13
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:81 | TN:5
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:172 | TN:17
Word: isang | Lemma: isa | a56_227_tags.txt | SN:21 | TN:4
Word: isang | Lemma: isa | a56_248_tags.txt | SN:10 | TN:10
Word: isang | Lemma: isa | a56_247_tags.txt | SN:2 | TN:8
Word: isang | Lemma: isa | a56_227_tags.txt | SN:27 | TN:10
Word: isang | Lemma: isa | a56_198_tags.txt | SN:3 | TN:19
Word: isang | Lemma: isa | a56_228_tags.txt | SN:5 | TN:11
Word: isang | Lemma: isa | a56_235to237_tags.txt | SN:36 | TN:9
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:18 | TN:33
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:153 | TN:21
Word: isang | Lemma: isa | lopez_clement_s11_tags.txt | SN:74 | TN:4
Word: isang | Lemma: isa | a56_260_tags.txt | SN:19 | TN:10
Word: isang | Lemma: isa | a56_250_tags.txt | SN:20 | TN:49
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:134 | TN:26
Word: isang | Lemma: isa | a56_226_tags.txt | SN:2 | TN:6
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:132 | TN:8
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:159 | TN:2
Word: isang | Lemma: isang | a56_226_tags.txt | SN:5 | TN:3
Word: isang | Lemma: isa | a56_212_tags.txt | SN:3 | TN:34
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:132 | TN:22
Word: isang | Lemma: isa | a56_226_tags.txt | SN:11 | TN:33
Word: isang | Lemma: isang | a56_253to258_tags.txt | SN:56 | TN:12
Word: isang | Lemma: isa | a56_253to258_tags.txt | SN:102 | TN:36
Word: isang | Lemma: isa | a56_225_tags.txt | SN:35 | TN:3
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:65 | TN:51
Word: isang | Lemma: isa | a56_193to197_tags.txt | SN:106 | TN:36
