POS Tag: VBW
marating | a56_253to258_tags.txt | SN:82 | TN:11
magsara | a56_253to258_tags.txt | SN:19 | TN:8
kagaphanap | a56_253to258_tags.txt | SN:168 | TN:44
magkasunod | a56_238to240_tags.txt | SN:26 | TN:11
magnakaw | a56_253to258_tags.txt | SN:117 | TN:4
mag-claim | lopez_clement_s11_tags.txt | SN:6 | TN:43
matalo | a56_214_tags.txt | SN:7 | TN:14
magsimula | a56_247_tags.txt | SN:5 | TN:17
makabuo | a56_235to237_tags.txt | SN:5 | TN:33
mapunta | lopez_clement_s11_tags.txt | SN:12 | TN:7
mag-ulat | cua_bernice_s11_tags.txt | SN:93 | TN:27
maghanap | a56_193to197_tags.txt | SN:14 | TN:12
mapatunayang | a56_224_tags.txt | SN:17 | TN:46
Makikita | a56_238to240_tags.txt | SN:57 | TN:0
makaka-iskor | a56_253to258_tags.txt | SN:65 | TN:21
kaugnay | a56_264_tags.txt | SN:5 | TN:5
matuto | cua_bernice_s11_tags.txt | SN:81 | TN:8
makipagpalitan | a56_253to258_tags.txt | SN:72 | TN:21
mabasa | a56_213_tags.txt | SN:31 | TN:11
maisasaayos | a56_193to197_tags.txt | SN:12 | TN:13
makapagpabuti | a56_181to186_tags.txt | SN:29 | TN:1
madaanan | a56_181to186_tags.txt | SN:140 | TN:19
matamo | a56_200_tags.txt | SN:42 | TN:12
magdiborsiyo | a56_224_tags.txt | SN:11 | TN:1
manatiling | a56_193to197_tags.txt | SN:58 | TN:36
magkasama | a56_224_tags.txt | SN:15 | TN:2
Maghandog | a56_252_tags.txt | SN:24 | TN:0
Makatulong | cua_bernice_s11_tags.txt | SN:97 | TN:0
mapipilitan | a56_193to197_tags.txt | SN:14 | TN:6
makakaya | a56_214_tags.txt | SN:36 | TN:9
magpakamatay | a56_225_tags.txt | SN:11 | TN:1
Makakatulong | a56_181to186_tags.txt | SN:98 | TN:0
magpatakbo | a56_253to258_tags.txt | SN:125 | TN:65
